Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1126,20.00,240.00,480.00,230.00,478.00,10-2-0,0,12
2,5030,20.00,200.00,290.00,220.00,592.00,10-2-0,0,12
3,250,20.00,70.00,415.00,220.00,352.00,10-2-0,0,12
4,3003,17.00,260.00,386.00,160.00,425.00,8-3-1,0,12
5,20,16.00,310.00,386.00,190.00,576.00,8-4-0,0,12
6,3990,16.00,250.00,485.00,160.00,244.00,8-4-0,0,12
7,1511,15.00,440.00,470.00,160.00,285.00,7-4-1,0,12
8,174,15.00,240.00,515.00,200.00,438.00,7-4-1,0,12
9,870,15.00,170.00,465.00,160.00,323.00,7-4-1,0,12
10,3687,15.00,160.00,415.00,180.00,285.00,7-4-1,0,12
11,53,15.00,150.00,316.00,100.00,384.00,7-4-1,0,12
12,3193,14.00,290.00,395.00,120.00,299.00,7-5-0,0,12
13,578,14.00,230.00,380.00,170.00,222.00,7-5-0,0,12
14,3044,14.00,220.00,285.00,150.00,452.00,7-5-0,0,12
15,4203,14.00,180.00,451.00,130.00,524.00,7-5-0,0,12
16,2228,14.00,170.00,481.00,180.00,294.00,7-5-0,0,12
17,145,14.00,130.00,475.00,110.00,416.00,7-5-0,0,12
18,358,14.00,120.00,335.00,170.00,414.00,7-5-0,0,12
19,3059,13.00,80.00,315.00,70.00,295.00,6-5-1,0,12
20,3015,12.00,250.00,505.00,130.00,161.00,6-6-0,0,12
21,340,12.00,170.00,391.00,170.00,266.00,6-6-0,0,12
22,379,12.00,130.00,325.00,170.00,414.00,6-6-0,0,12
23,2053,10.00,240.00,315.00,70.00,302.00,5-7-0,0,12
24,1493,10.00,220.00,371.00,240.00,395.00,5-7-0,0,12
25,2791,10.00,200.00,385.00,140.00,283.00,5-7-0,0,12
26,1665,10.00,150.00,390.00,160.00,129.00,5-7-0,0,12
27,5149,10.00,90.00,280.00,140.00,338.00,5-7-0,0,12
28,4975,10.00,30.00,306.00,80.00,354.00,4-6-2,0,12
29,5236,8.00,250.00,506.00,130.00,190.00,4-8-0,0,12
30,4122,8.00,100.00,341.00,100.00,174.00,4-8-0,0,12
31,116,8.00,90.00,365.00,130.00,272.00,4-8-0,0,12
32,3936,8.00,60.00,310.00,100.00,303.00,4-8-0,0,12
33,4134,7.00,190.00,370.00,140.00,140.00,3-8-1,0,12
34,2911,7.00,120.00,275.00,90.00,154.00,3-8-1,0,12
35,229,6.00,140.00,277.00,60.00,238.00,3-9-0,0,12
36,527,6.00,70.00,405.00,110.00,173.00,3-9-0,0,12
37,4508,5.00,120.00,236.00,150.00,334.00,2-9-1,0,12
38,1708,2.00,130.00,307.00,160.00,280.00,1-11-0,0,12
