Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,1683,1.8300000000000001,2467.0,437.0,1340.0,850.0,2.0,11-1-0,12
2,1746,1.75,2781.0,638.0,1560.0,850.0,11.0,10-2-0,12
3,1414,1.6599999999999999,2272.0,692.0,1260.0,700.0,2.0,10-2-0,12
4,4910,1.5800000000000001,2688.0,462.0,1340.0,1050.0,3.0,9-2-1,12
5,1648,1.5,2507.0,637.0,1400.0,850.0,7.0,9-3-0,12
6,4516,1.5,2144.0,398.0,1240.0,600.0,4.0,9-3-0,12
7,1002,1.4099999999999999,2218.0,483.0,1360.0,650.0,3.0,8-3-1,12
8,4112,1.3300000000000001,2523.0,516.0,1400.0,850.0,8.0,8-4-0,12
9,3635,1.3300000000000001,2436.0,276.0,1320.0,850.0,6.0,8-4-0,12
10,6325,1.3300000000000001,2040.0,560.0,1300.0,500.0,0.0,8-4-0,12
11,4468,1.1599999999999999,2663.0,453.0,1420.0,950.0,3.0,7-5-0,12
12,6340,1.1599999999999999,2602.0,414.0,1440.0,900.0,17.0,7-5-0,12
13,5332,1.1599999999999999,2431.0,395.0,1280.0,900.0,1.0,7-5-0,12
14,3815,1.1599999999999999,2158.0,513.0,1280.0,650.0,3.0,7-5-0,12
15,4026,1.0800000000000001,2315.0,501.0,1280.0,800.0,5.0,6-5-1,12
16,5582,1.0800000000000001,2238.0,373.0,1160.0,900.0,3.0,6-5-1,12
17,4188,1.0,2393.0,483.0,1400.0,750.0,3.0,6-6-0,12
18,2415,1.0,2365.0,660.0,1620.0,550.0,0.0,5-6-1,12
19,1795,1.0,1880.0,265.0,1160.0,450.0,0.0,6-6-0,12
20,3573,1.0,1761.0,275.0,1120.0,450.0,1.0,6-6-0,12
21,3265,0.91000000000000003,1845.0,310.0,1140.0,400.0,0.0,5-6-1,12
22,6349,0.91000000000000003,1447.0,427.0,940.0,350.0,2.0,5-5-0,12
23,3091,0.82999999999999996,2115.0,395.0,1200.0,750.0,0.0,5-7-0,12
24,6177,0.82999999999999996,2030.0,405.0,1200.0,650.0,10.0,5-7-0,12
25,4701,0.82999999999999996,1965.0,375.0,1200.0,550.0,0.0,5-7-0,12
26,5074,0.82999999999999996,1456.0,345.0,1040.0,250.0,1.0,5-6-0,12
27,3581,0.66000000000000003,2016.0,338.0,1260.0,500.0,21.0,4-8-0,12
28,5632,0.66000000000000003,1759.0,264.0,1200.0,350.0,4.0,4-8-0,12
29,4240,0.66000000000000003,1672.0,325.0,1060.0,400.0,2.0,4-8-0,12
30,5840,0.66000000000000003,1621.0,465.0,1080.0,350.0,1.0,4-8-0,12
31,3694,0.5,1522.0,342.0,960.0,400.0,2.0,3-7-0,12
32,6750,0.5,1290.0,280.0,860.0,300.0,0.0,3-9-0,12
33,6716,0.5,1120.0,290.0,700.0,250.0,0.0,3-6-0,12
34,5828,0.33000000000000002,1624.0,440.0,1020.0,300.0,4.0,2-10-0,12
35,5482,0.33000000000000002,1592.0,305.0,980.0,450.0,2.0,2-9-0,12
36,4730,0.16,1414.0,269.0,860.0,350.0,4.0,1-9-0,12
37,5848,0.16,1300.0,250.0,780.0,400.0,0.0,1-8-0,12
