2009gt_0,Regional Chairman's Award,frc247,
2009gt_1,Regional Winner,frc2645,
2009gt_1,Regional Winner,frc85,
2009gt_1,Regional Winner,frc247,
2009gt_10,Rookie All Star Award,frc2771,
2009gt_11,Johnson & Johnson Gracious Professionalism,frc703,
2009gt_13,Judges Award,frc1506,
2009gt_13,Judges Award,frc2959,
2009gt_14,Highest Rookie Seed Award,frc3115,
2009gt_15,Rookie Inspiration Award,frc3115,
2009gt_16,General Motors Industrial Design Award,frc1918,
2009gt_17,Motorola Quality Award,frc201,
2009gt_18,Underwriters Laboratories Industrial Safety Award,frc1254,
2009gt_2,Regional Finalist,frc904,
2009gt_2,Regional Finalist,frc1918,
2009gt_2,Regional Finalist,frc2188,
2009gt_20,Xerox Creativity Award,frc1783,
2009gt_22,Kleiner Perkins Caufield & Byers Entrepreneurship Award,frc2834,
2009gt_26,"Delphi ""Driving Tomorrow's Technology"" Award",frc141,
2009gt_27,Imagery Award,frc1711,
2009gt_29,Rockwell Automation Innovation in Control Award,frc904,
2009gt_30,Chrysler Team Spirit Award,frc47,
2009gt_31,Website Award,frc201,
2009gt_9,Regional Engineering Inspiration Award,frc85,
