Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2181,19.00,280.00,284.00,90.00,320.00,9-0-1,0,10
2,2052,18.00,400.00,330.00,220.00,166.00,9-1-0,0,10
3,3038,18.00,370.00,224.00,60.00,166.00,9-1-0,0,10
4,4536,16.00,400.00,282.00,120.00,88.00,8-2-0,0,10
5,2498,16.00,350.00,380.00,160.00,132.00,8-2-0,0,10
6,2705,16.00,280.00,283.00,110.00,465.00,8-2-0,0,10
7,3299,16.00,180.00,323.00,60.00,154.00,8-2-0,0,10
8,2508,15.00,320.00,354.00,170.00,178.00,7-2-1,0,10
9,3745,14.00,330.00,206.00,80.00,68.00,7-3-0,0,10
10,3007,14.00,240.00,307.00,110.00,246.00,7-3-0,0,10
11,3751,14.00,210.00,281.00,140.00,90.00,7-3-0,0,10
12,2529,14.00,180.00,240.00,90.00,191.00,7-3-0,0,10
13,2502,14.00,100.00,308.00,150.00,204.00,7-3-0,0,10
14,2513,13.00,160.00,269.00,120.00,147.00,6-3-1,0,10
15,5019,12.00,260.00,263.00,140.00,101.00,6-4-0,0,10
16,3244,12.00,250.00,209.00,90.00,137.00,6-4-0,0,10
17,2509,12.00,230.00,332.00,100.00,68.00,6-4-0,0,10
18,4229,12.00,230.00,228.00,100.00,96.00,6-4-0,0,10
19,3313,12.00,220.00,366.00,170.00,157.00,6-4-0,0,10
20,2987,12.00,210.00,222.00,90.00,107.00,6-4-0,0,10
21,2855,12.00,190.00,156.00,120.00,178.00,6-4-0,0,10
22,2518,12.00,180.00,307.00,70.00,82.00,6-4-0,0,10
23,3292,12.00,170.00,196.00,90.00,80.00,6-4-0,0,10
24,3184,12.00,110.00,264.00,100.00,202.00,6-4-0,0,10
25,3454,11.00,220.00,264.00,130.00,126.00,5-4-1,0,10
26,4549,11.00,220.00,246.00,70.00,110.00,5-4-1,0,10
27,5271,10.00,320.00,256.00,40.00,119.00,5-5-0,0,10
28,2470,10.00,280.00,221.00,170.00,71.00,5-5-0,0,10
29,4651,10.00,270.00,267.00,110.00,162.00,5-5-0,0,10
30,2861,10.00,260.00,218.00,100.00,161.00,5-5-0,0,10
31,4174,10.00,240.00,254.00,40.00,107.00,5-5-0,0,10
32,3765,10.00,240.00,248.00,70.00,184.00,5-5-0,0,10
33,3276,10.00,230.00,244.00,130.00,85.00,5-5-0,0,10
34,3081,10.00,230.00,191.00,60.00,119.00,5-5-0,0,10
35,2480,10.00,200.00,237.00,30.00,264.00,5-5-0,0,10
36,5003,10.00,160.00,290.00,40.00,187.00,5-5-0,0,10
37,2545,10.00,130.00,293.00,110.00,59.00,5-5-0,0,10
38,4993,9.00,120.00,225.00,80.00,102.00,4-5-1,0,10
39,4626,9.00,120.00,219.00,60.00,127.00,4-5-1,0,10
40,4260,8.00,400.00,197.00,40.00,95.00,4-6-0,0,10
41,3202,8.00,260.00,287.00,70.00,62.00,4-6-0,0,10
42,2232,8.00,210.00,196.00,80.00,91.00,4-6-0,0,10
43,2538,8.00,180.00,268.00,50.00,62.00,4-6-0,0,10
44,4506,8.00,160.00,255.00,50.00,179.00,4-6-0,0,10
45,3407,8.00,160.00,241.00,80.00,131.00,4-6-0,0,10
46,2846,8.00,130.00,243.00,40.00,78.00,4-6-0,0,10
47,2500,7.00,200.00,301.00,100.00,143.00,3-6-1,0,10
48,4021,7.00,170.00,267.00,80.00,132.00,3-6-1,0,10
49,2511,6.00,200.00,235.00,30.00,151.00,3-7-0,0,10
50,3100,6.00,150.00,212.00,70.00,145.00,3-7-0,0,10
51,2823,6.00,140.00,321.00,120.00,59.00,3-7-0,0,10
52,3058,6.00,130.00,252.00,100.00,61.00,3-7-0,0,10
53,4741,6.00,130.00,198.00,60.00,107.00,3-7-0,0,10
54,2227,6.00,110.00,264.00,60.00,79.00,3-7-0,0,10
55,3082,6.00,90.00,275.00,50.00,263.00,3-7-0,0,10
56,4360,6.00,90.00,240.00,90.00,21.00,3-7-0,0,10
57,4664,6.00,70.00,294.00,80.00,117.00,3-7-0,0,10
58,2450,5.00,100.00,205.00,80.00,132.00,2-7-1,0,10
59,2501,5.00,70.00,214.00,90.00,95.00,2-7-1,0,10
60,2825,4.00,130.00,163.00,60.00,106.00,2-8-0,0,10
61,2879,3.00,90.00,250.00,80.00,78.00,1-8-1,0,10
62,4215,2.00,90.00,249.00,50.00,53.00,1-9-0,0,10
63,2515,0,50.00,202.00,70.00,28.00,0-10-0,0,10
