Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2648,1.8300000000000001,3196.0,539.0,1260.0,1250.0,481.0,8-4-0,12
2,348,1.75,3285.0,885.0,1720.0,1350.0,0.0,10-2-0,12
3,6337,1.6599999999999999,3207.0,679.0,1480.0,1400.0,37.0,10-2-0,12
4,6329,1.5800000000000001,3205.0,612.0,1540.0,1300.0,85.0,8-4-0,12
5,125,1.5800000000000001,3188.0,759.0,1180.0,1250.0,463.0,6-6-0,12
6,1519,1.5800000000000001,3112.0,610.0,1560.0,1050.0,127.0,9-3-0,12
7,1768,1.4099999999999999,3346.0,798.0,1560.0,1450.0,91.0,8-4-0,12
8,2523,1.4099999999999999,3087.0,566.0,1400.0,1350.0,87.0,8-4-0,12
9,133,1.4099999999999999,3067.0,611.0,1420.0,1100.0,242.0,7-5-0,12
10,5687,1.3300000000000001,3189.0,728.0,1740.0,1100.0,79.0,6-6-0,12
11,4546,1.3300000000000001,2782.0,498.0,1260.0,1250.0,97.0,7-5-0,12
12,4055,1.25,3285.0,558.0,1480.0,1300.0,75.0,7-5-0,12
13,4564,1.25,3239.0,671.0,1480.0,1450.0,84.0,7-5-0,12
14,172,1.25,3171.0,476.0,1380.0,1450.0,71.0,7-5-0,12
15,4925,1.25,2937.0,489.0,1260.0,1250.0,87.0,6-5-1,12
16,166,1.25,2750.0,490.0,1380.0,950.0,85.0,7-5-0,12
17,4041,1.1599999999999999,3061.0,658.0,1440.0,1300.0,46.0,7-5-0,12
18,58,1.1599999999999999,3003.0,466.0,1420.0,1150.0,38.0,7-5-0,12
19,4555,1.1599999999999999,2912.0,499.0,1260.0,1300.0,52.0,6-6-0,12
20,3609,1.1599999999999999,2724.0,308.0,1280.0,1050.0,84.0,6-5-1,12
21,5491,1.0800000000000001,3032.0,322.0,1280.0,1400.0,112.0,6-6-0,12
22,6224,1.0800000000000001,2677.0,433.0,1280.0,1000.0,92.0,6-6-0,12
23,663,1.0,3077.0,544.0,1440.0,1200.0,7.0,6-6-0,12
24,5506,1.0,3044.0,338.0,1340.0,1500.0,39.0,6-6-0,12
25,4473,1.0,2968.0,616.0,1380.0,1250.0,53.0,5-6-1,12
26,3236,1.0,2939.0,467.0,1380.0,1100.0,64.0,6-6-0,12
27,3930,1.0,2638.0,493.0,1140.0,1100.0,128.0,5-7-0,12
28,4906,0.91000000000000003,3084.0,617.0,1460.0,1350.0,59.0,5-7-0,12
29,5633,0.91000000000000003,2967.0,546.0,1400.0,1250.0,57.0,5-7-0,12
30,6153,0.91000000000000003,2811.0,657.0,1400.0,950.0,26.0,5-7-0,12
31,5471,0.91000000000000003,2700.0,355.0,1300.0,1150.0,5.0,5-7-0,12
32,6172,0.91000000000000003,2402.0,483.0,1300.0,750.0,27.0,5-6-1,12
33,5122,0.82999999999999996,2949.0,463.0,1340.0,1400.0,44.0,4-8-0,12
34,3451,0.82999999999999996,2439.0,475.0,1300.0,850.0,44.0,4-7-1,12
35,6161,0.75,2598.0,411.0,1200.0,1050.0,83.0,4-8-0,12
36,6691,0.66000000000000003,2830.0,654.0,1440.0,1050.0,50.0,4-8-0,12
37,3597,0.57999999999999996,2600.0,475.0,1300.0,1050.0,10.0,3-8-1,12
38,4958,0.5,2624.0,600.0,1300.0,1050.0,39.0,3-9-0,12
39,5265,0.33000000000000002,2449.0,391.0,1320.0,900.0,39.0,2-10-0,12
40,4042,0.16,2507.0,600.0,1220.0,1000.0,37.0,1-11-0,12
