Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1662,22.00,244.00,170.00,476.00,11-0-0,0,11
2,971,20.00,264.00,170.00,291.00,10-1-0,0,11
3,2144,18.00,240.00,170.00,222.00,9-2-0,0,11
4,1458,18.00,214.00,130.00,261.00,9-2-0,0,11
5,3250,18.00,210.00,50.00,280.00,9-2-0,0,11
6,766,18.00,160.00,160.00,244.00,9-2-0,0,11
7,3598,16.00,252.00,150.00,249.00,8-3-0,0,11
8,1678,16.00,240.00,130.00,486.00,8-3-0,0,11
9,2489,16.00,230.00,160.00,257.00,8-3-0,0,11
10,2141,16.00,206.00,160.00,137.00,8-3-0,0,11
11,399,14.00,242.00,120.00,169.00,7-4-0,0,11
12,3189,14.00,206.00,140.00,338.00,7-4-0,0,11
13,1671,14.00,198.00,110.00,148.00,7-4-0,0,11
14,2102,14.00,180.00,150.00,312.00,7-4-0,0,11
15,1388,14.00,154.00,200.00,281.00,7-4-0,0,11
16,3495,14.00,150.00,150.00,181.00,7-4-0,0,11
17,604,14.00,148.00,140.00,143.00,7-4-0,0,11
18,115,14.00,136.00,140.00,225.00,7-4-0,0,11
19,3008,14.00,118.00,60.00,165.00,7-4-0,0,11
20,3859,14.00,102.00,230.00,122.00,7-4-0,0,11
21,2367,12.00,214.00,130.00,241.00,6-5-0,0,11
22,701,12.00,172.00,140.00,390.00,6-5-0,0,11
23,2854,12.00,144.00,90.00,148.00,6-5-0,0,11
24,568,12.00,132.00,90.00,188.00,6-5-0,0,11
25,852,10.00,230.00,40.00,159.00,5-6-0,0,11
26,2204,10.00,182.00,80.00,191.00,5-6-0,0,11
27,3554,10.00,144.00,100.00,201.00,5-6-0,0,11
28,2073,10.00,134.00,150.00,176.00,5-6-0,0,11
29,114,10.00,114.00,150.00,170.00,5-6-0,0,11
30,8,10.00,108.00,60.00,154.00,5-6-0,0,11
31,1072,10.00,84.00,60.00,154.00,5-6-0,0,11
32,1868,8.00,162.00,130.00,171.00,4-7-0,0,11
33,692,8.00,130.00,110.00,140.00,4-7-0,0,11
34,4669,8.00,124.00,50.00,179.00,4-7-0,0,11
35,256,8.00,122.00,120.00,80.00,4-7-0,0,11
36,2035,8.00,114.00,100.00,154.00,4-7-0,0,11
37,4666,8.00,104.00,100.00,142.00,4-7-0,0,11
38,4498,8.00,96.00,120.00,112.00,4-7-0,0,11
39,2473,8.00,90.00,110.00,109.00,4-7-0,0,11
40,253,8.00,88.00,100.00,139.00,4-7-0,0,11
41,4185,8.00,84.00,90.00,182.00,4-7-0,0,11
42,1351,8.00,78.00,90.00,146.00,4-7-0,0,11
43,100,8.00,62.00,110.00,133.00,4-7-0,0,11
44,3257,8.00,62.00,60.00,155.00,4-7-0,0,11
45,3256,6.00,140.00,60.00,164.00,3-8-0,0,11
46,2085,6.00,134.00,60.00,94.00,3-8-0,0,11
47,2551,6.00,76.00,110.00,72.00,3-8-0,0,11
48,4643,6.00,76.00,60.00,97.00,3-8-0,0,11
49,4698,6.00,58.00,80.00,112.00,3-7-0,1,11
50,3013,4.00,96.00,80.00,100.00,2-9-0,0,11
51,3045,4.00,72.00,110.00,121.00,2-9-0,0,11
52,3615,4.00,66.00,40.00,79.00,2-8-0,1,11
53,2156,0,86.00,90.00,131.00,0-11-0,0,11
