Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2194,7,0,0,7,14.00,26.29,132
2,1574,6,1,0,7,12.00,48.57,158
3,1124,6,1,0,7,12.00,33.14,256
4,1592,6,1,0,7,12.00,21.43,276
5,68,6,1,0,7,12.00,20.86,260
6,247,6,1,0,7,12.00,20.14,130
7,1311,6,1,0,7,12.00,16.86,95
8,1511,5,1,1,7,11.00,29.14,122
9,190,5,1,1,7,11.00,18.57,140
10,537,5,2,0,7,10.00,26.00,128
11,1102,5,2,0,7,10.00,23.00,260
12,1657,5,2,0,7,10.00,18.29,256
13,148,5,2,0,7,10.00,17.00,291
14,1089,5,2,0,7,10.00,15.57,132
15,111,5,2,0,7,10.00,13.29,122
16,122,5,2,0,7,10.00,12.00,256
17,2047,5,2,0,7,10.00,10.14,264
18,292,4,2,1,7,9.00,42.14,124
19,1540,4,2,1,7,9.00,18.86,95
20,573,4,2,1,7,9.00,16.00,256
21,457,4,2,1,7,9.00,14.00,64
22,1369,4,3,0,7,8.00,39.71,132
23,2182,4,3,0,7,8.00,39.00,84
24,181,4,3,0,7,8.00,37.57,118
25,1280,4,3,0,7,8.00,33.00,92
26,811,4,3,0,7,8.00,32.57,118
27,1885,4,3,0,7,8.00,31.57,256
28,876,4,3,0,7,8.00,29.57,158
29,1503,4,3,0,7,8.00,28.00,130
30,1622,4,3,0,7,8.00,27.57,260
31,668,4,3,0,7,8.00,26.71,276
32,88,4,3,0,7,8.00,26.29,82
33,358,4,3,0,7,8.00,25.71,256
34,1846,4,2,0,6,8.00,25.14,291
35,1816,4,3,0,7,8.00,23.14,92
36,2265,4,3,0,7,8.00,22.00,64
37,987,4,3,0,7,8.00,19.86,264
38,49,4,3,0,7,8.00,19.86,79
39,1024,4,3,0,7,8.00,14.57,68
40,1746,3,2,2,7,8.00,13.86,132
41,271,4,3,0,7,8.00,13.71,91
42,348,4,3,0,7,8.00,13.14,64
43,1983,4,3,0,7,8.00,12.43,128
44,39,3,3,1,7,7.00,27.14,158
45,1138,3,3,1,7,7.00,26.14,256
46,476,3,3,1,7,7.00,19.43,62
47,226,3,3,1,7,7.00,15.71,68
48,340,3,3,1,7,7.00,14.71,256
49,2068,3,4,0,7,6.00,32.57,124
50,177,3,4,0,7,6.00,30.14,276
51,33,3,4,0,7,6.00,28.43,68
52,614,3,4,0,7,6.00,27.00,68
53,102,3,4,0,7,6.00,24.00,68
54,203,3,4,0,7,6.00,21.71,132
55,744,3,3,0,6,6.00,20.00,44
56,501,3,4,0,7,6.00,19.14,291
57,922,3,4,0,7,6.00,16.57,52
58,1649,3,4,0,7,6.00,16.29,54
59,1188,3,4,0,7,6.00,15.71,68
60,236,3,4,0,7,6.00,15.14,84
61,1230,3,4,0,7,6.00,13.00,68
62,63,3,4,0,7,6.00,12.71,128
63,1727,3,4,0,7,6.00,7.14,74
64,1038,2,4,1,7,5.00,28.14,79
65,1710,2,4,1,7,5.00,21.00,64
66,597,2,4,1,7,5.00,18.43,128
67,2108,2,4,1,7,5.00,14.86,65
68,20,2,5,0,7,4.00,26.43,64
69,1856,2,5,0,7,4.00,23.14,57
70,375,2,5,0,7,4.00,22.00,128
71,399,2,5,0,7,4.00,21.29,42
72,696,2,5,0,7,4.00,18.00,74
73,128,2,5,0,7,4.00,16.14,128
74,168,2,5,0,7,4.00,14.86,132
75,1525,2,5,0,7,4.00,13.86,256
76,2217,2,4,0,6,4.00,12.86,40
77,1676,2,5,0,7,4.00,6.57,74
78,75,1,5,1,7,3.00,14.86,48
79,2083,1,6,0,7,2.00,47.43,118
80,334,1,6,0,7,2.00,35.14,132
81,1444,1,6,0,7,2.00,23.57,52
82,1002,1,6,0,7,2.00,19.14,62
83,835,1,6,0,7,2.00,16.00,40
84,2016,1,6,0,7,2.00,12.71,45
85,1985,1,6,0,7,2.00,12.57,30
86,316,0,7,0,7,0.00,34.86,76
