Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,148,26.0,174.0,145.0,311.0,370.0,8-0-0,8
2,3005,22.0,186.0,85.0,84.0,435.0,7-1-0,8
3,2468,22.0,142.0,100.0,125.0,365.0,6-2-0,8
4,624,20.0,190.0,85.0,154.0,380.0,6-2-0,8
5,3999,20.0,156.0,90.0,142.0,380.0,6-2-0,8
6,1477,20.0,152.0,90.0,70.0,380.0,6-1-1,8
7,2805,20.0,142.0,80.0,93.0,355.0,7-0-1,8
8,2848,19.0,150.0,70.0,56.0,395.0,6-2-0,8
9,4063,19.0,136.0,100.0,132.0,330.0,6-2-0,8
10,231,19.0,128.0,70.0,106.0,355.0,6-1-1,8
11,2789,18.0,166.0,90.0,84.0,370.0,7-1-0,8
12,2158,17.0,138.0,95.0,127.0,355.0,5-3-0,8
13,5754,16.0,168.0,80.0,62.0,365.0,5-3-0,8
14,4639,16.0,148.0,40.0,59.0,340.0,6-2-0,8
15,5445,16.0,138.0,75.0,38.0,360.0,6-2-0,8
16,5726,15.0,124.0,80.0,91.0,330.0,5-3-0,8
17,3481,15.0,120.0,65.0,147.0,335.0,5-3-0,8
18,418,15.0,106.0,70.0,76.0,310.0,6-2-0,8
19,5414,14.0,164.0,70.0,81.0,360.0,5-3-0,8
20,5838,14.0,160.0,80.0,43.0,380.0,4-3-1,8
21,4627,14.0,132.0,65.0,50.0,335.0,5-3-0,8
22,5639,13.0,152.0,80.0,101.0,305.0,5-3-0,8
23,3366,13.0,130.0,85.0,100.0,320.0,4-3-1,8
24,2881,13.0,124.0,105.0,115.0,290.0,5-3-0,8
25,2969,13.0,104.0,50.0,84.0,300.0,5-3-0,8
26,5981,12.0,156.0,70.0,117.0,300.0,4-4-0,8
27,4734,12.0,140.0,80.0,113.0,265.0,4-4-0,8
28,6025,12.0,128.0,70.0,63.0,315.0,4-3-1,8
29,3679,12.0,118.0,85.0,48.0,320.0,4-4-0,8
30,6028,12.0,118.0,70.0,70.0,265.0,4-4-0,8
31,3103,12.0,118.0,65.0,24.0,355.0,4-4-0,8
32,4332,12.0,116.0,90.0,87.0,270.0,3-4-1,8
33,5103,11.0,184.0,65.0,41.0,395.0,3-5-0,8
34,5417,11.0,136.0,45.0,87.0,320.0,3-5-0,8
35,2583,11.0,110.0,60.0,20.0,305.0,4-4-0,8
36,3735,11.0,98.0,60.0,75.0,325.0,3-5-0,8
37,6126,11.0,78.0,40.0,44.0,245.0,5-2-1,8
38,2721,10.0,94.0,95.0,36.0,300.0,3-5-0,8
39,5052,9.0,110.0,70.0,56.0,325.0,3-5-0,8
40,5572,9.0,104.0,60.0,37.0,290.0,3-4-1,8
41,4091,9.0,104.0,55.0,31.0,295.0,3-4-0,8
42,3305,9.0,90.0,95.0,89.0,215.0,4-4-0,8
43,3561,9.0,84.0,60.0,25.0,270.0,3-5-0,8
44,4694,8.0,140.0,50.0,26.0,345.0,2-6-0,8
45,3035,8.0,112.0,60.0,46.0,265.0,3-4-1,8
46,5241,8.0,110.0,40.0,33.0,250.0,3-5-0,8
47,6051,8.0,110.0,40.0,32.0,260.0,3-5-0,8
48,1255,8.0,108.0,70.0,40.0,300.0,2-6-0,8
49,457,8.0,100.0,70.0,74.0,265.0,3-5-0,8
50,653,8.0,76.0,100.0,46.0,270.0,2-6-0,8
51,6155,7.0,130.0,60.0,58.0,240.0,3-5-0,8
52,5986,7.0,106.0,55.0,26.0,285.0,2-6-0,8
53,5681,7.0,100.0,65.0,49.0,220.0,3-5-0,8
54,647,7.0,100.0,40.0,45.0,235.0,3-5-0,8
55,5894,7.0,96.0,50.0,46.0,235.0,3-5-0,8
56,4219,7.0,78.0,40.0,49.0,200.0,3-5-0,8
57,4696,6.0,160.0,80.0,57.0,280.0,2-6-0,8
58,5960,6.0,136.0,50.0,49.0,295.0,2-6-0,8
59,1642,6.0,134.0,55.0,30.0,335.0,1-7-0,8
60,4412,6.0,122.0,45.0,55.0,310.0,2-6-0,8
61,1817,6.0,92.0,25.0,38.0,280.0,2-5-0,8
62,3700,6.0,82.0,55.0,36.0,245.0,2-6-0,8
63,2966,5.0,148.0,70.0,40.0,275.0,2-6-0,8
64,3335,4.0,110.0,55.0,80.0,240.0,1-6-1,8
65,4206,3.0,70.0,35.0,25.0,205.0,1-7-0,8
66,4597,3.0,62.0,45.0,22.0,185.0,1-5-1,8
