Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2729,20.00,490.00,320.00,827.00,10-2-0,0,12
2,193,20.00,422.00,290.00,752.00,10-2-0,0,12
3,303,20.00,398.00,260.00,774.00,10-2-0,0,12
4,2590,18.00,532.00,320.00,629.00,9-3-0,0,12
5,1279,18.00,464.00,270.00,585.00,9-3-0,0,12
6,103,18.00,448.00,330.00,594.00,9-3-0,0,12
7,222,18.00,426.00,250.00,752.00,9-3-0,0,12
8,4460,18.00,286.00,280.00,550.00,9-3-0,0,12
9,11,17.00,458.00,270.00,675.00,8-3-1,0,12
10,1218,17.00,448.00,330.00,819.00,8-3-1,0,12
11,224,16.00,438.00,270.00,620.00,8-4-0,0,12
12,1089,16.00,436.00,300.00,761.00,8-4-0,0,12
13,293,16.00,428.00,300.00,619.00,8-4-0,0,12
14,316,16.00,422.00,320.00,735.00,8-4-0,0,12
15,1370,16.00,376.00,290.00,672.00,8-4-0,0,12
16,56,15.00,438.00,280.00,637.00,7-4-1,0,12
17,4342,15.00,424.00,250.00,637.00,7-4-1,0,12
18,869,15.00,356.00,280.00,533.00,7-4-1,0,12
19,1228,14.00,376.00,260.00,695.00,7-5-0,0,12
20,4285,14.00,358.00,290.00,749.00,7-5-0,0,12
21,1403,13.00,426.00,330.00,659.00,6-5-1,0,12
22,1923,12.00,414.00,290.00,794.00,6-6-0,0,12
23,1676,12.00,414.00,240.00,741.00,6-6-0,0,12
24,3314,12.00,390.00,240.00,614.00,6-6-0,0,12
25,225,12.00,360.00,240.00,767.00,6-6-0,0,12
26,1640,12.00,334.00,220.00,678.00,6-6-0,0,12
27,1626,11.00,372.00,260.00,687.00,5-6-1,0,12
28,3974,11.00,360.00,240.00,650.00,5-6-1,0,12
29,1672,10.00,348.00,220.00,502.00,5-7-0,0,12
30,1391,10.00,320.00,270.00,602.00,5-7-0,0,12
31,2559,10.00,314.00,320.00,609.00,5-7-0,0,12
32,2539,9.00,352.00,310.00,542.00,4-7-1,0,12
33,4575,8.00,418.00,200.00,674.00,4-8-0,0,12
34,2607,8.00,386.00,310.00,587.00,4-8-0,0,12
35,486,8.00,384.00,250.00,491.00,4-8-0,0,12
36,223,8.00,334.00,270.00,512.00,4-8-0,0,12
37,2495,8.00,330.00,190.00,534.00,4-8-0,0,12
38,484,8.00,296.00,270.00,547.00,4-8-0,0,12
39,75,8.00,274.00,430.00,434.00,4-8-0,0,12
40,433,8.00,250.00,310.00,509.00,4-8-0,0,12
41,4475,7.00,380.00,170.00,497.00,3-8-1,0,12
42,3340,7.00,294.00,280.00,499.00,3-8-1,0,12
43,1881,6.00,408.00,200.00,537.00,3-9-0,0,12
44,714,6.00,386.00,300.00,415.00,3-9-0,0,12
45,1143,6.00,386.00,200.00,594.00,3-9-0,0,12
46,816,6.00,376.00,250.00,477.00,3-9-0,0,12
47,357,6.00,264.00,280.00,466.00,3-9-0,0,12
48,1302,5.00,364.00,240.00,482.00,2-9-1,0,12
49,272,4.00,386.00,290.00,513.00,2-10-0,0,12
