Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,234,125.66,14,396,440,298,360,12
2,1024,106.16,36,524,160,156,440,12
3,1501,102.58,0,504,120,233,380,12
4,5188,101.91,0,512,200,129,400,12
5,868,97.0,20,420,160,228,354,12
6,3947,96.58,28,392,200,229,322,12
7,135,95.16,32,468,160,146,372,12
8,4485,92.41,0,264,400,189,256,12
9,461,86.75,12,352,240,117,332,12
10,2867,86.25,12,300,280,143,306,12
11,829,85.91,4,432,80,155,366,12
12,71,85.58,20,444,40,173,374,12
13,447,82.08,8,248,280,187,268,12
14,5484,81.41,0,260,200,143,380,12
15,292,80.83,12,224,320,144,288,12
16,45,80.75,0,312,200,157,306,12
17,5403,78.66,12,352,160,126,306,12
18,1747,76.08,0,280,200,127,312,12
19,4846,74.41,4,248,240,151,256,12
20,2197,74.16,12,224,240,176,292,12
21,5010,73.83,12,304,120,160,302,12
22,1741,71.75,24,272,240,127,246,12
23,1018,70.25,8,220,200,119,302,12
24,1646,68.58,16,260,240,117,214,12
25,3176,67.5,4,192,240,138,248,12
26,3936,66.66,4,188,160,136,312,12
27,3559,65.16,10,228,160,132,252,12
28,3865,64.83,16,208,160,122,278,12
29,2171,64.0,12,200,160,146,256,12
30,4824,63.25,8,204,160,173,226,12
31,4580,62.25,0,212,200,95,252,12
32,4211,59.91,4,188,240,111,248,12
33,1529,58.83,0,132,200,176,222,12
34,3487,58.5,6,228,120,116,268,12
35,1760,57.83,4,240,80,158,218,12
36,4272,57.58,4,208,120,103,280,12
37,2360,54.91,12,164,160,143,210,12
38,4791,52.91,0,200,40,141,272,12
39,5402,50.0,8,144,120,96,274,12
