Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1111,22.00,290.00,309.00,250.00,168.00,11-0-0,0,11
2,900,20.00,320.00,421.00,350.00,131.00,10-1-0,0,11
3,2059,20.00,310.00,290.00,240.00,204.00,10-1-0,0,11
4,836,20.00,260.00,550.00,160.00,389.00,10-1-0,0,11
5,587,18.00,170.00,201.00,60.00,293.00,9-2-0,0,11
6,5160,16.00,270.00,266.00,110.00,219.00,8-3-0,0,11
7,2641,16.00,190.00,391.00,210.00,93.00,8-3-0,0,11
8,4828,16.00,170.00,355.00,150.00,244.00,8-3-0,0,11
9,2640,15.00,230.00,368.00,190.00,191.00,7-3-1,0,11
10,1413,15.00,220.00,229.00,220.00,133.00,7-3-1,0,11
11,4481,14.00,280.00,235.00,150.00,181.00,7-4-0,0,11
12,5190,14.00,220.00,275.00,110.00,213.00,7-4-0,0,11
13,2642,14.00,190.00,365.00,200.00,239.00,7-4-0,0,11
14,3763,14.00,130.00,246.00,10.00,241.00,7-4-0,0,11
15,339,14.00,120.00,362.00,80.00,178.00,7-4-0,0,11
16,375,14.00,100.00,332.00,120.00,376.00,7-4-0,0,11
17,3506,13.00,160.00,291.00,80.00,320.00,6-4-1,0,11
18,449,12.00,230.00,312.00,60.00,287.00,6-5-0,0,11
19,2890,12.00,190.00,247.00,130.00,183.00,6-5-0,0,11
20,1533,12.00,150.00,285.00,240.00,109.00,6-5-0,0,11
21,4534,12.00,130.00,202.00,90.00,241.00,6-5-0,0,11
22,3229,11.00,150.00,207.00,110.00,200.00,5-5-1,0,11
23,4935,10.00,210.00,205.00,40.00,189.00,5-6-0,0,11
24,3971,10.00,200.00,211.00,110.00,115.00,5-6-0,0,11
25,3701,10.00,190.00,270.00,100.00,126.00,5-6-0,0,11
26,3737,10.00,180.00,226.00,130.00,155.00,5-6-0,0,11
27,3459,10.00,170.00,251.00,0,168.00,5-6-0,0,11
28,4290,10.00,170.00,192.00,60.00,213.00,5-6-0,0,11
29,3331,10.00,160.00,231.00,80.00,153.00,5-6-0,0,11
30,4767,10.00,130.00,187.00,110.00,118.00,5-6-0,0,11
31,3402,10.00,110.00,203.00,130.00,149.00,5-5-0,1,11
32,4795,10.00,110.00,120.00,70.00,185.00,5-6-0,0,11
33,3661,10.00,90.00,297.00,80.00,170.00,5-6-0,0,11
34,3493,10.00,80.00,218.00,90.00,213.00,5-6-0,0,11
35,3822,10.00,70.00,276.00,130.00,67.00,5-6-0,0,11
36,2483,10.00,60.00,256.00,60.00,351.00,5-6-0,0,11
37,2528,9.00,150.00,232.00,120.00,203.00,4-6-1,0,11
38,4288,8.00,260.00,270.00,80.00,156.00,4-7-0,0,11
39,4816,8.00,140.00,271.00,120.00,79.00,4-7-0,0,11
40,4561,8.00,130.00,226.00,50.00,169.00,4-7-0,0,11
41,4829,8.00,100.00,171.00,80.00,168.00,4-7-0,0,11
42,4823,8.00,90.00,202.00,70.00,256.00,4-7-0,0,11
43,3811,8.00,80.00,122.00,50.00,253.00,4-4-0,3,11
44,1287,8.00,60.00,206.00,60.00,164.00,4-7-0,0,11
45,4245,6.00,280.00,260.00,110.00,125.00,3-8-0,0,11
46,435,6.00,170.00,331.00,80.00,40.00,3-8-0,0,11
47,3215,6.00,120.00,220.00,90.00,105.00,3-8-0,0,11
48,122,6.00,110.00,187.00,90.00,69.00,3-8-0,0,11
49,3796,6.00,90.00,166.00,60.00,158.00,3-7-0,1,11
50,3680,6.00,70.00,218.00,40.00,262.00,3-8-0,0,11
51,3336,5.00,60.00,183.00,50.00,318.00,2-8-1,0,11
52,3845,4.00,110.00,171.00,110.00,32.00,2-7-0,2,11
53,4291,4.00,70.00,185.00,50.00,266.00,2-9-0,0,11
54,4996,4.00,40.00,171.00,50.00,206.00,2-9-0,0,11
