Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,74,24.00,390.00,612.00,280.00,430.00,12-0-0,0,12
2,494,23.00,530.00,596.00,330.00,375.00,11-0-1,0,12
3,70,20.00,510.00,716.00,320.00,297.00,10-2-0,0,12
4,4967,18.00,530.00,646.00,170.00,346.00,9-3-0,0,12
5,2767,18.00,380.00,670.00,320.00,543.00,9-3-0,0,12
6,1918,18.00,340.00,591.00,290.00,426.00,9-3-0,0,12
7,2054,16.00,430.00,566.00,300.00,456.00,8-4-0,0,12
8,4003,16.00,410.00,560.00,280.00,652.00,8-4-0,0,12
9,107,16.00,360.00,550.00,240.00,477.00,8-4-0,0,12
10,4482,14.00,420.00,478.00,180.00,430.00,7-5-0,0,12
11,4004,14.00,370.00,531.00,270.00,376.00,7-5-0,0,12
12,3572,14.00,340.00,475.00,180.00,305.00,7-5-0,0,12
13,4327,14.00,340.00,393.00,110.00,229.00,7-5-0,0,12
14,3234,13.00,240.00,442.00,260.00,279.00,6-5-1,0,12
15,5162,12.00,330.00,486.00,270.00,471.00,6-6-0,0,12
16,2075,12.00,310.00,521.00,130.00,330.00,5-5-2,0,12
17,858,12.00,260.00,567.00,230.00,445.00,6-6-0,0,12
18,4956,12.00,220.00,445.00,150.00,412.00,6-6-0,0,12
19,5161,12.00,200.00,412.00,210.00,452.00,6-6-0,0,12
20,4337,12.00,180.00,411.00,220.00,491.00,6-6-0,0,12
21,247,12.00,150.00,393.00,150.00,297.00,6-6-0,0,12
22,2771,11.00,410.00,486.00,200.00,406.00,5-6-1,0,12
23,5069,11.00,260.00,635.00,210.00,289.00,5-6-1,0,12
24,904,11.00,210.00,525.00,130.00,214.00,5-6-1,0,12
25,3357,10.00,310.00,560.00,150.00,459.00,5-7-0,0,12
26,4855,10.00,270.00,458.00,230.00,304.00,5-7-0,0,12
27,5255,10.00,270.00,436.00,170.00,516.00,5-7-0,0,12
28,3546,10.00,240.00,357.00,190.00,255.00,5-7-0,0,12
29,4483,9.00,190.00,459.00,200.00,349.00,4-7-1,0,12
30,2405,9.00,180.00,405.00,200.00,252.00,4-7-1,0,12
31,5316,8.00,240.00,436.00,190.00,264.00,4-8-0,0,12
32,3458,8.00,230.00,442.00,140.00,319.00,4-8-0,0,12
33,4368,8.00,210.00,388.00,130.00,322.00,4-8-0,0,12
34,4453,8.00,190.00,396.00,140.00,315.00,4-8-0,0,12
35,141,7.00,210.00,440.00,140.00,367.00,3-8-1,0,12
36,85,6.00,270.00,371.00,120.00,276.00,3-9-0,0,12
37,3875,6.00,210.00,399.00,70.00,302.00,3-9-0,0,12
38,1506,6.00,190.00,556.00,100.00,222.00,2-8-2,0,12
39,1677,6.00,180.00,385.00,160.00,381.00,3-9-0,0,12
40,4237,4.00,130.00,437.00,100.00,216.00,2-10-0,0,12
