Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,537,19.00,520.00,511.00,220.00,132.00,9-0-1,0,10
2,2481,19.00,480.00,470.00,160.00,352.00,9-0-1,0,10
3,1625,19.00,240.00,490.00,180.00,282.00,9-0-1,0,10
4,3018,18.00,280.00,460.00,150.00,309.00,9-1-0,0,10
5,93,16.00,280.00,380.00,270.00,247.00,8-2-0,0,10
6,2530,14.00,380.00,456.00,160.00,281.00,7-3-0,0,10
7,876,14.00,330.00,385.00,240.00,194.00,7-3-0,0,10
8,2470,14.00,310.00,330.00,170.00,207.00,7-3-0,0,10
9,4296,14.00,300.00,430.00,160.00,183.00,7-3-0,0,10
10,3692,14.00,240.00,320.00,160.00,233.00,7-3-0,0,10
11,167,14.00,220.00,476.00,210.00,207.00,7-3-0,0,10
12,1259,13.00,220.00,460.00,170.00,161.00,6-3-1,0,10
13,3418,13.00,210.00,455.00,220.00,222.00,6-3-1,0,10
14,1675,12.00,430.00,296.00,140.00,232.00,6-4-0,0,10
15,706,12.00,410.00,541.00,200.00,174.00,6-4-0,0,10
16,2194,12.00,400.00,441.00,180.00,251.00,6-4-0,0,10
17,1736,12.00,340.00,411.00,170.00,208.00,6-4-0,0,10
18,2081,12.00,330.00,390.00,200.00,339.00,6-4-0,0,10
19,1091,12.00,290.00,311.00,160.00,255.00,6-4-0,0,10
20,3596,12.00,270.00,290.00,190.00,201.00,6-3-0,1,10
21,1622,12.00,260.00,416.00,110.00,115.00,6-4-0,0,10
22,1732,12.00,240.00,455.00,140.00,306.00,6-4-0,0,10
23,3081,12.00,230.00,376.00,140.00,260.00,6-4-0,0,10
24,4531,12.00,180.00,375.00,130.00,197.00,6-4-0,0,10
25,192,11.00,380.00,400.00,120.00,229.00,5-4-1,0,10
26,4655,11.00,250.00,430.00,160.00,157.00,5-4-1,0,10
27,1714,10.00,300.00,446.00,180.00,299.00,5-5-0,0,10
28,2040,10.00,300.00,350.00,130.00,196.00,5-5-0,0,10
29,5096,10.00,260.00,346.00,120.00,159.00,5-5-0,0,10
30,4646,10.00,250.00,326.00,180.00,184.00,5-5-0,0,10
31,3197,10.00,230.00,383.00,160.00,160.00,5-5-0,0,10
32,2826,10.00,220.00,305.00,110.00,69.00,5-5-0,0,10
33,1716,10.00,160.00,306.00,140.00,144.00,5-5-0,0,10
34,81,10.00,160.00,300.00,130.00,193.00,5-5-0,0,10
35,3734,10.00,140.00,315.00,200.00,172.00,5-5-0,0,10
36,1306,9.00,260.00,355.00,110.00,310.00,4-5-1,0,10
37,2512,9.00,260.00,331.00,200.00,184.00,4-5-1,0,10
38,4247,9.00,170.00,262.00,110.00,174.00,4-5-1,0,10
39,269,8.00,320.00,361.00,220.00,171.00,4-6-0,0,10
40,4786,8.00,310.00,472.00,140.00,208.00,4-6-0,0,10
41,4143,8.00,310.00,337.00,210.00,111.00,4-6-0,0,10
42,171,8.00,260.00,252.00,130.00,136.00,4-6-0,0,10
43,930,8.00,200.00,455.00,160.00,198.00,4-6-0,0,10
44,2062,8.00,200.00,355.00,210.00,156.00,4-6-0,0,10
45,2077,8.00,180.00,285.00,150.00,161.00,4-6-0,0,10
46,5148,7.00,130.00,301.00,150.00,180.00,3-6-1,0,10
47,48,6.00,370.00,336.00,130.00,103.00,3-7-0,0,10
48,2039,6.00,250.00,332.00,190.00,124.00,3-7-0,0,10
49,2202,6.00,240.00,476.00,230.00,89.00,2-6-2,0,10
50,3381,6.00,180.00,285.00,70.00,149.00,3-7-0,0,10
51,3300,5.00,220.00,291.00,130.00,139.00,2-7-1,0,10
52,938,5.00,210.00,401.00,90.00,85.00,2-7-1,0,10
53,111,5.00,200.00,305.00,160.00,235.00,2-7-1,0,10
54,4212,5.00,190.00,347.00,160.00,179.00,2-7-1,0,10
55,4095,5.00,150.00,275.00,170.00,144.00,2-7-1,0,10
56,2705,4.00,190.00,315.00,130.00,312.00,2-8-0,0,10
57,2830,4.00,170.00,241.00,130.00,192.00,2-8-0,0,10
58,3135,4.00,150.00,256.00,130.00,187.00,2-8-0,0,10
59,4859,2.00,210.00,269.00,150.00,122.00,1-9-0,0,10
60,4804,2.00,100.00,156.00,130.00,84.00,1-9-0,0,10
