Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,3025,8,1,0,9,16.00,40.33,81
2,342,7,2,0,9,14.00,54.77,109
3,1771,7,2,0,9,14.00,49.33,109
4,343,6,3,0,9,12.00,55.11,98
5,1051,6,3,0,9,12.00,55.00,83
6,1369,6,3,0,9,12.00,50.77,103
7,1553,6,3,0,9,12.00,49.11,99
8,425,6,3,0,9,12.00,47.66,111
9,337,6,3,0,9,12.00,47.66,98
10,1676,6,3,0,9,12.00,47.33,83
11,2815,6,3,0,9,12.00,46.11,103
12,2415,6,3,0,9,12.00,44.66,97
13,1730,6,3,0,9,12.00,40.66,80
14,1102,5,4,0,9,10.00,51.11,79
15,1293,5,4,0,9,10.00,50.00,111
16,1319,5,4,0,9,10.00,48.77,111
17,900,5,4,0,9,10.00,47.33,91
18,1746,5,4,0,9,10.00,46.66,104
19,801,5,4,0,9,10.00,46.55,109
20,281,5,4,0,9,10.00,45.33,97
21,1758,5,4,0,9,10.00,45.11,81
22,1026,5,4,0,9,10.00,44.88,66
23,2614,5,4,0,9,10.00,44.44,104
24,21,5,4,0,9,10.00,42.44,98
25,1287,5,4,0,9,10.00,41.88,98
26,1249,5,4,0,9,10.00,38.55,88
27,2751,4,5,0,9,8.00,54.00,89
28,2483,4,5,0,9,8.00,53.88,104
29,1398,4,5,0,9,8.00,52.66,89
30,2362,4,5,0,9,8.00,47.11,94
31,1225,4,5,0,9,8.00,47.00,71
32,1466,4,5,0,9,8.00,40.44,75
33,442,4,5,0,9,8.00,38.44,76
34,1379,3,6,0,9,6.00,47.88,83
35,1618,3,6,0,9,6.00,47.22,98
36,2187,3,6,0,9,6.00,44.44,78
37,1959,3,6,0,9,6.00,40.33,66
38,1436,3,6,0,9,6.00,40.22,71
39,2092,2,7,0,9,4.00,45.44,72
40,2430,2,7,0,9,4.00,39.11,88
41,804,1,8,0,9,2.00,42.66,74
42,1261,1,8,0,9,2.00,40.44,88
43,1772,1,8,0,9,2.00,39.55,81
44,2973,1,8,0,9,2.00,36.77,81
