Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,94,9,0,0,9,18.00,33.56,78
2,1024,8,0,1,9,17.00,41.11,122
3,1629,8,1,0,9,16.00,39.78,100
4,1126,8,1,0,9,16.00,35.11,112
5,191,8,1,0,9,16.00,29.33,86
6,48,7,2,0,9,14.00,26.67,86
7,1731,6,3,0,9,12.00,43.56,122
8,1590,6,3,0,9,12.00,29.11,52
9,963,6,3,0,9,12.00,25.11,96
10,120,6,3,0,9,12.00,22.00,80
11,1001,5,4,0,9,10.00,35.78,96
12,250,5,4,0,9,10.00,34.67,112
13,2632,5,4,0,9,10.00,33.11,78
14,1714,5,4,0,9,10.00,30.67,88
15,1250,5,4,0,9,10.00,30.67,72
16,2048,5,4,0,9,10.00,29.78,76
17,612,5,4,0,9,10.00,29.56,66
18,639,5,4,0,9,10.00,28.00,76
19,2228,5,4,0,9,10.00,26.89,122
20,2603,5,4,0,9,10.00,26.00,76
21,1787,5,4,0,9,10.00,24.67,56
22,695,5,4,0,9,10.00,24.00,66
23,2010,5,4,0,9,10.00,17.78,56
24,1506,4,4,1,9,9.00,26.44,100
25,2172,4,5,0,9,8.00,34.22,78
26,1008,4,5,0,9,8.00,30.89,58
27,1014,4,5,0,9,8.00,30.00,68
28,1532,4,5,0,9,8.00,28.44,52
29,872,4,5,0,9,8.00,25.56,52
30,184,4,5,0,9,8.00,25.11,78
31,1386,4,4,0,8,8.00,21.78,66
32,2387,3,5,1,9,7.00,31.56,48
33,2031,3,5,1,9,7.00,27.33,66
34,1684,3,5,1,9,7.00,25.56,68
35,1317,3,6,0,9,6.00,31.56,78
36,1990,3,6,0,9,6.00,29.11,88
37,1502,3,6,0,9,6.00,22.44,76
38,964,3,6,0,9,6.00,18.89,46
39,276,3,6,0,9,6.00,17.33,64
40,2665,2,5,1,8,5.00,23.33,42
41,379,2,7,0,9,4.00,19.78,74
42,2399,2,7,0,9,4.00,18.67,80
43,2252,2,7,0,9,4.00,15.33,48
44,1048,1,8,0,9,2.00,25.78,50
45,1274,1,8,0,9,2.00,17.33,52
46,1248,0,9,0,9,0.00,18.22,42
