2017mnmi2_f1m1,frc3277,frc3130,frc1710,frc2491,frc5464,frc2574,386,305
2017mnmi2_f1m2,frc3277,frc3130,frc1710,frc2491,frc5464,frc2574,361,185
2017mnmi2_qf1m1,frc3277,frc3130,frc1710,frc3691,frc2129,frc3633,504,245
2017mnmi2_qf1m2,frc3277,frc3130,frc1710,frc3691,frc2129,frc3633,452,145
2017mnmi2_qf2m1,frc4663,frc3042,frc2175,frc3883,frc1806,frc2227,299,290
2017mnmi2_qf2m2,frc4663,frc3042,frc2175,frc3883,frc1806,frc2227,220,335
2017mnmi2_qf2m3,frc4663,frc3042,frc2175,frc3883,frc1806,frc2227,237,351
2017mnmi2_qf3m1,frc2472,frc3928,frc2883,frc3197,frc2501,frc3206,451,235
2017mnmi2_qf3m2,frc2472,frc3928,frc2883,frc3197,frc2501,frc3206,305,303
2017mnmi2_qf4m1,frc6749,frc5801,frc2169,frc2491,frc5464,frc2574,235,345
2017mnmi2_qf4m2,frc6749,frc5801,frc2169,frc2491,frc5464,frc2574,395,255
2017mnmi2_qf4m3,frc6749,frc5801,frc2169,frc2491,frc5464,frc2574,280,445
2017mnmi2_qm1,frc3633,frc2501,frc3292,frc2227,frc3610,frc5278,206,135
2017mnmi2_qm10,frc3055,frc2207,frc2175,frc3928,frc3197,frc5626,186,255
2017mnmi2_qm11,frc2654,frc2883,frc5275,frc2957,frc4663,frc3610,185,180
2017mnmi2_qm12,frc2501,frc2574,frc5541,frc3277,frc4693,frc2667,305,165
2017mnmi2_qm13,frc2549,frc3848,frc2606,frc3206,frc2177,frc2472,135,160
2017mnmi2_qm14,frc4225,frc1710,frc4687,frc3292,frc3883,frc4215,170,192
2017mnmi2_qm15,frc3926,frc5278,frc2450,frc5340,frc3042,frc3197,190,191
2017mnmi2_qm16,frc4277,frc2169,frc3130,frc6480,frc2207,frc5626,335,105
2017mnmi2_qm17,frc4239,frc2491,frc3691,frc4632,frc2175,frc5576,215,315
2017mnmi2_qm18,frc4665,frc2227,frc2525,frc2129,frc3928,frc1806,210,277
2017mnmi2_qm19,frc2225,frc4648,frc5801,frc5464,frc3055,frc4626,310,230
2017mnmi2_qm2,frc6480,frc3277,frc2525,frc4239,frc2883,frc5826,147,324
2017mnmi2_qm20,frc6749,frc5826,frc4778,frc3018,frc3633,frc5290,155,145
2017mnmi2_qm21,frc1710,frc3277,frc3610,frc3926,frc3197,frc4277,285,240
2017mnmi2_qm22,frc2175,frc2654,frc4663,frc3292,frc2169,frc2606,250,235
2017mnmi2_qm23,frc5576,frc2227,frc2549,frc2574,frc2207,frc5275,220,225
2017mnmi2_qm24,frc5340,frc3691,frc6480,frc3206,frc2129,frc4648,110,255
2017mnmi2_qm25,frc4687,frc3928,frc2501,frc4239,frc5541,frc3018,240,210
2017mnmi2_qm26,frc4626,frc5626,frc2883,frc4778,frc3848,frc5278,186,160
2017mnmi2_qm27,frc1806,frc4225,frc3055,frc2491,frc5290,frc2472,175,255
2017mnmi2_qm28,frc2957,frc6749,frc2525,frc3042,frc5801,frc3130,135,329
2017mnmi2_qm29,frc4693,frc4632,frc4665,frc4215,frc2225,frc2177,195,245
2017mnmi2_qm3,frc2129,frc3848,frc2654,frc2450,frc2225,frc4225,190,51
2017mnmi2_qm30,frc2667,frc2450,frc3883,frc3633,frc5826,frc5464,205,235
2017mnmi2_qm31,frc2129,frc3691,frc2883,frc3197,frc2549,frc3292,244,149
2017mnmi2_qm32,frc4239,frc4648,frc2574,frc5626,frc3018,frc3610,285,140
2017mnmi2_qm33,frc4225,frc5541,frc2227,frc3042,frc4626,frc2957,185,235
2017mnmi2_qm34,frc4687,frc1806,frc3130,frc2654,frc5340,frc4632,338,140
2017mnmi2_qm35,frc2667,frc2472,frc3633,frc5576,frc2525,frc4215,180,180
2017mnmi2_qm36,frc3883,frc4277,frc2177,frc3055,frc4778,frc4663,260,255
2017mnmi2_qm37,frc2207,frc2225,frc5464,frc2501,frc2606,frc5290,260,160
2017mnmi2_qm38,frc5801,frc3926,frc4693,frc4665,frc5826,frc3848,185,290
2017mnmi2_qm39,frc5275,frc6480,frc2175,frc1710,frc6749,frc2450,120,238
2017mnmi2_qm4,frc2177,frc2491,frc2667,frc3926,frc4687,frc2957,330,215
2017mnmi2_qm40,frc2491,frc3928,frc3277,frc2169,frc5278,frc3206,315,285
2017mnmi2_qm41,frc3633,frc4277,frc5576,frc2129,frc3130,frc5541,215,270
2017mnmi2_qm42,frc2525,frc3883,frc3197,frc2177,frc4626,frc2501,282,205
2017mnmi2_qm43,frc4663,frc1806,frc2667,frc2549,frc5626,frc2225,310,145
2017mnmi2_qm44,frc3926,frc5290,frc3848,frc4632,frc3292,frc6480,185,95
2017mnmi2_qm45,frc4778,frc2450,frc3610,frc3691,frc2169,frc4687,165,310
2017mnmi2_qm46,frc4215,frc3055,frc5275,frc5340,frc2606,frc3277,200,212
2017mnmi2_qm47,frc2175,frc2957,frc5826,frc4648,frc2472,frc5278,235,255
2017mnmi2_qm48,frc2207,frc3206,frc4665,frc2654,frc4239,frc3042,260,201
2017mnmi2_qm49,frc3018,frc2491,frc5801,frc1710,frc2227,frc4693,360,233
2017mnmi2_qm5,frc4632,frc3206,frc5541,frc4663,frc5801,frc5275,235,255
2017mnmi2_qm50,frc3928,frc2574,frc4225,frc6749,frc5464,frc2883,305,335
2017mnmi2_qm51,frc3633,frc5275,frc5626,frc3926,frc3691,frc2501,145,330
2017mnmi2_qm52,frc3277,frc3292,frc4648,frc2225,frc5576,frc3883,220,334
2017mnmi2_qm53,frc2606,frc4778,frc4632,frc6480,frc2129,frc3042,190,153
2017mnmi2_qm54,frc2549,frc2957,frc3055,frc3018,frc4665,frc2450,260,235
2017mnmi2_qm55,frc3130,frc5278,frc1710,frc2177,frc4225,frc4239,400,15
2017mnmi2_qm56,frc3610,frc4626,frc2472,frc2207,frc4693,frc3928,205,235
2017mnmi2_qm57,frc5826,frc4277,frc4687,frc2175,frc3206,frc2227,245,255
2017mnmi2_qm58,frc2169,frc5340,frc5290,frc2883,frc2667,frc5801,90,271
2017mnmi2_qm59,frc5464,frc2525,frc5541,frc6749,frc2654,frc2491,235,185
2017mnmi2_qm6,frc3042,frc4215,frc5290,frc4277,frc2549,frc4648,249,95
2017mnmi2_qm60,frc2574,frc3197,frc4663,frc1806,frc4215,frc3848,270,309
2017mnmi2_qm61,frc2472,frc3926,frc2129,frc3018,frc3883,frc3130,185,325
2017mnmi2_qm62,frc3928,frc3042,frc4277,frc3691,frc5275,frc2225,342,165
2017mnmi2_qm63,frc4778,frc2177,frc2207,frc4225,frc5801,frc3277,220,264
2017mnmi2_qm64,frc5626,frc4665,frc5278,frc5576,frc4687,frc6480,255,195
2017mnmi2_qm65,frc2175,frc4693,frc5340,frc2549,frc5290,frc2525,135,115
2017mnmi2_qm66,frc2654,frc1710,frc4626,frc2667,frc4632,frc2574,255,255
2017mnmi2_qm67,frc4648,frc4663,frc4215,frc2491,frc2501,frc2450,240,340
2017mnmi2_qm68,frc2883,frc3292,frc1806,frc3206,frc3633,frc3055,242,280
2017mnmi2_qm69,frc3197,frc3610,frc5826,frc2606,frc5541,frc6749,250,305
2017mnmi2_qm7,frc3691,frc2606,frc3130,frc4693,frc2574,frc3883,307,206
2017mnmi2_qm70,frc2227,frc4239,frc2957,frc3848,frc5464,frc2169,240,380
2017mnmi2_qm71,frc5801,frc2654,frc3883,frc3928,frc6480,frc2549,269,280
2017mnmi2_qm72,frc2129,frc3277,frc5275,frc4626,frc4687,frc5290,248,60
2017mnmi2_qm73,frc3691,frc3018,frc2207,frc5278,frc4663,frc2525,210,245
2017mnmi2_qm74,frc5541,frc3926,frc2225,frc4778,frc2175,frc2883,255,186
2017mnmi2_qm75,frc6749,frc4632,frc5626,frc2450,frc2472,frc2227,185,235
2017mnmi2_qm76,frc3292,frc2177,frc2574,frc2491,frc5340,frc5826,330,195
2017mnmi2_qm77,frc3206,frc3130,frc3610,frc4215,frc2667,frc5464,182,305
2017mnmi2_qm78,frc3055,frc2501,frc3042,frc3848,frc5576,frc1710,312,188
2017mnmi2_qm79,frc4693,frc4239,frc2606,frc2957,frc1806,frc4277,230,339
2017mnmi2_qm8,frc5340,frc4778,frc5464,frc2472,frc4665,frc1710,140,230
2017mnmi2_qm80,frc2169,frc3633,frc3197,frc4648,frc4225,frc4665,345,200
2017mnmi2_qm9,frc4626,frc5576,frc2169,frc6749,frc3018,frc1806,150,212
2017mnmi2_sf1m1,frc3277,frc3130,frc1710,frc3883,frc1806,frc2227,362,328
2017mnmi2_sf1m2,frc3277,frc3130,frc1710,frc3883,frc1806,frc2227,333,307
2017mnmi2_sf2m1,frc2472,frc3928,frc2883,frc2491,frc5464,frc2574,305,310
2017mnmi2_sf2m2,frc2472,frc3928,frc2883,frc2491,frc5464,frc2574,341,235
2017mnmi2_sf2m3,frc2472,frc3928,frc2883,frc2491,frc5464,frc2574,277,405
