Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,3314,22.00,380.00,270.00,520.00,11-1-0,0,12
2,2016,22.00,276.00,230.00,457.00,11-1-0,0,12
3,2607,20.00,380.00,330.00,409.00,10-2-0,0,12
4,11,20.00,330.00,270.00,623.00,10-2-0,0,12
5,56,20.00,290.00,280.00,483.00,10-2-0,0,12
6,1676,18.00,334.00,270.00,626.00,9-3-0,0,12
7,303,18.00,254.00,180.00,596.00,9-3-0,0,12
8,1626,16.00,332.00,200.00,475.00,8-4-0,0,12
9,4285,16.00,310.00,240.00,569.00,8-4-0,0,12
10,1391,16.00,290.00,290.00,489.00,8-4-0,0,12
11,2554,16.00,208.00,230.00,273.00,8-4-0,0,12
12,4475,16.00,202.00,140.00,325.00,8-4-0,0,12
13,1279,14.00,276.00,200.00,572.00,7-5-0,0,12
14,1370,14.00,242.00,220.00,406.00,7-5-0,0,12
15,1228,14.00,226.00,300.00,487.00,7-5-0,0,12
16,223,14.00,218.00,270.00,310.00,7-5-0,0,12
17,75,14.00,136.00,470.00,193.00,7-5-0,0,12
18,869,14.00,136.00,240.00,251.00,7-5-0,0,12
19,224,12.00,280.00,250.00,216.00,6-6-0,0,12
20,193,12.00,272.00,220.00,458.00,6-6-0,0,12
21,4361,12.00,252.00,180.00,387.00,6-6-0,0,12
22,555,12.00,182.00,250.00,260.00,6-5-0,1,12
23,3340,12.00,164.00,230.00,333.00,6-6-0,0,12
24,896,12.00,164.00,210.00,319.00,6-6-0,0,12
25,1811,10.00,250.00,250.00,352.00,5-7-0,0,12
26,3637,10.00,228.00,220.00,273.00,5-7-0,0,12
27,4281,10.00,222.00,170.00,258.00,5-7-0,0,12
28,4128,10.00,158.00,150.00,265.00,5-6-0,1,12
29,41,10.00,146.00,130.00,172.00,5-6-0,1,12
30,714,8.00,184.00,170.00,286.00,4-8-0,0,12
31,4035,8.00,178.00,150.00,209.00,4-8-0,0,12
32,4454,8.00,172.00,180.00,209.00,4-8-0,0,12
33,4460,8.00,150.00,250.00,256.00,4-8-0,0,12
34,1989,8.00,148.00,140.00,257.00,4-8-0,0,12
35,2577,8.00,146.00,210.00,178.00,4-8-0,0,12
36,752,6.00,160.00,210.00,315.00,3-9-0,0,12
37,3607,6.00,158.00,210.00,178.00,3-9-0,0,12
38,3515,6.00,152.00,110.00,214.00,3-9-0,0,12
39,613,6.00,104.00,180.00,187.00,3-8-0,1,12
40,2458,4.00,138.00,240.00,203.00,2-10-0,0,12
41,4573,4.00,120.00,240.00,162.00,2-10-0,0,12
42,1257,4.00,92.00,100.00,148.00,2-9-0,1,12
43,4650,2.00,100.00,170.00,138.00,1-11-0,0,12
