Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1986,30.00,153.00,50.00,180.00,12,9-2-0,0,11
2,1208,26.00,92.00,90.00,138.00,10,8-3-0,0,11
3,1094,26.00,69.00,80.00,89.00,8,9-2-0,0,11
4,1178,24.00,95.00,20.00,67.00,10,7-4-0,0,11
5,1987,24.00,75.00,60.00,57.00,8,8-3-0,0,11
6,1985,22.00,120.00,80.00,160.00,4,9-2-0,0,11
7,4232,22.00,79.00,60.00,66.00,10,6-5-0,0,11
8,3519,22.00,51.00,10.00,62.00,12,5-6-0,0,11
9,4329,22.00,47.00,80.00,55.00,10,6-5-0,0,11
10,931,22.00,31.00,60.00,94.00,8,7-4-0,0,11
11,3792,21.00,86.00,50.00,91.00,6,7-3-1,0,11
12,1723,21.00,43.00,100.00,57.00,6,7-3-1,0,11
13,1182,20.00,131.00,50.00,110.00,8,6-5-0,0,11
14,3868,20.00,62.00,40.00,74.00,8,6-5-0,0,11
15,2978,20.00,54.00,60.00,43.00,8,6-5-0,0,11
16,1810,19.00,103.00,40.00,92.00,2,8-2-1,0,11
17,4256,18.00,99.00,70.00,82.00,8,5-6-0,0,11
18,4330,18.00,55.00,70.00,73.00,6,6-5-0,0,11
19,4154,18.00,30.00,40.00,51.00,6,6-5-0,0,11
20,1288,17.00,110.00,100.00,88.00,2,7-3-1,0,11
21,3686,17.00,97.00,30.00,49.00,8,4-6-1,0,11
22,4187,17.00,70.00,60.00,56.00,6,5-5-1,0,11
23,3397,16.00,91.00,40.00,67.00,4,6-5-0,0,11
24,4246,16.00,82.00,80.00,58.00,2,7-4-0,0,11
25,4156,16.00,78.00,30.00,43.00,6,5-6-0,0,11
26,2408,16.00,66.00,50.00,41.00,6,5-6-0,0,11
27,4231,16.00,55.00,40.00,58.00,8,4-7-0,0,11
28,4356,16.00,40.00,100.00,50.00,4,6-5-0,0,11
29,1329,16.00,17.00,80.00,48.00,8,4-7-0,0,11
30,3284,15.00,84.00,20.00,42.00,6,4-6-1,0,11
31,1658,14.00,57.00,50.00,80.00,6,4-7-0,0,11
32,1444,14.00,24.00,60.00,85.00,4,5-6-0,0,11
33,2838,13.00,65.00,30.00,48.00,2,5-5-1,0,11
34,4331,13.00,29.00,40.00,61.00,6,3-7-1,0,11
35,4196,12.00,58.00,20.00,97.00,6,3-8-0,0,11
36,3330,12.00,58.00,20.00,60.00,6,3-8-0,0,11
37,3862,10.00,93.00,20.00,50.00,2,4-7-0,0,11
38,4402,10.00,38.00,40.00,58.00,2,4-7-0,0,11
39,1706,10.00,38.00,30.00,57.00,2,3-6-2,0,11
40,4404,10.00,23.00,10.00,35.00,8,1-10-0,0,11
41,3858,9.00,34.00,20.00,34.00,4,2-7-1,1,11
42,2783,8.00,52.00,50.00,33.00,2,3-8-0,0,11
43,2902,8.00,46.00,30.00,34.00,4,2-9-0,0,11
