Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,33,65.41,16,348,160,25,236,12
2,1023,53.0,4,268,120,44,218,12
3,3604,43.75,26,176,40,139,156,12
4,3547,42.5,4,148,120,110,134,12
5,5167,41.66,0,96,0,282,122,12
6,573,39.58,14,96,200,75,114,12
7,3538,36.83,4,156,40,130,124,12
8,548,35.16,14,172,0,100,166,12
9,835,32.33,12,108,40,122,118,12
10,2960,31.58,4,152,40,45,156,12
11,5695,30.75,4,112,80,55,140,12
12,4680,29.75,0,92,80,63,124,12
13,2673,28.5,10,64,40,120,120,12
14,94,28.25,18,96,40,74,130,12
15,3632,27.66,4,72,80,94,112,12
16,5050,27.58,12,60,80,85,100,12
17,5090,27.33,4,80,80,54,116,12
18,3548,27.25,4,112,0,39,194,12
19,910,26.83,0,48,0,182,98,12
20,5619,26.5,12,80,80,25,132,12
21,1481,26.16,8,100,40,30,160,12
22,5008,25.58,0,84,40,82,110,12
23,1188,25.33,0,80,40,106,98,12
24,2224,24.91,4,76,80,78,82,12
25,5642,24.58,4,100,0,51,148,12
26,4768,24.25,4,64,80,63,124,12
27,3302,24.08,4,68,40,51,126,12
28,5014,24.08,0,56,40,47,152,12
29,5577,23.91,0,84,0,67,136,12
30,4854,23.75,8,72,40,57,114,12
31,5467,23.66,4,72,40,68,112,12
32,5252,22.83,4,60,40,32,144,12
33,1701,22.0,14,64,40,80,96,12
34,3667,21.5,8,68,40,46,128,12
35,4737,21.0,0,92,0,62,120,12
36,453,20.75,0,56,40,50,120,12
37,2048,16.25,0,48,0,78,90,12
38,5222,15.58,0,48,0,71,98,12
