Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,836,39.0,316.0,140.0,222.0,680.0,11-0-1,12
2,1137,32.0,297.0,175.0,118.0,675.0,9-3-0,12
3,1629,31.0,291.0,150.0,161.0,650.0,9-3-0,12
4,3389,30.0,279.0,145.0,88.0,645.0,9-3-0,12
5,686,28.0,269.0,130.0,176.0,615.0,9-3-0,12
6,1829,27.0,276.0,145.0,110.0,685.0,8-3-1,12
7,2421,27.0,244.0,135.0,133.0,590.0,7-5-0,12
8,888,27.0,242.0,140.0,131.0,605.0,7-5-0,12
9,5106,26.0,289.0,155.0,71.0,615.0,7-5-0,12
10,623,26.0,256.0,210.0,139.0,610.0,8-4-0,12
11,4505,25.0,273.0,140.0,141.0,555.0,7-4-1,12
12,3793,25.0,255.0,145.0,116.0,565.0,8-4-0,12
13,4137,24.0,274.0,155.0,53.0,625.0,7-5-0,12
14,2377,24.0,269.0,185.0,78.0,660.0,7-5-0,12
15,1389,24.0,255.0,125.0,153.0,615.0,7-5-0,12
16,4821,24.0,253.0,135.0,85.0,585.0,7-4-1,12
17,5338,23.0,294.0,150.0,68.0,640.0,6-6-0,12
18,2528,23.0,233.0,165.0,93.0,605.0,6-6-0,12
19,1793,22.0,286.0,150.0,78.0,630.0,6-6-0,12
20,2900,22.0,282.0,155.0,56.0,600.0,6-6-0,12
21,2961,22.0,176.0,130.0,67.0,510.0,7-4-0,12
22,1123,21.0,288.0,110.0,80.0,620.0,6-6-0,12
23,4067,20.0,237.0,115.0,91.0,580.0,5-7-0,12
24,2912,18.0,292.0,140.0,66.0,605.0,5-7-0,12
25,2199,18.0,261.0,105.0,77.0,590.0,4-8-0,12
26,3941,18.0,242.0,105.0,57.0,590.0,4-8-0,12
27,1915,18.0,206.0,120.0,64.0,565.0,6-6-0,12
28,612,17.0,257.0,115.0,97.0,580.0,4-8-0,12
29,614,17.0,197.0,105.0,66.0,565.0,4-8-0,12
30,5945,16.0,268.0,145.0,64.0,605.0,4-8-0,12
31,2964,16.0,265.0,115.0,75.0,595.0,3-8-1,12
32,4514,16.0,239.0,75.0,113.0,540.0,4-8-0,12
33,4949,16.0,226.0,125.0,52.0,550.0,4-7-0,12
34,3714,16.0,184.0,110.0,58.0,495.0,4-6-0,12
35,6213,15.0,253.0,120.0,77.0,585.0,3-9-0,12
36,5979,14.0,236.0,140.0,76.0,580.0,3-9-0,12
37,5936,13.0,248.0,120.0,45.0,545.0,5-7-0,12
38,53,13.0,233.0,90.0,88.0,570.0,2-9-1,12
39,5830,12.0,261.0,130.0,49.0,560.0,2-10-0,12
