Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,303,20.00,390.00,452.00,330.00,282.00,10-2-0,0,12
2,75,18.00,550.00,464.00,210.00,195.00,9-3-0,0,12
3,293,18.00,480.00,542.00,330.00,405.00,9-3-0,0,12
4,1143,18.00,440.00,560.00,190.00,420.00,9-3-0,0,12
5,3314,18.00,330.00,512.00,260.00,216.00,9-3-0,0,12
6,869,18.00,320.00,562.00,310.00,448.00,9-3-0,0,12
7,2607,18.00,290.00,520.00,220.00,407.00,9-3-0,0,12
8,1676,16.00,550.00,476.00,280.00,212.00,8-4-0,0,12
9,365,16.00,440.00,517.00,290.00,502.00,8-4-0,0,12
10,2191,16.00,380.00,611.00,250.00,216.00,8-4-0,0,12
11,1672,16.00,380.00,457.00,260.00,365.00,8-4-0,0,12
12,1279,16.00,370.00,602.00,250.00,223.00,8-4-0,0,12
13,103,16.00,300.00,491.00,200.00,350.00,8-4-0,0,12
14,2180,16.00,290.00,542.00,240.00,291.00,8-4-0,0,12
15,1391,14.00,420.00,485.00,310.00,235.00,7-5-0,0,12
16,193,14.00,400.00,511.00,320.00,355.00,7-5-0,0,12
17,1403,14.00,360.00,542.00,200.00,239.00,7-5-0,0,12
18,1257,14.00,350.00,376.00,130.00,278.00,7-5-0,0,12
19,1089,14.00,340.00,461.00,240.00,294.00,7-5-0,0,12
20,1989,14.00,310.00,492.00,230.00,293.00,7-5-0,0,12
21,4573,14.00,300.00,467.00,170.00,254.00,7-5-0,0,12
22,2458,14.00,120.00,406.00,130.00,284.00,7-5-0,0,12
23,1626,12.00,320.00,415.00,280.00,94.00,6-6-0,0,12
24,3515,12.00,260.00,357.00,150.00,187.00,6-6-0,0,12
25,4475,12.00,210.00,403.00,140.00,149.00,6-6-0,0,12
26,834,12.00,130.00,285.00,120.00,240.00,6-6-0,0,12
27,4650,12.00,120.00,261.00,130.00,250.00,6-6-0,0,12
28,4281,10.00,420.00,502.00,180.00,255.00,5-7-0,0,12
29,3637,10.00,370.00,457.00,200.00,238.00,5-7-0,0,12
30,4285,10.00,270.00,407.00,190.00,96.00,5-7-0,0,12
31,4653,10.00,270.00,351.00,260.00,261.00,5-7-0,0,12
32,5080,10.00,190.00,399.00,120.00,188.00,5-7-0,0,12
33,714,10.00,150.00,406.00,220.00,189.00,5-7-0,0,12
34,613,10.00,120.00,267.00,140.00,234.00,5-7-0,0,12
35,4460,8.00,260.00,391.00,130.00,243.00,4-8-0,0,12
36,2554,8.00,160.00,316.00,190.00,356.00,4-8-0,0,12
37,224,8.00,130.00,418.00,130.00,216.00,4-8-0,0,12
38,2577,6.00,260.00,447.00,150.00,215.00,3-9-0,0,12
39,4361,6.00,250.00,414.00,190.00,221.00,3-9-0,0,12
40,752,6.00,200.00,267.00,150.00,165.00,3-9-0,0,12
41,219,6.00,150.00,266.00,140.00,223.00,3-9-0,0,12
42,1370,6.00,140.00,366.00,120.00,125.00,3-9-0,0,12
43,136,4.00,170.00,247.00,120.00,171.00,2-9-0,1,12
44,5310,4.00,160.00,258.00,130.00,229.00,2-10-0,0,12
45,41,4.00,100.00,332.00,140.00,234.00,2-10-0,0,12
46,896,4.00,60.00,252.00,110.00,194.00,2-9-0,1,12
