Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,319,35.0,178.0,165.0,107.0,575.0,11-1-0,12
2,4905,34.0,266.0,145.0,104.0,630.0,10-1-1,12
3,133,34.0,262.0,150.0,295.0,555.0,12-0-0,12
4,4761,31.0,174.0,130.0,102.0,545.0,10-2-0,12
5,1058,26.0,236.0,165.0,106.0,565.0,8-4-0,12
6,4929,25.0,188.0,135.0,40.0,505.0,10-2-0,12
7,2084,24.0,254.0,115.0,107.0,565.0,8-4-0,12
8,2876,24.0,238.0,75.0,44.0,620.0,7-5-0,12
9,3930,24.0,224.0,135.0,135.0,560.0,7-5-0,12
10,4909,24.0,188.0,120.0,80.0,510.0,7-4-1,12
11,6201,21.0,186.0,120.0,56.0,505.0,7-5-0,12
12,58,21.0,138.0,135.0,49.0,515.0,5-5-2,12
13,5962,21.0,124.0,140.0,59.0,495.0,7-5-0,12
14,5556,20.0,190.0,130.0,52.0,535.0,6-6-0,12
15,5752,18.0,206.0,140.0,66.0,495.0,6-6-0,12
16,4474,18.0,160.0,110.0,34.0,530.0,5-7-0,12
17,4151,18.0,148.0,105.0,68.0,465.0,7-5-0,12
18,501,17.0,230.0,90.0,86.0,530.0,5-6-1,12
19,6161,16.0,206.0,100.0,68.0,515.0,5-6-1,12
20,4169,16.0,188.0,105.0,25.0,515.0,5-7-0,12
21,1073,16.0,188.0,85.0,56.0,495.0,4-6-2,12
22,2713,16.0,164.0,85.0,54.0,495.0,5-7-0,12
23,3566,16.0,158.0,100.0,35.0,445.0,6-6-0,12
24,1474,15.0,200.0,125.0,58.0,510.0,5-7-0,12
25,151,15.0,182.0,100.0,49.0,515.0,5-7-0,12
26,1289,15.0,156.0,145.0,36.0,490.0,5-7-0,12
27,5459,15.0,140.0,80.0,35.0,455.0,4-6-1,12
28,1699,14.0,256.0,125.0,97.0,520.0,5-7-0,12
29,4176,14.0,162.0,100.0,77.0,495.0,5-6-1,12
30,2423,14.0,152.0,60.0,35.0,485.0,5-7-0,12
31,97,14.0,142.0,75.0,59.0,445.0,5-6-1,12
32,5563,13.0,144.0,100.0,46.0,470.0,4-8-0,12
33,1965,13.0,128.0,130.0,46.0,445.0,5-7-0,12
34,4311,12.0,232.0,130.0,53.0,510.0,3-9-0,12
35,5347,11.0,186.0,90.0,26.0,460.0,2-9-1,12
36,5969,10.0,142.0,80.0,46.0,440.0,3-9-0,12
37,246,8.0,170.0,85.0,45.0,475.0,2-10-0,12
38,1761,8.0,126.0,80.0,38.0,405.0,2-9-0,12
39,5163,7.0,128.0,85.0,33.0,385.0,2-8-0,12
