Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,16,32.00,136.00,40.00,172.00,12,10-1-0,0,11
2,148,30.00,81.00,40.00,208.00,10,10-1-0,0,11
3,3676,24.00,52.00,90.00,57.00,6,9-2-0,0,11
4,3481,21.00,32.00,50.00,112.00,2,9-1-1,0,11
5,4138,21.00,26.00,50.00,47.00,4,8-2-1,0,11
6,2948,18.00,64.00,0,92.00,0,9-2-0,0,11
7,2995,18.00,38.00,30.00,48.00,4,6-3-2,0,11
8,2897,17.00,27.00,40.00,57.00,2,7-3-1,0,11
9,4350,17.00,27.00,30.00,60.00,2,7-3-1,0,11
10,3005,16.00,34.00,10.00,65.00,7,4-6-1,0,11
11,3516,16.00,6.00,0,38.00,6,4-5-2,0,11
12,3350,15.00,61.00,20.00,63.00,5,4-5-2,0,11
13,3370,15.00,34.00,80.00,30.00,0,7-3-1,0,11
14,4335,15.00,34.00,20.00,57.00,4,5-5-1,0,11
15,647,15.00,28.00,20.00,51.00,0,7-3-1,0,11
16,4300,14.00,31.00,10.00,77.00,2,5-4-2,0,11
17,1817,14.00,17.00,60.00,63.00,0,7-4-0,0,11
18,4259,14.00,17.00,30.00,33.00,0,6-2-2,1,11
19,4084,13.00,33.00,20.00,39.00,3,5-6-0,0,11
20,4355,13.00,30.00,70.00,32.00,1,5-4-2,0,11
21,3409,13.00,16.00,0,72.00,4,4-5-1,1,11
22,4354,12.00,28.00,0,26.00,4,4-7-0,0,11
23,4351,12.00,25.00,20.00,72.00,0,5-4-2,0,11
24,2950,12.00,11.00,30.00,80.00,2,5-6-0,0,11
25,4364,12.00,6.00,0,55.00,2,4-5-2,0,11
26,3497,12.00,4.00,0,52.00,4,3-6-2,0,11
27,3392,11.00,28.00,30.00,48.00,0,5-5-1,0,11
28,3508,11.00,23.00,10.00,39.00,4,3-7-1,0,11
29,3795,11.00,12.00,0,39.00,4,3-6-1,1,11
30,4090,11.00,9.00,10.00,77.00,1,5-6-0,0,11
31,3037,10.00,41.00,0,53.00,2,4-7-0,0,11
32,1745,10.00,24.00,10.00,41.00,2,3-6-2,0,11
33,3522,10.00,22.00,0,40.00,5,2-7-1,1,11
34,3612,10.00,10.00,50.00,38.00,0,4-5-2,0,11
35,4315,9.00,17.00,20.00,32.00,4,2-8-1,0,11
36,2965,9.00,10.00,0,35.00,4,2-8-1,0,11
37,4359,8.00,19.00,50.00,24.00,1,3-7-1,0,11
38,3697,8.00,12.00,20.00,27.00,3,1-7-3,0,11
39,3961,7.00,18.00,0,31.00,3,2-8-0,1,11
40,3369,6.00,18.00,10.00,16.00,0,1-6-4,0,11
41,3867,4.00,4.00,0,10.00,1,1-6-1,3,11
