Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,3309,2.1,3105.0,597.0,1220.0,1250.0,350.0,7-3-0,10
2,4276,2.0,2570.0,656.0,1400.0,900.0,85.0,9-1-0,10
3,207,1.9,2866.0,589.0,1420.0,1100.0,46.0,8-2-0,10
4,1572,1.9,2733.0,616.0,1420.0,1050.0,68.0,8-2-0,10
5,597,1.8,2848.0,652.0,1360.0,1200.0,58.0,8-1-1,10
6,5802,1.6,2821.0,675.0,1340.0,1200.0,6.0,8-2-0,10
7,6554,1.6,2506.0,440.0,1180.0,1000.0,1.0,8-2-0,10
8,6668,1.6,2401.0,498.0,1160.0,1000.0,21.0,8-2-0,10
9,4322,1.4,2638.0,576.0,1340.0,1050.0,13.0,5-3-2,10
10,4486,1.4,2410.0,380.0,1240.0,950.0,0.0,6-3-1,10
11,3646,1.4,2410.0,250.0,1080.0,1050.0,0.0,7-3-0,10
12,3473,1.4,2370.0,325.0,1220.0,950.0,35.0,5-3-2,10
13,6417,1.4,2350.0,675.0,1220.0,900.0,40.0,7-3-0,10
14,4079,1.4,2215.0,548.0,1100.0,850.0,45.0,7-2-0,10
15,4913,1.3,2650.0,640.0,1240.0,1000.0,75.0,6-4-0,10
16,4711,1.3,2638.0,641.0,1320.0,1050.0,58.0,5-4-1,10
17,599,1.3,2620.0,620.0,1360.0,1000.0,0.0,6-4-0,10
18,3476,1.3,2524.0,496.0,1320.0,900.0,4.0,6-4-0,10
19,4999,1.3,2340.0,385.0,1080.0,1000.0,0.0,6-3-1,10
20,5134,1.2,2500.0,448.0,1220.0,1050.0,45.0,5-5-0,10
21,5805,1.2,2452.0,572.0,1220.0,1000.0,27.0,6-4-0,10
22,3328,1.2,2343.0,317.0,1020.0,1050.0,93.0,6-4-0,10
23,3925,1.2,2341.0,441.0,1300.0,850.0,31.0,5-4-1,10
24,5285,1.2,2194.0,368.0,1140.0,750.0,89.0,5-4-1,10
25,4161,1.2,2183.0,493.0,1120.0,900.0,23.0,6-4-0,10
26,6069,1.2,1974.0,319.0,980.0,650.0,64.0,5-4-1,10
27,5835,1.1,2104.0,324.0,1100.0,700.0,4.0,5-4-1,10
28,1160,1.0,2479.0,502.0,1160.0,1100.0,19.0,4-4-2,10
29,6072,1.0,2389.0,503.0,1200.0,900.0,24.0,5-5-0,10
30,4056,1.0,2170.0,356.0,1040.0,900.0,10.0,5-5-0,10
31,3470,1.0,2158.0,611.0,1240.0,750.0,13.0,5-5-0,10
32,5857,1.0,2150.0,495.0,1080.0,900.0,0.0,5-5-0,10
33,6560,0.8,2351.0,385.0,1080.0,1000.0,31.0,4-6-0,10
34,3453,0.8,2301.0,425.0,1140.0,950.0,6.0,4-6-0,10
35,4619,0.8,2294.0,524.0,1200.0,850.0,49.0,3-6-1,10
36,4114,0.8,2213.0,316.0,1140.0,850.0,18.0,4-6-0,10
37,1159,0.8,2098.0,324.0,980.0,900.0,13.0,4-6-0,10
38,3863,0.8,2027.0,436.0,1100.0,700.0,12.0,4-6-0,10
39,2496,0.7,2057.0,210.0,1020.0,750.0,47.0,3-7-0,10
40,5665,0.7,1974.0,301.0,1020.0,800.0,14.0,3-6-0,10
41,6220,0.7,1871.0,243.0,960.0,650.0,11.0,3-6-1,10
42,589,0.7,1853.0,379.0,1200.0,400.0,13.0,3-7-0,10
43,5810,0.6,2172.0,319.0,1060.0,800.0,32.0,3-7-0,10
44,5817,0.6,2038.0,550.0,1180.0,650.0,33.0,3-7-0,10
45,4141,0.6,2012.0,235.0,960.0,800.0,2.0,3-7-0,10
46,3491,0.4,2026.0,385.0,1040.0,750.0,6.0,2-8-0,10
47,5877,0.4,1837.0,245.0,1080.0,550.0,2.0,2-8-0,10
48,3295,0.4,1665.0,163.0,820.0,650.0,5.0,2-7-0,10
49,4763,0.3,1913.0,406.0,1120.0,500.0,63.0,1-9-0,10
50,5634,0.3,1820.0,406.0,1060.0,550.0,35.0,1-8-1,10
51,6535,0.3,1734.0,327.0,860.0,650.0,34.0,1-8-1,10
52,5500,0.2,1698.0,348.0,1000.0,550.0,18.0,1-9-0,10
