Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2771,1.75,3221.0,653.0,1560.0,1450.0,6.0,10-2-0,12
2,3357,1.6599999999999999,3363.0,508.0,1540.0,1350.0,83.0,9-3-0,12
3,70,1.5800000000000001,2995.0,631.0,1600.0,1200.0,5.0,8-3-0,12
4,68,1.5,3310.0,520.0,1600.0,1450.0,30.0,8-4-0,12
5,2611,1.5,3257.0,596.0,1660.0,1350.0,2.0,7-4-1,12
6,302,1.4099999999999999,3295.0,529.0,1480.0,1550.0,20.0,8-4-0,12
7,5674,1.4099999999999999,3230.0,462.0,1540.0,1350.0,15.0,8-4-0,12
8,5676,1.4099999999999999,3215.0,479.0,1380.0,1400.0,20.0,8-4-0,12
9,5205,1.4099999999999999,3170.0,760.0,1760.0,1150.0,0.0,7-5-0,12
10,3655,1.4099999999999999,3082.0,585.0,1540.0,1300.0,2.0,8-4-0,12
11,5084,1.3300000000000001,3074.0,395.0,1400.0,1400.0,4.0,8-4-0,12
12,5234,1.3300000000000001,3024.0,353.0,1340.0,1450.0,14.0,8-4-0,12
13,3322,1.3300000000000001,2862.0,401.0,1400.0,1150.0,7.0,8-4-0,12
14,3668,1.25,3165.0,666.0,1560.0,1400.0,15.0,7-5-0,12
15,308,1.25,2983.0,647.0,1320.0,1350.0,3.0,7-5-0,12
16,5152,1.25,2983.0,473.0,1380.0,1200.0,8.0,7-4-1,12
17,244,1.25,2626.0,561.0,1340.0,1100.0,6.0,7-3-0,12
18,494,1.1599999999999999,3170.0,646.0,1640.0,1250.0,20.0,6-6-0,12
19,2474,1.1599999999999999,3135.0,611.0,1580.0,1200.0,30.0,6-6-0,12
20,6090,1.1599999999999999,2927.0,577.0,1460.0,1250.0,32.0,7-5-0,12
21,3536,1.0800000000000001,2976.0,384.0,1480.0,1300.0,16.0,6-6-0,12
22,4216,1.0,2926.0,467.0,1500.0,1200.0,16.0,6-6-0,12
23,5641,1.0,2899.0,472.0,1340.0,1200.0,4.0,6-6-0,12
24,6591,1.0,2884.0,583.0,1340.0,1300.0,14.0,6-6-0,12
25,6150,1.0,2713.0,755.0,1480.0,1000.0,3.0,6-5-0,12
26,1076,0.91000000000000003,2471.0,570.0,1420.0,850.0,1.0,5-5-1,12
27,6548,0.82999999999999996,2901.0,476.0,1500.0,1150.0,11.0,5-7-0,12
28,6635,0.82999999999999996,2878.0,345.0,1380.0,1200.0,8.0,5-7-0,12
29,6078,0.75,2637.0,534.0,1320.0,1050.0,12.0,4-7-1,12
30,5114,0.66000000000000003,2939.0,622.0,1460.0,1250.0,29.0,3-9-0,12
31,216,0.66000000000000003,2827.0,533.0,1320.0,1200.0,27.0,4-8-0,12
32,1504,0.66000000000000003,2763.0,470.0,1580.0,1000.0,18.0,3-8-1,12
33,6594,0.66000000000000003,2624.0,610.0,1400.0,1050.0,4.0,4-8-0,12
34,6592,0.66000000000000003,2540.0,513.0,1480.0,850.0,20.0,4-8-0,12
35,5704,0.57999999999999996,2177.0,370.0,1160.0,850.0,2.0,3-7-1,12
36,468,0.5,2442.0,426.0,1240.0,950.0,27.0,3-9-0,12
37,6595,0.5,2328.0,566.0,1340.0,750.0,18.0,3-9-0,12
38,3568,0.5,2303.0,525.0,1280.0,850.0,3.0,3-8-0,12
39,3234,0.33000000000000002,2649.0,709.0,1460.0,950.0,9.0,2-10-0,12
40,288,0.16,2165.0,515.0,1200.0,750.0,5.0,1-11-0,12
