Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,4662,1.8300000000000001,2852.0,429.0,1400.0,1200.0,42.0,11-1-0,12
2,3636,1.8300000000000001,2799.0,582.0,1460.0,1050.0,14.0,11-1-0,12
3,5450,1.5,2810.0,577.0,1380.0,1100.0,5.0,9-3-0,12
4,3024,1.4099999999999999,2852.0,632.0,1480.0,1100.0,42.0,8-4-0,12
5,5970,1.3300000000000001,3039.0,601.0,1540.0,1200.0,39.0,8-4-0,12
6,2471,1.3300000000000001,2861.0,391.0,1180.0,1050.0,271.0,8-4-0,12
7,1432,1.3300000000000001,2853.0,639.0,1360.0,1100.0,38.0,8-4-0,12
8,2411,1.3300000000000001,2832.0,362.0,1240.0,1250.0,12.0,8-4-0,12
9,6343,1.1599999999999999,2725.0,330.0,1420.0,1050.0,0.0,7-5-0,12
10,3131,1.1599999999999999,2593.0,275.0,1240.0,1100.0,3.0,7-5-0,12
11,2811,1.0,2945.0,595.0,1380.0,1000.0,45.0,6-6-0,12
12,2915,1.0,2650.0,657.0,1360.0,1050.0,35.0,6-6-0,12
13,5975,1.0,2610.0,342.0,1300.0,950.0,30.0,6-6-0,12
14,4692,1.0,2466.0,283.0,1240.0,1000.0,31.0,6-6-0,12
15,6465,1.0,2320.0,284.0,1080.0,950.0,50.0,6-6-0,12
16,3812,0.91000000000000003,2067.0,516.0,1120.0,700.0,2.0,5-7-0,12
17,2635,0.82999999999999996,2804.0,465.0,1300.0,1150.0,4.0,5-7-0,12
18,5977,0.82999999999999996,2470.0,342.0,1240.0,1000.0,30.0,5-7-0,12
19,6437,0.82999999999999996,2461.0,473.0,1260.0,850.0,41.0,5-7-0,12
20,6696,0.82999999999999996,2368.0,477.0,1220.0,800.0,13.0,5-7-0,12
21,1510,0.82999999999999996,2351.0,507.0,1240.0,900.0,6.0,5-7-0,12
22,2374,0.75,2518.0,513.0,1400.0,850.0,3.0,4-8-0,12
23,2898,0.66000000000000003,2561.0,415.0,1240.0,1050.0,31.0,4-8-0,12
24,1571,0.66000000000000003,2490.0,458.0,1100.0,950.0,30.0,4-8-0,12
25,4132,0.66000000000000003,2261.0,357.0,1220.0,750.0,41.0,4-8-0,12
26,2733,0.66000000000000003,2230.0,325.0,1260.0,700.0,30.0,4-8-0,12
27,1359,0.66000000000000003,2209.0,340.0,1180.0,700.0,24.0,4-8-0,12
28,6443,0.66000000000000003,2088.0,197.0,940.0,900.0,33.0,4-7-0,12
29,2002,0.5,2157.0,417.0,1240.0,650.0,7.0,3-9-0,12
30,4127,0.5,1651.0,143.0,940.0,550.0,26.0,3-7-0,12
