Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,71,43.0,330.0,285.0,341.0,690.0,11-1-0,12
2,1747,39.0,307.0,175.0,455.0,595.0,10-2-0,12
3,1501,38.0,359.0,220.0,504.0,645.0,10-2-0,12
4,1529,35.0,290.0,195.0,336.0,675.0,7-5-0,12
5,5403,34.0,315.0,190.0,319.0,660.0,7-4-1,12
6,1720,34.0,264.0,175.0,301.0,680.0,8-3-1,12
7,234,32.0,344.0,170.0,440.0,635.0,8-4-0,12
8,1018,32.0,290.0,190.0,290.0,630.0,6-5-1,12
9,1024,31.0,295.0,175.0,520.0,650.0,7-5-0,12
10,135,31.0,282.0,250.0,378.0,635.0,7-5-0,12
11,3936,31.0,281.0,190.0,306.0,655.0,6-5-1,12
12,3947,30.0,300.0,240.0,312.0,670.0,6-6-0,12
13,3487,30.0,289.0,185.0,315.0,640.0,6-6-0,12
14,2197,30.0,244.0,230.0,277.0,585.0,7-4-1,12
15,4580,29.0,280.0,150.0,288.0,690.0,6-5-1,12
16,4791,28.0,286.0,155.0,246.0,635.0,7-5-0,12
17,292,28.0,282.0,180.0,244.0,685.0,5-6-1,12
18,6012,28.0,210.0,200.0,224.0,660.0,6-6-0,12
19,5944,27.0,298.0,200.0,237.0,645.0,6-6-0,12
20,3559,27.0,298.0,165.0,265.0,655.0,5-6-1,12
21,4272,27.0,288.0,190.0,283.0,640.0,6-6-0,12
22,1741,27.0,237.0,160.0,294.0,625.0,5-6-1,12
23,4781,26.0,272.0,180.0,185.0,665.0,5-6-1,12
24,45,25.0,265.0,185.0,256.0,630.0,5-7-0,12
25,5188,23.0,191.0,175.0,190.0,590.0,4-8-0,12
26,4926,21.0,234.0,175.0,228.0,570.0,3-9-0,12
27,3494,20.0,301.0,130.0,262.0,625.0,4-8-0,12
28,5484,20.0,285.0,160.0,241.0,610.0,4-6-2,12
29,829,20.0,196.0,190.0,208.0,595.0,2-10-0,12
30,3147,19.0,228.0,265.0,193.0,610.0,3-9-0,12
31,2360,18.0,222.0,150.0,191.0,555.0,4-8-0,12
32,5010,17.0,219.0,160.0,260.0,550.0,4-8-0,12
33,2867,15.0,248.0,185.0,289.0,585.0,2-10-0,12
