Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,303,36.0,304.0,165.0,243.0,660.0,10-2-0,12
2,3637,36.0,288.0,165.0,242.0,630.0,11-1-0,12
3,869,35.0,264.0,270.0,328.0,585.0,10-1-1,12
4,190,34.0,280.0,155.0,252.0,635.0,10-2-0,12
5,4750,32.0,318.0,160.0,233.0,615.0,9-3-0,12
6,5895,31.0,336.0,155.0,341.0,615.0,8-3-1,12
7,1989,30.0,292.0,155.0,285.0,640.0,7-3-2,12
8,204,30.0,241.0,165.0,195.0,615.0,7-4-1,12
9,5684,28.0,264.0,180.0,226.0,620.0,6-6-0,12
10,3314,28.0,246.0,170.0,391.0,510.0,9-3-0,12
11,56,27.0,272.0,165.0,273.0,635.0,5-5-2,12
12,102,27.0,238.0,175.0,198.0,645.0,7-5-0,12
13,1089,26.0,304.0,155.0,318.0,615.0,6-4-2,12
14,222,26.0,278.0,150.0,252.0,625.0,6-5-1,12
15,103,25.0,248.0,145.0,214.0,560.0,6-5-1,12
16,1403,25.0,238.0,160.0,260.0,575.0,6-5-1,12
17,4575,24.0,260.0,125.0,223.0,560.0,6-5-1,12
18,5438,24.0,248.0,165.0,132.0,655.0,5-5-2,12
19,272,23.0,298.0,150.0,165.0,625.0,6-5-1,12
20,1923,23.0,259.0,170.0,209.0,580.0,5-6-1,12
21,2180,22.0,270.0,180.0,223.0,595.0,5-6-1,12
22,433,21.0,262.0,165.0,143.0,585.0,6-6-0,12
23,4361,21.0,256.0,160.0,157.0,615.0,4-6-2,12
24,752,21.0,185.0,160.0,153.0,580.0,5-7-0,12
25,1807,20.0,265.0,170.0,132.0,615.0,5-7-0,12
26,41,20.0,252.0,150.0,219.0,575.0,5-6-1,12
27,2070,20.0,200.0,180.0,145.0,590.0,3-8-1,12
28,1228,20.0,178.0,145.0,143.0,580.0,5-7-0,12
29,2554,19.0,256.0,160.0,145.0,600.0,4-7-1,12
30,5666,19.0,232.0,165.0,164.0,585.0,3-9-0,12
31,714,19.0,208.0,140.0,161.0,530.0,5-6-1,12
32,555,18.0,238.0,135.0,191.0,600.0,4-8-0,12
33,5992,18.0,222.0,115.0,162.0,595.0,4-8-0,12
34,2458,17.0,184.0,125.0,148.0,530.0,4-8-0,12
35,136,14.0,286.0,120.0,178.0,570.0,3-9-0,12
36,423,14.0,270.0,155.0,168.0,585.0,2-10-0,12
37,6203,14.0,250.0,160.0,119.0,540.0,3-9-0,12
38,1672,7.0,170.0,115.0,123.0,475.0,1-11-0,12
