Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,138,24.00,100.00,336.00,120.00,468.00,12-0-0,0,12
2,131,16.00,240.00,412.00,230.00,510.00,8-4-0,0,12
3,4034,16.00,140.00,308.00,140.00,263.00,8-4-0,0,12
4,1517,16.00,120.00,312.00,120.00,454.00,8-4-0,0,12
5,133,16.00,110.00,335.00,70.00,325.00,8-4-0,0,12
6,2648,15.00,140.00,357.00,110.00,397.00,7-4-1,0,12
7,95,14.00,320.00,285.00,150.00,80.00,7-5-0,0,12
8,172,14.00,170.00,276.00,220.00,308.00,7-5-0,0,12
9,1519,14.00,150.00,359.00,120.00,329.00,7-5-0,0,12
10,1922,14.00,100.00,332.00,110.00,363.00,7-5-0,0,12
11,3566,14.00,90.00,286.00,80.00,340.00,7-5-0,0,12
12,1247,14.00,90.00,216.00,40.00,506.00,7-5-0,0,12
13,509,13.00,180.00,213.00,40.00,189.00,6-5-1,0,12
14,97,13.00,100.00,193.00,80.00,508.00,6-5-1,0,12
15,4909,12.00,310.00,333.00,160.00,183.00,6-6-0,0,12
16,2876,12.00,260.00,247.00,40.00,442.00,6-6-0,0,12
17,811,12.00,180.00,289.00,140.00,446.00,6-6-0,0,12
18,177,12.00,170.00,328.00,200.00,264.00,6-6-0,0,12
19,885,12.00,160.00,302.00,160.00,390.00,6-6-0,0,12
20,2084,12.00,160.00,298.00,120.00,170.00,6-6-0,0,12
21,3958,12.00,110.00,179.00,90.00,329.00,6-6-0,0,12
22,3609,12.00,100.00,258.00,70.00,310.00,6-6-0,0,12
23,5163,12.00,100.00,204.00,140.00,485.00,6-6-0,0,12
24,2342,12.00,90.00,249.00,50.00,245.00,6-6-0,0,12
25,1786,12.00,80.00,276.00,110.00,372.00,6-6-0,0,12
26,1277,11.00,30.00,137.00,90.00,247.00,5-4-1,2,12
27,1512,10.00,170.00,216.00,50.00,121.00,5-7-0,0,12
28,1831,10.00,160.00,250.00,80.00,186.00,5-7-0,0,12
29,2621,10.00,130.00,325.00,110.00,291.00,5-7-0,0,12
30,1721,10.00,40.00,106.00,100.00,341.00,5-4-0,3,12
31,3323,9.00,160.00,320.00,40.00,285.00,4-7-1,0,12
32,4987,9.00,110.00,172.00,90.00,253.00,4-6-1,1,12
33,1474,8.00,140.00,255.00,80.00,241.00,4-8-0,0,12
34,4929,8.00,80.00,193.00,100.00,288.00,4-6-0,2,12
35,2370,8.00,60.00,265.00,100.00,316.00,4-8-0,0,12
36,4473,8.00,60.00,193.00,10.00,307.00,4-8-0,0,12
37,2423,8.00,40.00,213.00,90.00,338.00,4-8-0,0,12
38,3780,4.00,70.00,271.00,70.00,147.00,2-10-0,0,12
39,4151,4.00,70.00,156.00,70.00,242.00,2-8-0,2,12
