Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,195,127.33,0,616,160,242,528,12
2,2067,126.0,42,436,360,318,380,12
3,230,116.16,140,408,360,164,334,12
4,2170,115.66,10,572,240,120,458,12
5,2836,108.91,0,472,280,173,382,12
6,999,108.41,0,516,200,185,412,12
7,1699,103.75,28,312,440,151,314,12
8,175,98.16,20,364,320,152,340,12
9,3146,97.83,14,312,320,194,334,12
10,173,93.25,8,380,240,173,324,12
11,4055,92.75,0,360,400,105,278,12
12,177,92.41,32,312,320,153,298,12
13,1740,90.66,20,304,280,162,322,12
14,839,90.58,12,316,320,139,312,12
15,236,89.91,40,356,200,163,332,12
16,1991,89.25,24,372,200,165,310,12
17,4572,89.0,16,324,200,196,332,12
18,1124,88.16,48,352,200,142,328,12
19,3634,87.91,20,296,360,143,266,12
20,4557,87.66,68,292,200,206,292,12
21,467,87.33,12,344,240,186,272,12
22,2785,87.08,10,324,240,147,330,12
23,5142,85.16,20,328,280,98,302,12
24,181,85.0,32,276,320,186,224,12
25,558,85.0,12,304,320,154,242,12
26,571,84.41,20,264,320,129,298,12
27,3555,84.0,20,276,360,144,220,12
28,5746,80.08,28,184,360,119,288,12
29,3104,79.91,16,244,280,139,286,12
30,228,78.16,20,328,120,126,350,12
31,3654,76.41,0,272,240,149,262,12
32,4628,75.66,0,236,320,118,246,12
33,2064,75.25,14,260,240,113,288,12
34,3182,73.08,12,288,160,125,304,12
35,178,72.83,20,220,240,142,270,12
36,95,70.5,0,232,280,152,182,12
37,4097,68.83,0,200,280,158,212,12
38,3464,68.75,32,176,320,85,218,12
39,5129,68.25,26,256,160,123,254,12
40,5686,64.75,40,280,120,141,202,12
