Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,968,9,0,0,9,18.00,43.66,127
2,1388,8,1,0,9,16.00,41.77,91
3,1622,7,2,0,9,14.00,46.22,110
4,1972,7,2,0,9,14.00,36.77,72
5,1332,6,3,0,9,12.00,41.22,91
6,2339,6,3,0,9,12.00,38.66,127
7,341,6,3,0,9,12.00,37.22,110
8,2839,6,3,0,9,12.00,37.22,74
9,812,5,4,0,9,10.00,45.88,76
10,1527,5,4,0,9,10.00,44.77,68
11,1159,5,4,0,9,10.00,41.22,90
12,2984,5,4,0,9,10.00,40.88,127
13,2032,5,4,0,9,10.00,40.88,60
14,2485,5,4,0,9,10.00,40.77,64
15,1266,5,4,0,9,10.00,40.33,68
16,1072,5,4,0,9,10.00,39.66,74
17,2029,5,4,0,9,10.00,39.55,85
18,3032,4,5,0,9,8.00,48.88,68
19,1572,4,5,0,9,8.00,43.88,80
20,1828,4,5,0,9,8.00,42.44,80
21,1011,4,5,0,9,8.00,41.11,76
22,2599,4,5,0,9,8.00,40.33,76
23,2637,4,5,0,9,8.00,37.66,86
24,1538,4,5,0,9,8.00,36.66,80
25,2193,4,5,0,9,8.00,35.55,74
26,2543,4,5,0,9,8.00,31.11,85
27,2827,3,6,0,9,6.00,45.11,58
28,2658,3,6,0,9,6.00,41.55,110
29,2493,3,6,0,9,6.00,41.00,72
30,393,3,6,0,9,6.00,39.33,90
31,2102,3,6,0,9,6.00,38.11,94
32,3021,3,6,0,9,6.00,38.00,76
33,1348,3,6,0,9,6.00,35.00,76
34,2486,3,6,0,9,6.00,33.44,74
35,2066,3,6,0,9,6.00,30.66,86
36,3041,2,7,0,9,4.00,36.88,91
37,2404,1,8,0,9,2.00,35.11,86
