Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,155,22.00,360.00,546.00,220.00,488.00,11-1-0,0,12
2,133,20.00,440.00,613.00,250.00,331.00,10-2-0,0,12
3,3525,20.00,420.00,588.00,250.00,323.00,10-2-0,0,12
4,125,20.00,400.00,586.00,300.00,465.00,10-2-0,0,12
5,3451,18.00,370.00,601.00,270.00,289.00,9-3-0,0,12
6,319,16.00,490.00,398.00,130.00,214.00,8-4-0,0,12
7,4925,16.00,480.00,418.00,170.00,223.00,8-4-0,0,12
8,3461,16.00,350.00,562.00,220.00,220.00,8-4-0,0,12
9,2648,16.00,270.00,408.00,180.00,353.00,8-4-0,0,12
10,166,14.00,470.00,447.00,160.00,199.00,7-5-0,0,12
11,5122,14.00,370.00,599.00,280.00,329.00,7-5-0,0,12
12,467,14.00,280.00,483.00,220.00,385.00,7-5-0,0,12
13,1071,14.00,260.00,568.00,270.00,152.00,7-5-0,0,12
14,88,12.00,390.00,528.00,200.00,239.00,6-6-0,0,12
15,172,12.00,340.00,525.00,220.00,263.00,6-6-0,0,12
16,3609,12.00,250.00,416.00,210.00,296.00,6-6-0,0,12
17,4546,12.00,180.00,411.00,120.00,186.00,6-6-0,0,12
18,1721,12.00,160.00,334.00,160.00,306.00,6-6-0,0,12
19,3930,10.00,400.00,398.00,250.00,141.00,5-7-0,0,12
20,4564,10.00,390.00,586.00,320.00,244.00,5-7-0,0,12
21,58,10.00,390.00,523.00,280.00,269.00,5-7-0,0,12
22,663,10.00,330.00,422.00,110.00,144.00,5-7-0,0,12
23,4473,10.00,330.00,374.00,130.00,192.00,5-7-0,0,12
24,3585,10.00,300.00,321.00,80.00,256.00,5-7-0,0,12
25,3927,10.00,290.00,333.00,190.00,162.00,5-7-0,0,12
26,5286,10.00,250.00,480.00,160.00,295.00,5-7-0,0,12
27,3597,10.00,220.00,562.00,170.00,111.00,5-7-0,0,12
28,5265,10.00,220.00,533.00,190.00,235.00,5-7-0,0,12
29,1027,10.00,170.00,455.00,160.00,164.00,5-7-0,0,12
30,4555,8.00,410.00,565.00,160.00,150.00,4-8-0,0,12
31,1831,8.00,340.00,454.00,140.00,177.00,4-8-0,0,12
32,4906,8.00,300.00,427.00,120.00,305.00,4-8-0,0,12
33,4042,8.00,200.00,369.00,110.00,149.00,4-8-0,0,12
34,1786,8.00,150.00,418.00,140.00,276.00,4-8-0,0,12
35,1307,8.00,150.00,353.00,110.00,368.00,4-8-0,0,12
36,2342,6.00,190.00,429.00,130.00,239.00,3-9-0,0,12
37,4041,6.00,140.00,371.00,180.00,168.00,3-9-0,0,12
38,4793,6.00,130.00,371.00,150.00,207.00,3-9-0,0,12
