Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,686,16.00,220.00,170.00,236.00,8-0-0,0,8
2,1699,14.00,236.00,70.00,302.00,7-1-0,0,8
3,375,14.00,234.00,90.00,334.00,7-1-0,0,8
4,2377,14.00,228.00,140.00,328.00,7-1-0,0,8
5,329,14.00,202.00,80.00,415.00,7-1-0,0,8
6,365,12.00,232.00,90.00,283.00,6-2-0,0,8
7,449,12.00,222.00,120.00,257.00,6-2-0,0,8
8,1885,12.00,216.00,190.00,197.00,6-2-0,0,8
9,2641,12.00,214.00,100.00,196.00,6-2-0,0,8
10,2866,12.00,206.00,110.00,331.00,6-2-0,0,8
11,2199,12.00,202.00,150.00,198.00,6-2-0,0,8
12,1895,11.00,156.00,200.00,248.00,5-2-1,0,8
13,1559,10.00,280.00,220.00,130.00,5-3-0,0,8
14,2638,10.00,236.00,90.00,269.00,5-3-0,0,8
15,128,10.00,222.00,130.00,386.00,5-3-0,0,8
16,45,10.00,176.00,70.00,243.00,5-3-0,0,8
17,3941,10.00,166.00,130.00,224.00,5-3-0,0,8
18,1086,10.00,130.00,110.00,151.00,5-3-0,0,8
19,4541,10.00,122.00,270.00,118.00,5-3-0,0,8
20,888,9.00,170.00,130.00,176.00,4-3-1,0,8
21,3455,8.00,244.00,180.00,239.00,4-4-0,0,8
22,623,8.00,232.00,130.00,158.00,4-4-0,0,8
23,2028,8.00,228.00,110.00,157.00,4-4-0,0,8
24,4505,8.00,226.00,130.00,197.00,4-4-0,0,8
25,250,8.00,222.00,160.00,242.00,4-4-0,0,8
26,1708,8.00,222.00,120.00,316.00,4-4-0,0,8
27,3389,8.00,218.00,160.00,213.00,4-4-0,0,8
28,4122,8.00,204.00,110.00,194.00,4-4-0,0,8
29,4266,8.00,190.00,150.00,99.00,4-4-0,0,8
30,2849,8.00,186.00,80.00,237.00,4-4-0,0,8
31,3650,8.00,180.00,130.00,237.00,4-4-0,0,8
32,87,8.00,170.00,110.00,292.00,4-4-0,0,8
33,2546,8.00,170.00,40.00,115.00,4-4-0,0,8
34,1111,8.00,168.00,100.00,184.00,4-4-0,0,8
35,1719,8.00,164.00,60.00,207.00,4-4-0,0,8
36,4638,8.00,156.00,100.00,212.00,4-4-0,0,8
37,2421,8.00,142.00,120.00,201.00,4-4-0,0,8
38,3748,8.00,138.00,130.00,130.00,4-4-0,0,8
39,3714,8.00,138.00,80.00,202.00,4-4-0,0,8
40,2528,8.00,134.00,280.00,135.00,4-4-0,0,8
41,2534,7.00,216.00,120.00,150.00,3-4-1,0,8
42,122,7.00,154.00,120.00,119.00,3-4-1,0,8
43,4067,6.00,226.00,60.00,255.00,3-5-0,0,8
44,3419,6.00,186.00,150.00,154.00,3-5-0,0,8
45,4514,6.00,166.00,110.00,166.00,3-5-0,0,8
46,2640,6.00,164.00,110.00,146.00,3-5-0,0,8
47,53,6.00,156.00,80.00,137.00,3-5-0,0,8
48,4288,6.00,150.00,140.00,169.00,3-5-0,0,8
49,4464,6.00,144.00,110.00,105.00,3-5-0,0,8
50,3793,6.00,140.00,90.00,147.00,3-5-0,0,8
51,4099,6.00,128.00,40.00,173.00,3-5-0,0,8
52,2537,5.00,178.00,110.00,252.00,2-5-1,0,8
53,3150,5.00,146.00,140.00,259.00,2-5-1,0,8
54,1389,4.00,206.00,100.00,123.00,2-6-0,0,8
55,4050,4.00,184.00,140.00,233.00,2-6-0,0,8
56,238,4.00,174.00,80.00,173.00,2-6-0,0,8
57,3373,4.00,162.00,60.00,141.00,2-6-0,0,8
58,2172,4.00,156.00,120.00,123.00,2-6-0,0,8
59,2963,4.00,152.00,80.00,171.00,2-6-0,0,8
60,2912,4.00,136.00,140.00,152.00,2-6-0,0,8
61,768,4.00,134.00,70.00,201.00,2-6-0,0,8
62,2819,4.00,114.00,100.00,78.00,2-6-0,0,8
63,4456,2.00,140.00,190.00,153.00,1-7-0,0,8
64,3283,2.00,138.00,70.00,107.00,1-7-0,0,8
