Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,3293,24.00,108.00,60.00,77.00,6,9-0-0,0,9
2,111,22.00,101.00,50.00,164.00,4,9-0-0,0,9
3,2709,22.00,66.00,40.00,69.00,8,7-2-0,0,9
4,2491,21.00,66.00,40.00,67.00,8,6-2-1,0,9
5,3277,20.00,93.00,0,125.00,6,7-2-0,0,9
6,2220,20.00,75.00,60.00,52.00,8,6-3-0,0,9
7,2549,18.00,55.00,40.00,86.00,4,7-2-0,0,9
8,2989,18.00,29.00,40.00,41.00,8,5-4-0,0,9
9,3055,17.00,66.00,10.00,41.00,5,6-3-0,0,9
10,2512,17.00,62.00,50.00,133.00,2,7-1-1,0,9
11,171,17.00,52.00,80.00,44.00,6,5-3-1,0,9
12,2239,16.00,87.00,90.00,94.00,2,7-2-0,0,9
13,2472,16.00,87.00,10.00,88.00,4,6-3-0,0,9
14,3130,16.00,45.00,30.00,69.00,4,6-3-0,0,9
15,2175,16.00,30.00,90.00,110.00,4,6-3-0,0,9
16,3883,16.00,28.00,70.00,79.00,4,6-3-0,0,9
17,1816,15.00,149.00,70.00,96.00,1,7-2-0,0,9
18,4226,14.00,74.00,20.00,64.00,4,5-4-0,0,9
19,2883,14.00,69.00,40.00,40.00,2,6-3-0,0,9
20,2177,14.00,65.00,70.00,70.00,2,6-3-0,0,9
21,3298,14.00,51.00,30.00,38.00,4,5-4-0,0,9
22,4198,14.00,40.00,40.00,72.00,6,4-5-0,0,9
23,4277,14.00,27.00,40.00,86.00,2,6-3-0,0,9
24,3275,14.00,21.00,30.00,39.00,4,5-4-0,0,9
25,4227,13.00,38.00,40.00,28.00,6,3-4-1,1,9
26,2823,12.00,93.00,40.00,30.00,4,4-5-0,0,9
27,2606,12.00,59.00,20.00,44.00,2,5-4-0,0,9
28,2513,12.00,58.00,30.00,38.00,2,5-4-0,0,9
29,3291,12.00,58.00,0,34.00,6,3-6-0,0,9
30,4225,12.00,50.00,60.00,18.00,2,5-4-0,0,9
31,3699,12.00,49.00,30.00,50.00,2,5-4-0,0,9
32,2654,12.00,44.00,40.00,37.00,2,5-4-0,0,9
33,4260,12.00,42.00,30.00,52.00,2,5-4-0,0,9
34,4166,11.00,67.00,40.00,46.00,3,4-5-0,0,9
35,3633,11.00,53.00,40.00,19.00,3,4-5-0,0,9
36,3023,11.00,35.00,60.00,36.00,6,2-6-1,0,9
37,3690,10.00,60.00,30.00,30.00,0,5-4-0,0,9
38,2525,10.00,59.00,60.00,29.00,2,4-5-0,0,9
39,3042,10.00,55.00,30.00,39.00,0,5-4-0,0,9
40,3848,10.00,51.00,70.00,39.00,2,4-5-0,0,9
41,4244,10.00,46.00,0,49.00,0,5-4-0,0,9
42,2529,10.00,43.00,50.00,12.00,4,3-6-0,0,9
43,3926,10.00,38.00,20.00,51.00,6,2-7-0,0,9
44,3026,10.00,33.00,20.00,68.00,2,4-5-0,0,9
45,3750,10.00,22.00,10.00,42.00,4,3-6-0,0,9
46,3278,9.00,53.00,20.00,33.00,1,4-5-0,0,9
47,3290,8.00,52.00,20.00,51.00,6,1-8-0,0,9
48,2129,8.00,45.00,50.00,52.00,0,4-5-0,0,9
49,2225,8.00,44.00,60.00,39.00,0,4-5-0,0,9
50,3202,8.00,42.00,20.00,17.00,2,3-6-0,0,9
51,3610,8.00,36.00,0,37.00,0,4-5-0,0,9
52,2855,8.00,28.00,10.00,19.00,2,3-6-0,0,9
53,2526,8.00,25.00,50.00,44.00,0,4-5-0,0,9
54,4182,8.00,22.00,0,30.00,6,1-8-0,0,9
55,2143,8.00,18.00,20.00,73.00,0,4-5-0,0,9
56,4397,7.00,26.00,20.00,24.00,3,2-7-0,0,9
57,2847,6.00,46.00,10.00,40.00,2,2-7-0,0,9
58,4239,6.00,28.00,30.00,36.00,2,2-7-0,0,9
59,2207,6.00,20.00,30.00,38.00,2,2-6-0,1,9
60,1785,4.00,55.00,10.00,30.00,0,2-7-0,0,9
61,3691,4.00,38.00,0,51.00,2,1-8-0,0,9
62,3206,4.00,31.00,0,37.00,0,2-7-0,0,9
63,4360,4.00,21.00,10.00,21.00,0,2-7-0,0,9
