Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,359,34.00,137.00,50.00,222.00,16,9-1-0,0,10
2,624,32.00,148.00,110.00,235.00,12,10-0-0,0,10
3,118,29.00,128.00,20.00,169.00,13,8-2-0,0,10
4,364,28.00,113.00,120.00,170.00,14,7-3-0,0,10
5,57,28.00,105.00,30.00,59.00,14,7-3-0,0,10
6,1801,28.00,104.00,70.00,125.00,14,7-3-0,0,10
7,1477,28.00,99.00,60.00,180.00,16,6-4-0,0,10
8,647,26.00,78.00,40.00,81.00,14,6-4-0,0,10
9,441,24.00,77.00,80.00,95.00,12,6-4-0,0,10
10,2936,23.00,116.00,50.00,121.00,13,5-5-0,0,10
11,3103,22.00,141.00,90.00,101.00,6,8-2-0,0,10
12,2582,22.00,84.00,80.00,67.00,8,7-3-0,0,10
13,2969,22.00,51.00,70.00,104.00,10,6-4-0,0,10
14,2415,21.00,83.00,70.00,165.00,8,6-3-1,0,10
15,3997,20.00,94.00,60.00,132.00,8,6-4-0,0,10
16,832,20.00,92.00,40.00,47.00,10,5-5-0,0,10
17,3741,20.00,80.00,40.00,66.00,12,4-6-0,0,10
18,2881,20.00,77.00,40.00,85.00,10,5-5-0,0,10
19,231,20.00,75.00,80.00,90.00,12,4-6-0,0,10
20,418,20.00,67.00,50.00,40.00,14,3-7-0,0,10
21,3526,20.00,60.00,70.00,124.00,6,7-3-0,0,10
22,2072,20.00,46.00,20.00,102.00,12,4-6-0,0,10
23,3823,19.00,112.00,10.00,106.00,10,4-5-1,0,10
24,3335,19.00,104.00,70.00,109.00,5,7-3-0,0,10
25,4328,19.00,52.00,40.00,109.00,8,5-4-1,0,10
26,2585,19.00,41.00,40.00,75.00,9,5-5-0,0,10
27,1429,18.00,128.00,30.00,129.00,6,6-4-0,0,10
28,1642,18.00,66.00,90.00,75.00,8,5-5-0,0,10
29,2773,18.00,53.00,70.00,81.00,10,4-6-0,0,10
30,4155,18.00,38.00,50.00,94.00,8,5-5-0,0,10
31,4280,18.00,35.00,20.00,60.00,10,4-5-0,1,10
32,4346,18.00,28.00,60.00,42.00,6,6-4-0,0,10
33,3337,17.00,88.00,60.00,102.00,4,6-3-1,0,10
34,1255,16.00,65.00,60.00,83.00,4,6-4-0,0,10
35,653,16.00,60.00,50.00,122.00,8,4-6-0,0,10
36,4301,16.00,56.00,30.00,33.00,8,4-5-0,1,10
37,2737,16.00,55.00,20.00,48.00,8,4-6-0,0,10
38,4271,15.00,78.00,20.00,61.00,6,4-5-1,0,10
39,2952,15.00,68.00,40.00,71.00,5,4-4-2,0,10
40,2882,14.00,73.00,50.00,119.00,6,4-6-0,0,10
41,1818,14.00,66.00,40.00,100.00,6,4-6-0,0,10
42,434,14.00,58.00,40.00,24.00,8,3-7-0,0,10
43,4295,14.00,50.00,10.00,50.00,9,2-7-1,0,10
44,3847,14.00,39.00,50.00,110.00,8,3-7-0,0,10
45,3320,14.00,23.00,30.00,45.00,6,4-6-0,0,10
46,3735,13.00,57.00,30.00,61.00,6,3-6-1,0,10
47,3363,12.00,69.00,10.00,45.00,6,3-7-0,0,10
48,2587,12.00,55.00,10.00,133.00,8,2-8-0,0,10
49,1865,12.00,44.00,20.00,104.00,6,3-4-0,3,10
50,3762,12.00,39.00,30.00,47.00,6,3-7-0,0,10
51,3016,11.00,58.00,50.00,124.00,6,2-7-1,0,10
52,3833,10.00,64.00,10.00,53.00,6,2-6-0,2,10
53,3728,10.00,40.00,10.00,69.00,6,1-6-2,1,10
54,4400,8.00,53.00,30.00,62.00,0,4-6-0,0,10
