Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,195,42.0,354.0,190.0,586.0,640.0,11-1-0,12
2,2067,38.0,330.0,175.0,366.0,665.0,10-2-0,12
3,839,36.0,260.0,160.0,284.0,600.0,9-3-0,12
4,999,34.0,300.0,185.0,262.0,645.0,8-4-0,12
5,5686,33.0,315.0,175.0,240.0,650.0,9-3-0,12
6,177,33.0,285.0,165.0,313.0,625.0,9-3-0,12
7,4055,31.0,318.0,170.0,227.0,635.0,8-4-0,12
8,558,31.0,283.0,155.0,362.0,645.0,7-5-0,12
9,1099,31.0,256.0,165.0,300.0,590.0,7-5-0,12
10,2170,31.0,218.0,180.0,247.0,590.0,9-3-0,12
11,175,30.0,298.0,235.0,362.0,615.0,8-4-0,12
12,5746,30.0,285.0,160.0,210.0,640.0,7-5-0,12
13,3104,29.0,322.0,170.0,218.0,660.0,7-5-0,12
14,176,29.0,278.0,185.0,382.0,585.0,7-5-0,12
15,181,27.0,290.0,170.0,296.0,630.0,6-6-0,12
16,2168,27.0,286.0,145.0,231.0,640.0,7-5-0,12
17,237,27.0,272.0,245.0,290.0,570.0,8-4-0,12
18,2785,26.0,320.0,160.0,157.0,735.0,6-6-0,12
19,1699,25.0,216.0,135.0,239.0,555.0,7-5-0,12
20,1124,24.0,360.0,140.0,389.0,625.0,6-6-0,12
21,3464,24.0,339.0,155.0,239.0,605.0,6-6-0,12
22,236,24.0,328.0,185.0,240.0,635.0,5-7-0,12
23,173,24.0,310.0,160.0,216.0,635.0,5-7-0,12
24,3146,24.0,276.0,155.0,258.0,615.0,6-6-0,12
25,4557,23.0,296.0,145.0,231.0,605.0,6-6-0,12
26,155,23.0,268.0,180.0,268.0,610.0,5-7-0,12
27,4572,21.0,278.0,145.0,193.0,615.0,5-7-0,12
28,3654,21.0,188.0,145.0,155.0,575.0,6-6-0,12
29,1991,20.0,308.0,165.0,206.0,640.0,4-8-0,12
30,5856,20.0,258.0,140.0,198.0,560.0,5-7-0,12
31,3461,19.0,324.0,140.0,244.0,650.0,4-8-0,12
32,3634,19.0,266.0,140.0,235.0,585.0,5-7-0,12
33,571,18.0,329.0,130.0,231.0,640.0,4-8-0,12
34,4628,18.0,246.0,140.0,183.0,575.0,4-8-0,12
35,3718,17.0,218.0,140.0,274.0,540.0,3-9-0,12
36,3182,14.0,242.0,135.0,153.0,555.0,3-9-0,12
37,1740,13.0,308.0,140.0,205.0,615.0,3-9-0,12
38,5142,13.0,246.0,130.0,220.0,560.0,2-10-0,12
39,5129,11.0,225.0,115.0,143.0,570.0,1-11-0,12
40,4987,10.0,256.0,110.0,108.0,555.0,2-10-0,12
