Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,108,18.00,198.00,150.00,139.00,9-0-0,0,9
2,125,16.00,230.00,210.00,289.00,8-1-0,0,9
3,179,16.00,214.00,210.00,265.00,8-1-0,0,9
4,1065,16.00,182.00,160.00,320.00,8-1-0,0,9
5,4451,16.00,78.00,330.00,194.00,8-1-0,0,9
6,3932,14.00,240.00,160.00,215.00,7-2-0,0,9
7,2383,14.00,164.00,210.00,180.00,7-2-0,0,9
8,3556,14.00,98.00,280.00,147.00,7-2-0,0,9
9,3164,14.00,54.00,170.00,89.00,7-2-0,0,9
10,1592,12.00,204.00,90.00,185.00,6-3-0,0,9
11,342,12.00,178.00,150.00,181.00,6-3-0,0,9
12,1902,12.00,166.00,220.00,267.00,6-3-0,0,9
13,744,12.00,148.00,90.00,227.00,6-3-0,0,9
14,1557,12.00,140.00,140.00,111.00,6-3-0,0,9
15,79,12.00,132.00,170.00,172.00,6-3-0,0,9
16,233,12.00,122.00,230.00,145.00,6-3-0,0,9
17,180,10.00,206.00,180.00,277.00,5-4-0,0,9
18,4707,10.00,186.00,140.00,75.00,5-4-0,0,9
19,1772,10.00,178.00,180.00,211.00,5-4-0,0,9
20,86,10.00,170.00,140.00,132.00,5-4-0,0,9
21,945,10.00,158.00,140.00,190.00,5-4-0,0,9
22,801,10.00,146.00,140.00,152.00,5-4-0,0,9
23,386,10.00,142.00,160.00,209.00,5-4-0,0,9
24,3627,10.00,120.00,180.00,121.00,5-4-0,0,9
25,2152,10.00,114.00,150.00,149.00,5-4-0,0,9
26,1523,10.00,88.00,160.00,171.00,5-4-0,0,9
27,665,10.00,50.00,140.00,120.00,5-4-0,0,9
28,3998,9.00,184.00,100.00,256.00,4-4-1,0,9
29,3611,9.00,120.00,150.00,84.00,4-4-1,0,9
30,1876,9.00,90.00,130.00,104.00,4-4-1,0,9
31,4622,8.00,212.00,140.00,122.00,4-5-0,0,9
32,4352,8.00,132.00,120.00,101.00,4-5-0,0,9
33,21,8.00,126.00,220.00,136.00,4-5-0,0,9
34,3410,8.00,124.00,110.00,175.00,4-5-0,0,9
35,4066,8.00,114.00,120.00,100.00,4-5-0,0,9
36,4118,8.00,112.00,210.00,80.00,4-5-0,0,9
37,4024,8.00,104.00,100.00,107.00,4-5-0,0,9
38,3557,8.00,92.00,100.00,208.00,4-5-0,0,9
39,2916,7.00,60.00,130.00,95.00,3-5-1,0,9
40,3502,6.00,128.00,130.00,197.00,3-6-0,0,9
41,4065,6.00,128.00,60.00,105.00,3-6-0,0,9
42,1612,6.00,112.00,100.00,152.00,3-6-0,0,9
43,4769,6.00,108.00,110.00,81.00,3-6-0,0,9
44,3790,6.00,104.00,140.00,137.00,3-6-0,0,9
45,3011,6.00,102.00,120.00,112.00,3-6-0,0,9
46,1604,6.00,94.00,150.00,122.00,3-6-0,0,9
47,4013,6.00,92.00,120.00,137.00,3-6-0,0,9
48,2797,6.00,92.00,80.00,86.00,3-6-0,0,9
49,2556,6.00,86.00,80.00,96.00,3-6-0,0,9
50,4562,6.00,80.00,110.00,154.00,3-6-0,0,9
51,4341,6.00,66.00,100.00,72.00,3-6-0,0,9
52,4471,6.00,60.00,140.00,52.00,3-6-0,0,9
53,4223,6.00,58.00,60.00,68.00,3-3-0,3,9
54,2757,5.00,78.00,70.00,88.00,2-6-1,0,9
55,4091,4.00,100.00,70.00,117.00,2-7-0,0,9
56,4197,4.00,96.00,140.00,132.00,2-7-0,0,9
57,4064,4.00,86.00,120.00,89.00,2-7-0,0,9
58,4833,4.00,82.00,130.00,60.00,2-7-0,0,9
59,1649,4.00,64.00,80.00,115.00,2-7-0,0,9
60,1251,3.00,96.00,70.00,113.00,1-7-1,0,9
61,3732,2.00,102.00,90.00,95.00,1-6-0,2,9
