2004ct_f1m1,frc126,frc173,frc1100,frc571,frc716,frc230,135,150
2004ct_f1m2,frc126,frc173,frc1100,frc571,frc716,frc230,60,85
2004ct_qf1m1,frc181,frc782,frc157,frc250,frc1099,frc96,140,55
2004ct_qf1m2,frc181,frc782,frc157,frc250,frc1099,frc96,150,80
2004ct_qf2m1,frc121,frc176,frc177,frc126,frc173,frc1100,110,180
2004ct_qf2m2,frc121,frc176,frc177,frc126,frc173,frc1100,25,95
2004ct_qf3m1,frc571,frc716,frc230,frc546,frc521,frc1027,165,150
2004ct_qf3m2,frc571,frc716,frc230,frc546,frc521,frc1027,165,110
2004ct_qf4m1,frc236,frc178,frc500,frc237,frc175,frc228,140,100
2004ct_qf4m2,frc236,frc178,frc500,frc237,frc175,frc228,105,65
2004ct_qm1,frc228,frc905,frc38,frc999,80,15
2004ct_qm10,frc175,frc1124,frc1059,frc38,165,5
2004ct_qm11,frc571,frc1493,frc999,frc228,40,20
2004ct_qm12,frc782,frc839,frc905,frc96,60,20
2004ct_qm13,frc500,frc546,frc1027,frc126,60,50
2004ct_qm14,frc250,frc181,frc1071,frc521,50,30
2004ct_qm15,frc237,frc236,frc157,frc1100,125,20
2004ct_qm16,frc178,frc1099,frc121,frc1409,75,45
2004ct_qm17,frc230,frc155,frc1373,frc177,80,10
2004ct_qm18,frc173,frc716,frc195,frc176,75,130
2004ct_qm19,frc175,frc1059,frc20,frc558,70,20
2004ct_qm2,frc1493,frc782,frc1124,frc571,80,55
2004ct_qm20,frc1124,frc905,frc228,frc571,45,70
2004ct_qm21,frc38,frc782,frc1493,frc999,5,40
2004ct_qm22,frc546,frc1071,frc839,frc500,95,40
2004ct_qm23,frc236,frc1027,frc96,frc250,110,30
2004ct_qm24,frc126,frc237,frc181,frc178,85,110
2004ct_qm25,frc521,frc157,frc1100,frc121,135,105
2004ct_qm26,frc155,frc173,frc1409,frc230,40,25
2004ct_qm27,frc177,frc195,frc1099,frc1373,90,25
2004ct_qm28,frc176,frc716,frc20,frc175,125,120
2004ct_qm29,frc558,frc839,frc1059,frc1124,50,10
2004ct_qm3,frc96,frc1027,frc126,frc1071,35,90
2004ct_qm30,frc500,frc96,frc571,frc38,20,185
2004ct_qm31,frc1071,frc236,frc905,frc1493,55,20
2004ct_qm32,frc558,frc1059,frc782,frc228,10,90
2004ct_qm33,frc999,frc181,frc1027,frc546,40,65
