Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,341,32.00,222.00,80.00,240.00,16,8-1-0,0,9
2,233,32.00,148.00,80.00,190.00,18,7-2-0,0,9
3,987,30.00,195.00,130.00,306.00,14,8-1-0,0,9
4,1986,28.00,202.00,100.00,200.00,16,6-3-0,0,9
5,1507,28.00,162.00,120.00,205.00,12,8-1-0,0,9
6,244,28.00,106.00,110.00,132.00,12,8-1-0,0,9
7,3528,26.00,173.00,110.00,113.00,12,7-2-0,0,9
8,58,26.00,171.00,60.00,199.00,14,6-3-0,0,9
9,624,26.00,166.00,70.00,207.00,16,5-4-0,0,9
10,27,26.00,148.00,80.00,167.00,16,5-4-0,0,9
11,2474,26.00,133.00,40.00,213.00,14,6-3-0,0,9
12,702,26.00,130.00,60.00,147.00,16,5-4-0,0,9
13,3950,26.00,89.00,140.00,140.00,14,6-3-0,0,9
14,1678,24.00,164.00,70.00,221.00,10,7-2-0,0,9
15,604,24.00,160.00,40.00,93.00,14,5-4-0,0,9
16,4130,24.00,151.00,70.00,154.00,14,5-4-0,0,9
17,830,24.00,138.00,110.00,113.00,12,6-3-0,0,9
18,51,24.00,135.00,70.00,122.00,12,6-3-0,0,9
19,597,24.00,126.00,60.00,127.00,16,4-5-0,0,9
20,4069,24.00,112.00,120.00,112.00,14,5-4-0,0,9
21,192,24.00,109.00,130.00,140.00,12,6-3-0,0,9
22,288,23.00,143.00,60.00,102.00,14,4-4-1,0,9
23,3965,23.00,141.00,120.00,131.00,12,5-3-1,0,9
24,4269,22.00,154.00,100.00,126.00,12,5-4-0,0,9
25,1828,22.00,154.00,100.00,108.00,12,5-4-0,0,9
26,503,22.00,154.00,50.00,184.00,12,5-4-0,0,9
27,3970,22.00,146.00,90.00,135.00,10,6-3-0,0,9
28,537,22.00,141.00,100.00,93.00,10,6-3-0,0,9
29,1985,22.00,139.00,60.00,112.00,14,4-5-0,0,9
30,1741,22.00,134.00,80.00,157.00,8,7-2-0,0,9
31,3288,22.00,107.00,130.00,133.00,10,6-3-0,0,9
32,2130,22.00,107.00,70.00,130.00,12,5-4-0,0,9
33,4226,22.00,104.00,50.00,119.00,14,4-5-0,0,9
34,78,21.00,105.00,90.00,139.00,10,5-3-1,0,9
35,2844,21.00,91.00,30.00,96.00,12,4-4-1,0,9
36,415,20.00,183.00,70.00,129.00,12,4-5-0,0,9
37,1477,20.00,170.00,100.00,207.00,10,5-4-0,0,9
38,3098,20.00,155.00,100.00,183.00,6,7-2-0,0,9
39,3940,20.00,155.00,90.00,124.00,10,5-4-0,0,9
40,279,20.00,151.00,90.00,133.00,12,4-5-0,0,9
41,3205,20.00,149.00,50.00,172.00,6,7-2-0,0,9
42,1912,20.00,135.00,80.00,88.00,12,4-5-0,0,9
43,3419,20.00,130.00,130.00,146.00,8,6-3-0,0,9
44,116,20.00,128.00,80.00,114.00,12,4-5-0,0,9
45,4161,20.00,106.00,110.00,123.00,12,4-5-0,0,9
46,706,20.00,105.00,80.00,153.00,10,5-4-0,0,9
47,1817,20.00,105.00,50.00,103.00,14,3-6-0,0,9
48,1143,20.00,97.00,60.00,195.00,12,4-5-0,0,9
49,2626,20.00,92.00,50.00,137.00,12,4-5-0,0,9
50,120,20.00,89.00,30.00,87.00,12,4-5-0,0,9
51,3847,20.00,69.00,80.00,116.00,12,4-5-0,0,9
52,836,18.00,219.00,100.00,109.00,8,5-4-0,0,9
53,254,18.00,181.00,50.00,289.00,6,6-3-0,0,9
54,694,18.00,174.00,100.00,188.00,6,6-3-0,0,9
55,1885,18.00,169.00,70.00,124.00,8,5-4-0,0,9
56,3711,18.00,150.00,110.00,148.00,12,3-6-0,0,9
57,1501,18.00,139.00,100.00,114.00,12,3-6-0,0,9
58,1266,18.00,139.00,70.00,85.00,14,2-7-0,0,9
59,3951,18.00,132.00,100.00,79.00,8,5-4-0,0,9
60,932,18.00,128.00,120.00,108.00,8,5-4-0,0,9
61,2960,18.00,127.00,100.00,125.00,10,4-5-0,0,9
62,1391,18.00,114.00,70.00,109.00,8,5-4-0,0,9
63,3132,18.00,114.00,40.00,131.00,10,4-5-0,0,9
64,178,18.00,111.00,20.00,80.00,14,2-7-0,0,9
65,2500,18.00,105.00,70.00,87.00,14,2-7-0,0,9
66,3860,18.00,102.00,30.00,102.00,14,2-7-0,0,9
67,1511,18.00,101.00,100.00,204.00,10,4-5-0,0,9
68,4265,18.00,99.00,90.00,137.00,10,4-5-0,0,9
69,571,18.00,98.00,80.00,109.00,10,4-5-0,0,9
70,4203,18.00,91.00,100.00,110.00,12,3-6-0,0,9
71,1683,18.00,80.00,70.00,113.00,10,4-5-0,0,9
72,2164,17.00,160.00,10.00,103.00,8,4-4-1,0,9
73,525,16.00,152.00,80.00,195.00,6,5-4-0,0,9
74,85,16.00,146.00,40.00,132.00,8,4-4-0,1,9
75,971,16.00,137.00,60.00,166.00,8,4-5-0,0,9
76,3929,16.00,125.00,60.00,126.00,6,5-4-0,0,9
77,3936,16.00,119.00,90.00,129.00,8,4-5-0,0,9
78,2522,16.00,118.00,80.00,142.00,8,4-5-0,0,9
79,3115,16.00,110.00,90.00,142.00,6,5-4-0,0,9
80,2757,16.00,108.00,40.00,88.00,8,4-3-0,2,9
81,293,16.00,106.00,100.00,99.00,8,4-5-0,0,9
82,1690,16.00,93.00,80.00,109.00,10,3-6-0,0,9
83,2102,16.00,85.00,70.00,102.00,10,3-6-0,0,9
84,2881,16.00,81.00,60.00,151.00,12,2-7-0,0,9
85,207,16.00,79.00,110.00,71.00,12,2-7-0,0,9
86,3880,14.00,142.00,60.00,104.00,6,4-5-0,0,9
87,461,14.00,136.00,80.00,101.00,6,4-5-0,0,9
88,2914,14.00,122.00,120.00,106.00,8,3-6-0,0,9
89,564,14.00,116.00,40.00,112.00,6,4-4-0,1,9
90,2591,14.00,113.00,20.00,128.00,10,2-7-0,0,9
91,1319,14.00,98.00,80.00,168.00,8,3-6-0,0,9
92,1764,14.00,95.00,40.00,122.00,8,3-6-0,0,9
93,3941,14.00,91.00,40.00,77.00,10,2-7-0,0,9
94,1778,14.00,85.00,50.00,113.00,10,2-7-0,0,9
95,4253,14.00,84.00,20.00,74.00,10,2-7-0,0,9
96,2180,12.00,130.00,100.00,132.00,4,4-5-0,0,9
97,1033,12.00,87.00,50.00,66.00,10,1-8-0,0,9
98,433,12.00,86.00,50.00,62.00,8,2-7-0,0,9
99,3807,12.00,71.00,80.00,129.00,6,3-6-0,0,9
100,1649,7.00,103.00,30.00,78.00,2,2-6-1,0,9
