Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1519,22.00,390.00,547.00,350.00,331.00,11-1-0,0,12
2,78,20.00,350.00,557.00,320.00,262.00,10-2-0,0,12
3,1100,18.00,410.00,464.00,320.00,80.00,9-3-0,0,12
4,1517,18.00,410.00,306.00,220.00,111.00,9-3-0,0,12
5,5112,18.00,400.00,422.00,220.00,130.00,9-3-0,0,12
6,125,18.00,360.00,486.00,220.00,254.00,9-3-0,0,12
7,4048,18.00,330.00,550.00,440.00,272.00,9-3-0,0,12
8,138,18.00,230.00,416.00,260.00,278.00,9-2-0,1,12
9,2168,16.00,340.00,499.00,340.00,179.00,8-4-0,0,12
10,348,16.00,340.00,421.00,250.00,232.00,8-4-0,0,12
11,246,16.00,290.00,315.00,100.00,231.00,8-4-0,0,12
12,3719,15.00,190.00,280.00,180.00,262.00,7-4-1,0,12
13,190,14.00,470.00,396.00,280.00,175.00,7-5-0,0,12
14,61,14.00,460.00,487.00,410.00,89.00,7-5-0,0,12
15,3623,12.00,420.00,336.00,180.00,150.00,6-6-0,0,12
16,121,12.00,270.00,405.00,140.00,57.00,6-6-0,0,12
17,4761,12.00,190.00,328.00,140.00,234.00,6-6-0,0,12
18,4311,12.00,140.00,244.00,170.00,151.00,6-6-0,0,12
19,3780,11.00,50.00,351.00,100.00,86.00,5-6-1,0,12
20,4908,10.00,380.00,319.00,120.00,138.00,5-7-0,0,12
21,3280,10.00,220.00,377.00,290.00,231.00,5-7-0,0,12
22,5000,10.00,210.00,311.00,190.00,85.00,5-7-0,0,12
23,4176,10.00,170.00,225.00,140.00,108.00,5-7-0,0,12
24,1965,10.00,100.00,329.00,180.00,91.00,5-7-0,0,12
25,2262,10.00,100.00,323.00,130.00,152.00,5-7-0,0,12
26,1350,8.00,370.00,387.00,180.00,139.00,4-8-0,0,12
27,663,8.00,240.00,393.00,120.00,88.00,4-8-0,0,12
28,4905,8.00,230.00,320.00,100.00,133.00,4-8-0,0,12
29,2079,8.00,150.00,338.00,50.00,40.00,4-8-0,0,12
30,5163,8.00,110.00,266.00,160.00,145.00,4-8-0,0,12
31,2871,7.00,70.00,253.00,130.00,169.00,3-8-1,0,12
32,4474,6.00,100.00,275.00,100.00,59.00,3-9-0,0,12
33,3927,5.00,160.00,299.00,170.00,118.00,2-9-1,0,12
34,1757,5.00,100.00,273.00,100.00,56.00,2-9-1,0,12
35,2621,5.00,80.00,293.00,120.00,87.00,2-9-1,0,12
36,1973,4.00,90.00,198.00,120.00,96.00,2-9-0,1,12
37,4796,4.00,20.00,227.00,160.00,136.00,2-7-0,3,12
