Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2130,18.00,366.00,150.00,490.00,9-2-0,0,11
2,1983,18.00,284.00,120.00,501.00,9-2-0,0,11
3,3131,16.00,308.00,140.00,398.00,8-3-0,0,11
4,4061,16.00,296.00,130.00,590.00,8-3-0,0,11
5,2990,16.00,280.00,130.00,361.00,8-3-0,0,11
6,3663,16.00,278.00,90.00,566.00,8-3-0,0,11
7,3145,16.00,240.00,220.00,269.00,8-3-0,0,11
8,1899,16.00,214.00,140.00,465.00,8-3-0,0,11
9,2374,16.00,142.00,350.00,321.00,8-3-0,0,11
10,1595,14.00,284.00,140.00,400.00,7-4-0,0,11
11,2471,14.00,274.00,130.00,456.00,7-4-0,0,11
12,2907,14.00,240.00,160.00,404.00,7-4-0,0,11
13,3693,14.00,178.00,200.00,321.00,7-4-0,0,11
14,2147,12.00,352.00,80.00,376.00,6-5-0,0,11
15,4030,12.00,310.00,220.00,282.00,6-5-0,0,11
16,2733,12.00,274.00,120.00,256.00,6-5-0,0,11
17,1696,12.00,254.00,90.00,272.00,6-5-0,0,11
18,1695,12.00,252.00,100.00,257.00,6-5-0,0,11
19,4513,12.00,238.00,160.00,303.00,6-5-0,0,11
20,3968,12.00,212.00,260.00,226.00,6-5-0,0,11
21,3315,12.00,168.00,130.00,332.00,6-5-0,0,11
22,2411,12.00,162.00,90.00,343.00,6-5-0,0,11
23,3243,10.00,242.00,110.00,298.00,5-6-0,0,11
24,4520,10.00,216.00,100.00,264.00,5-6-0,0,11
25,3681,10.00,190.00,170.00,262.00,5-6-0,0,11
26,4082,10.00,176.00,90.00,254.00,5-6-0,0,11
27,3801,10.00,148.00,110.00,260.00,5-6-0,0,11
28,2122,8.00,340.00,150.00,256.00,4-7-0,0,11
29,3789,8.00,286.00,140.00,248.00,4-7-0,0,11
30,2944,8.00,240.00,70.00,243.00,4-7-0,0,11
31,4125,8.00,230.00,150.00,267.00,4-7-0,0,11
32,2522,8.00,218.00,170.00,306.00,4-7-0,0,11
33,4371,8.00,188.00,70.00,238.00,4-7-0,0,11
34,2148,8.00,184.00,70.00,210.00,4-7-0,0,11
35,4742,8.00,172.00,120.00,218.00,4-7-0,0,11
36,4104,6.00,136.00,110.00,166.00,3-8-0,0,11
37,2926,6.00,130.00,80.00,295.00,3-8-0,0,11
38,2660,4.00,152.00,60.00,264.00,2-9-0,0,11
39,4131,4.00,142.00,130.00,141.00,2-9-0,0,11
40,3513,4.00,138.00,80.00,153.00,2-9-0,0,11
41,3831,2.00,160.00,60.00,227.00,1-10-0,0,11
