Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,56,70.25,0,292,160,119,278,12
2,303,67.66,4,192,320,116,186,12
3,11,65.91,0,236,120,125,310,12
4,293,63.91,4,252,160,139,230,12
5,219,63.16,4,208,240,104,208,12
6,222,58.0,8,272,80,90,258,12
7,4281,53.33,0,100,280,128,132,12
8,193,51.83,10,92,240,84,202,12
9,1143,51.83,0,80,240,200,114,12
10,1257,51.83,4,180,120,150,186,12
11,1676,50.75,8,168,200,49,190,12
12,869,50.5,12,120,260,54,160,12
13,1811,50.0,0,160,120,134,192,12
14,4285,49.16,4,208,120,102,156,12
15,4361,48.41,10,120,120,179,164,12
16,3142,47.58,4,184,160,49,184,12
17,41,46.75,0,128,240,91,126,12
18,1279,46.41,0,160,180,79,138,12
19,1302,43.41,4,164,80,125,166,12
20,4653,41.41,8,140,120,95,146,12
21,3340,40.83,0,104,100,98,204,12
22,1228,39.58,0,132,80,81,192,12
23,1923,39.16,10,100,80,104,176,12
24,103,39.0,4,76,180,48,188,12
25,4035,38.5,0,112,160,86,116,12
26,1370,37.58,8,92,120,85,152,12
27,1672,37.16,16,60,160,90,132,12
28,223,36.75,0,96,100,129,116,12
29,4475,36.41,0,108,160,77,104,12
30,5438,36.0,0,124,120,84,126,12
31,1989,35.83,22,72,120,122,112,12
32,136,35.83,0,92,120,88,142,12
33,555,35.16,0,84,160,84,100,12
34,2577,34.5,0,92,120,70,132,12
35,5310,34.5,0,124,100,82,114,12
36,2600,31.33,0,104,40,74,158,12
37,224,30.75,6,72,80,71,140,12
38,2554,27.66,6,84,80,62,134,12
