Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,857,22.00,460.00,492.00,300.00,337.00,11-1-0,0,12
2,3688,19.00,440.00,607.00,280.00,301.00,9-2-1,0,12
3,4827,18.00,390.00,267.00,210.00,150.00,9-3-0,0,12
4,3602,18.00,260.00,454.00,250.00,346.00,9-3-0,0,12
5,1596,17.00,220.00,375.00,210.00,279.00,8-3-1,0,12
6,1711,16.00,410.00,376.00,220.00,165.00,8-4-0,0,12
7,4391,16.00,320.00,520.00,240.00,195.00,8-4-0,0,12
8,2246,16.00,240.00,352.00,240.00,449.00,8-4-0,0,12
9,3618,15.00,290.00,503.00,260.00,314.00,7-4-1,0,12
10,1322,15.00,270.00,365.00,300.00,198.00,7-4-1,0,12
11,4376,14.00,320.00,428.00,280.00,222.00,7-5-0,0,12
12,5086,14.00,260.00,406.00,250.00,133.00,7-5-0,0,12
13,5175,14.00,250.00,366.00,110.00,235.00,7-5-0,0,12
14,5247,14.00,250.00,349.00,120.00,216.00,7-5-0,0,12
15,5230,14.00,230.00,378.00,170.00,172.00,7-5-0,0,12
16,4835,13.00,240.00,384.00,160.00,209.00,6-5-1,0,12
17,4988,12.00,420.00,378.00,210.00,255.00,6-6-0,0,12
18,4715,12.00,370.00,357.00,100.00,306.00,6-6-0,0,12
19,4398,12.00,320.00,379.00,130.00,335.00,6-6-0,0,12
20,3886,12.00,310.00,368.00,140.00,245.00,6-6-0,0,12
21,5110,12.00,250.00,346.00,160.00,333.00,6-6-0,0,12
22,3537,12.00,240.00,350.00,140.00,302.00,6-6-0,0,12
23,835,12.00,200.00,459.00,200.00,324.00,6-6-0,0,12
24,94,12.00,180.00,468.00,200.00,145.00,6-6-0,0,12
25,3767,10.00,340.00,375.00,250.00,225.00,5-7-0,0,12
26,5314,10.00,300.00,479.00,130.00,255.00,5-7-0,0,12
27,4970,10.00,280.00,368.00,150.00,189.00,5-7-0,0,12
28,4392,10.00,280.00,317.00,170.00,241.00,5-7-0,0,12
29,5213,10.00,230.00,430.00,170.00,297.00,5-7-0,0,12
30,5183,10.00,220.00,403.00,150.00,220.00,5-7-0,0,12
31,1684,8.00,400.00,453.00,150.00,187.00,4-8-0,0,12
32,2586,8.00,360.00,359.00,150.00,177.00,4-8-0,0,12
33,4375,8.00,340.00,366.00,110.00,155.00,4-8-0,0,12
34,4983,8.00,260.00,318.00,90.00,103.00,4-8-0,0,12
35,4995,8.00,220.00,397.00,180.00,166.00,4-8-0,0,12
36,3603,8.00,190.00,328.00,170.00,107.00,4-8-0,0,12
37,1896,7.00,140.00,355.00,110.00,268.00,3-8-1,0,12
38,5223,6.00,200.00,265.00,140.00,114.00,3-7-0,2,12
39,3639,4.00,300.00,327.00,110.00,273.00,2-10-0,0,12
40,5072,2.00,260.00,278.00,120.00,129.00,1-11-0,0,12
