Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,558,32.0,214.0,125.0,144.0,605.0,10-2-0,12
2,1099,31.0,202.0,120.0,120.0,565.0,10-2-0,12
3,177,28.0,212.0,110.0,146.0,570.0,9-3-0,12
4,230,25.0,192.0,115.0,132.0,565.0,8-4-0,12
5,3314,24.0,260.0,125.0,141.0,590.0,8-4-0,12
6,348,24.0,236.0,110.0,93.0,560.0,8-4-0,12
7,155,24.0,218.0,100.0,117.0,530.0,9-3-0,12
8,176,23.0,202.0,100.0,132.0,520.0,8-4-0,12
9,3464,22.0,240.0,125.0,92.0,540.0,7-5-0,12
10,999,21.0,200.0,105.0,119.0,510.0,7-5-0,12
11,236,21.0,186.0,105.0,89.0,505.0,7-5-0,12
12,2836,21.0,92.0,135.0,60.0,460.0,7-5-0,12
13,4055,20.0,182.0,100.0,94.0,520.0,6-6-0,12
14,1991,19.0,230.0,110.0,98.0,585.0,5-7-0,12
15,4572,19.0,230.0,75.0,70.0,535.0,6-6-0,12
16,5686,19.0,196.0,95.0,62.0,560.0,5-7-0,12
17,3654,19.0,150.0,100.0,87.0,455.0,6-6-0,12
18,5746,18.0,204.0,105.0,94.0,520.0,6-6-0,12
19,571,17.0,242.0,90.0,56.0,545.0,6-6-0,12
20,4557,17.0,224.0,70.0,45.0,530.0,6-6-0,12
21,1124,17.0,220.0,100.0,217.0,475.0,7-5-0,12
22,3780,17.0,178.0,60.0,58.0,440.0,6-4-0,12
23,2785,16.0,226.0,105.0,73.0,535.0,5-7-0,12
24,3634,16.0,170.0,95.0,98.0,500.0,5-7-0,12
25,5856,15.0,214.0,110.0,78.0,505.0,5-7-0,12
26,2064,15.0,208.0,180.0,80.0,505.0,5-7-0,12
27,2170,15.0,148.0,115.0,79.0,495.0,4-8-0,12
28,4628,15.0,146.0,100.0,62.0,455.0,5-6-0,12
29,3525,14.0,234.0,70.0,50.0,535.0,4-8-0,12
30,1071,14.0,226.0,80.0,84.0,485.0,5-7-0,12
31,3718,14.0,140.0,100.0,85.0,410.0,5-7-0,12
32,3719,13.0,192.0,90.0,63.0,465.0,5-7-0,12
33,5129,13.0,116.0,105.0,68.0,400.0,5-7-0,12
34,228,12.0,152.0,100.0,82.0,510.0,3-9-0,12
35,178,9.0,182.0,100.0,50.0,445.0,3-9-0,12
36,3104,9.0,140.0,90.0,57.0,365.0,4-8-0,12
37,1027,9.0,92.0,35.0,35.0,300.0,3-6-0,12
38,5142,8.0,110.0,65.0,65.0,365.0,2-8-0,12
