Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1481,34.0,242.0,165.0,151.0,620.0,10-2-0,12
2,3098,32.0,202.0,185.0,158.0,575.0,11-1-0,12
3,5567,31.0,220.0,190.0,75.0,635.0,10-2-0,12
4,123,29.0,252.0,140.0,148.0,600.0,9-2-1,12
5,1701,28.0,244.0,225.0,173.0,630.0,8-4-0,12
6,5053,28.0,224.0,125.0,121.0,590.0,9-3-0,12
7,4680,28.0,222.0,170.0,89.0,665.0,8-4-0,12
8,910,28.0,188.0,130.0,102.0,565.0,10-2-0,12
9,818,25.0,192.0,155.0,106.0,605.0,6-5-1,12
10,1189,24.0,191.0,130.0,232.0,510.0,7-3-2,12
11,3632,23.0,254.0,120.0,55.0,590.0,7-5-0,12
12,245,23.0,224.0,100.0,169.0,570.0,8-4-0,12
13,5478,22.0,192.0,140.0,90.0,540.0,7-5-0,12
14,453,22.0,184.0,140.0,52.0,575.0,5-6-1,12
15,3398,21.0,243.0,105.0,67.0,575.0,6-5-1,12
16,2673,21.0,230.0,110.0,103.0,585.0,7-5-0,12
17,503,20.0,188.0,175.0,110.0,520.0,7-5-0,12
18,4815,20.0,159.0,110.0,48.0,505.0,5-6-1,12
19,5555,20.0,139.0,115.0,99.0,445.0,7-4-0,12
20,815,19.0,136.0,145.0,45.0,510.0,6-6-0,12
21,280,18.0,172.0,160.0,63.0,470.0,7-5-0,12
22,5642,16.0,210.0,95.0,47.0,535.0,5-7-0,12
23,5623,16.0,200.0,135.0,37.0,500.0,6-6-0,12
24,4851,16.0,126.0,90.0,79.0,485.0,4-7-1,12
25,3175,16.0,110.0,110.0,111.0,460.0,5-7-0,12
26,5756,15.0,174.0,75.0,62.0,445.0,5-7-0,12
27,4811,15.0,114.0,100.0,56.0,410.0,5-5-0,12
28,2048,14.0,231.0,100.0,97.0,540.0,5-7-0,12
29,6099,13.0,174.0,90.0,53.0,455.0,4-8-0,12
30,5915,12.0,194.0,85.0,49.0,525.0,3-8-1,12
31,5068,12.0,144.0,70.0,39.0,475.0,4-8-0,12
32,6096,12.0,137.0,105.0,56.0,450.0,3-9-0,12
33,5532,12.0,127.0,60.0,36.0,420.0,3-8-1,12
34,3619,11.0,124.0,65.0,49.0,425.0,3-8-0,12
35,2591,11.0,104.0,75.0,58.0,395.0,3-7-0,12
36,4507,11.0,100.0,80.0,23.0,380.0,3-6-1,12
37,5197,10.0,140.0,65.0,55.0,390.0,3-8-1,12
38,3096,10.0,96.0,80.0,56.0,400.0,3-9-0,12
39,5214,8.0,133.0,85.0,78.0,450.0,3-9-0,12
40,5239,5.0,142.0,80.0,43.0,385.0,1-11-0,12
