Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1540,7,0,0,7,14.00,38.57,78
2,488,6,1,0,7,12.00,34.29,64
3,2046,6,1,0,7,12.00,30.86,70
4,100,6,1,0,7,12.00,29.43,58
5,368,6,1,0,7,12.00,26.57,78
6,1359,6,1,0,7,12.00,25.43,68
7,492,6,1,0,7,12.00,21.71,58
8,1891,5,2,0,7,10.00,32.29,68
9,1983,5,2,0,7,10.00,32.00,54
10,1700,5,2,0,7,10.00,31.43,52
11,2605,5,2,0,7,10.00,24.00,68
12,835,5,2,0,7,10.00,23.71,56
13,956,5,2,0,7,10.00,23.14,48
14,1280,5,2,0,7,10.00,22.86,56
15,2635,5,2,0,7,10.00,22.00,40
16,2071,4,3,0,7,8.00,33.14,40
17,2192,4,3,0,7,8.00,31.14,56
18,1778,4,3,0,7,8.00,26.57,50
19,1346,4,3,0,7,8.00,25.71,58
20,847,4,3,0,7,8.00,23.14,54
21,2521,4,3,0,7,8.00,22.86,70
22,1432,4,3,0,7,8.00,22.86,68
23,8,4,3,0,7,8.00,22.86,64
24,2471,4,3,0,7,8.00,20.86,54
25,997,4,3,0,7,8.00,20.86,42
26,1569,3,4,0,7,6.00,29.14,52
27,1823,3,4,0,7,6.00,28.86,64
28,2550,3,4,0,7,6.00,28.57,68
29,668,3,4,0,7,6.00,25.14,78
30,2374,3,4,0,7,6.00,25.14,40
31,2122,3,4,0,7,6.00,24.57,68
32,955,3,4,0,7,6.00,23.71,58
33,2594,3,4,0,7,6.00,23.14,54
34,1425,3,4,0,7,6.00,21.43,54
35,1294,3,4,0,7,6.00,20.57,42
36,957,3,4,0,7,6.00,20.00,40
37,473,3,4,0,7,6.00,19.14,52
38,1595,3,4,0,7,6.00,15.71,34
39,1571,3,4,0,7,6.00,14.86,42
40,2542,2,5,0,7,4.00,27.43,46
41,1887,2,5,0,7,4.00,26.86,64
42,1130,2,5,0,7,4.00,25.71,58
43,2273,2,5,0,7,4.00,21.71,64
44,2130,2,5,0,7,4.00,21.43,42
45,2517,2,5,0,7,4.00,20.29,44
46,2411,2,5,0,7,4.00,20.29,42
47,114,2,5,0,7,4.00,16.29,64
48,2147,2,5,0,7,4.00,15.71,32
49,1087,2,5,0,7,4.00,15.14,42
50,1318,2,5,0,7,4.00,14.29,64
51,360,1,6,0,7,2.00,28.86,48
52,1510,1,6,0,7,2.00,25.43,42
53,753,1,6,0,7,2.00,24.29,38
54,2002,1,6,0,7,2.00,20.00,34
55,581,1,6,0,7,2.00,15.43,58
