Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,4464,14.00,250.00,70.00,226.00,7-1-0,0,8
2,116,14.00,188.00,140.00,323.00,7-1-0,0,8
3,612,14.00,180.00,140.00,315.00,7-1-0,0,8
4,422,13.00,224.00,80.00,272.00,6-1-1,0,8
5,79,13.00,202.00,140.00,292.00,6-1-1,0,8
6,2974,13.00,192.00,120.00,253.00,6-1-1,0,8
7,2415,12.00,208.00,80.00,299.00,6-2-0,0,8
8,836,12.00,198.00,260.00,150.00,6-2-0,0,8
9,620,12.00,186.00,100.00,164.00,6-2-0,0,8
10,2534,12.00,170.00,100.00,230.00,6-2-0,0,8
11,138,12.00,132.00,110.00,213.00,6-2-0,0,8
12,2961,12.00,94.00,70.00,188.00,6-2-0,0,8
13,1719,11.00,196.00,60.00,215.00,5-2-1,0,8
14,2642,11.00,160.00,140.00,345.00,5-2-1,0,8
15,623,10.00,182.00,60.00,105.00,5-3-0,0,8
16,611,10.00,180.00,80.00,151.00,5-3-0,0,8
17,3123,10.00,162.00,80.00,208.00,5-3-0,0,8
18,1123,10.00,152.00,90.00,113.00,5-3-0,0,8
19,379,10.00,134.00,130.00,281.00,5-3-0,0,8
20,1195,10.00,118.00,70.00,157.00,5-3-0,0,8
21,2963,10.00,118.00,60.00,175.00,5-3-0,0,8
22,4242,10.00,98.00,100.00,112.00,5-3-0,0,8
23,2630,9.00,164.00,50.00,366.00,4-3-1,0,8
24,4821,9.00,158.00,50.00,225.00,4-3-1,0,8
25,2377,9.00,134.00,100.00,149.00,4-3-1,0,8
26,1735,8.00,172.00,70.00,170.00,4-4-0,0,8
27,166,8.00,158.00,100.00,126.00,4-4-0,0,8
28,1731,8.00,146.00,80.00,236.00,4-4-0,0,8
29,4067,8.00,146.00,70.00,124.00,4-4-0,0,8
30,2537,8.00,134.00,110.00,101.00,4-4-0,0,8
31,4137,8.00,126.00,70.00,142.00,4-4-0,0,8
32,383,8.00,114.00,90.00,239.00,4-4-0,0,8
33,1849,8.00,108.00,60.00,76.00,4-4-0,0,8
34,3941,8.00,104.00,200.00,206.00,4-4-0,0,8
35,339,7.00,130.00,100.00,149.00,3-4-1,0,8
36,4456,7.00,114.00,90.00,80.00,3-4-1,0,8
37,4466,6.00,168.00,140.00,225.00,3-5-0,0,8
38,1885,6.00,156.00,50.00,171.00,3-5-0,0,8
39,2964,6.00,144.00,90.00,170.00,3-4-0,1,8
40,1389,6.00,108.00,120.00,184.00,3-5-0,0,8
41,686,6.00,108.00,100.00,223.00,3-5-0,0,8
42,2421,6.00,108.00,80.00,83.00,3-5-0,0,8
43,2912,6.00,94.00,80.00,149.00,3-5-0,0,8
44,2911,6.00,60.00,60.00,138.00,3-5-0,0,8
45,1418,5.00,164.00,130.00,188.00,2-5-1,0,8
46,2121,4.00,122.00,50.00,107.00,2-5-0,1,8
47,1522,4.00,108.00,100.00,178.00,2-6-0,0,8
48,2914,4.00,94.00,40.00,68.00,2-6-0,0,8
49,2186,4.00,84.00,80.00,112.00,2-6-0,0,8
50,53,4.00,80.00,110.00,147.00,2-6-0,0,8
51,2900,4.00,72.00,80.00,109.00,2-6-0,0,8
52,615,4.00,68.00,100.00,73.00,2-6-0,0,8
53,1915,4.00,64.00,140.00,162.00,2-6-0,0,8
54,1748,2.00,108.00,60.00,131.00,1-7-0,0,8
55,709,2.00,108.00,60.00,80.00,1-7-0,0,8
56,614,2.00,70.00,50.00,149.00,1-7-0,0,8
57,2849,2.00,58.00,40.00,56.00,1-7-0,0,8
58,1446,1.00,66.00,50.00,105.00,0-7-1,0,8
