Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,118,18.00,228.00,110.00,397.00,9-1-0,0,10
2,1477,18.00,178.00,160.00,237.00,9-1-0,0,10
3,57,18.00,134.00,200.00,246.00,9-1-0,0,10
4,148,16.00,168.00,140.00,323.00,8-2-0,0,10
5,624,16.00,158.00,160.00,269.00,8-2-0,0,10
6,4587,15.00,90.00,230.00,102.00,7-2-1,0,10
7,3741,14.00,196.00,60.00,177.00,7-3-0,0,10
8,4328,14.00,162.00,100.00,233.00,7-3-0,0,10
9,231,14.00,152.00,140.00,292.00,7-3-0,0,10
10,704,14.00,142.00,140.00,197.00,7-3-0,0,10
11,3961,14.00,102.00,110.00,180.00,7-3-0,0,10
12,441,14.00,94.00,80.00,169.00,7-3-0,0,10
13,2582,14.00,86.00,340.00,99.00,7-3-0,0,10
14,2438,14.00,74.00,140.00,153.00,7-3-0,0,10
15,2587,12.00,206.00,90.00,375.00,6-4-0,0,10
16,2936,12.00,158.00,180.00,168.00,6-4-0,0,10
17,1429,12.00,146.00,150.00,170.00,6-4-0,0,10
18,2585,12.00,132.00,110.00,139.00,6-4-0,0,10
19,4731,12.00,122.00,110.00,174.00,6-4-0,0,10
20,4589,12.00,84.00,140.00,155.00,6-4-0,0,10
21,4689,12.00,72.00,150.00,145.00,6-4-0,0,10
22,3666,12.00,56.00,150.00,167.00,6-4-0,0,10
23,3847,11.00,118.00,100.00,144.00,5-4-1,0,10
24,3103,10.00,140.00,130.00,93.00,5-5-0,0,10
25,3335,10.00,136.00,70.00,150.00,5-5-0,0,10
26,1801,10.00,132.00,120.00,126.00,5-5-0,0,10
27,2881,10.00,124.00,90.00,80.00,5-5-0,0,10
28,3481,10.00,110.00,80.00,127.00,5-5-0,0,10
29,192,10.00,108.00,150.00,244.00,5-5-0,0,10
30,3526,10.00,108.00,50.00,106.00,5-5-0,0,10
31,418,10.00,92.00,140.00,151.00,5-5-0,0,10
32,3696,9.00,94.00,50.00,179.00,4-5-1,0,10
33,4355,8.00,162.00,180.00,138.00,4-6-0,0,10
34,3730,8.00,126.00,140.00,149.00,4-6-0,0,10
35,3672,8.00,92.00,170.00,174.00,4-6-0,0,10
36,457,8.00,90.00,130.00,126.00,4-6-0,0,10
37,4155,8.00,86.00,110.00,113.00,4-6-0,0,10
38,4295,8.00,84.00,110.00,96.00,4-6-0,0,10
39,4346,8.00,30.00,150.00,105.00,4-6-0,0,10
40,3735,7.00,90.00,130.00,100.00,3-6-1,0,10
41,1865,7.00,60.00,80.00,85.00,3-6-1,0,10
42,4746,6.00,102.00,120.00,83.00,3-7-0,0,10
43,2882,6.00,80.00,140.00,182.00,3-7-0,0,10
44,2737,6.00,80.00,60.00,148.00,3-7-0,0,10
45,653,6.00,74.00,70.00,71.00,3-3-0,4,10
46,2789,6.00,68.00,140.00,92.00,3-7-0,0,10
47,4280,6.00,68.00,80.00,143.00,3-7-0,0,10
48,3833,6.00,66.00,80.00,184.00,3-7-0,0,10
49,3516,6.00,66.00,80.00,133.00,3-6-0,1,10
50,2982,6.00,56.00,90.00,73.00,3-6-0,1,10
51,3305,5.00,22.00,90.00,38.00,2-6-1,1,10
52,3035,4.00,84.00,50.00,111.00,2-8-0,0,10
53,4672,4.00,76.00,80.00,130.00,2-8-0,0,10
54,1255,4.00,74.00,100.00,89.00,2-7-0,1,10
55,3612,4.00,64.00,110.00,84.00,2-8-0,0,10
56,3728,4.00,36.00,60.00,91.00,2-6-0,2,10
57,4639,2.00,54.00,100.00,55.00,1-9-0,0,10
