Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,4564,82.5,12,236,360,150,286,12
2,348,82.41,6,248,380,157,210,12
3,58,81.75,12,248,340,201,204,12
4,5687,73.33,0,244,300,124,242,12
5,3525,73.33,8,216,240,186,248,12
6,4906,72.08,8,164,380,167,170,12
7,5782,71.75,0,84,440,159,190,12
8,133,71.0,20,164,360,136,184,12
9,172,65.25,4,112,360,163,162,12
10,3451,63.58,14,160,260,135,224,12
11,5122,61.91,4,176,280,95,200,12
12,3597,61.41,0,156,200,161,226,12
13,4041,60.08,16,120,280,131,176,12
14,5506,59.33,0,132,300,124,192,12
15,95,58.75,12,192,200,129,172,12
16,4925,58.08,0,124,280,125,174,12
17,5471,57.58,16,96,340,117,134,12
18,1922,56.58,4,104,240,165,184,12
19,3930,56.41,0,108,240,77,258,12
20,3585,56.16,0,108,300,82,190,12
21,3609,55.91,0,104,220,133,220,12
22,5494,55.83,0,108,300,90,198,12
23,2648,53.5,0,140,200,102,206,12
24,69,53.25,0,152,240,115,140,12
25,4042,53.0,0,100,240,120,188,12
26,4958,52.5,6,108,220,122,180,12
27,5286,50.0,0,120,240,102,174,12
28,5265,48.91,8,112,200,147,150,12
29,3461,48.66,6,152,180,96,162,12
30,4473,47.66,0,88,240,104,158,12
31,4555,34.66,0,40,160,90,156,12
