Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,4216,37.0,320.0,160.0,212.0,655.0,11-1-0,12
2,3234,33.0,286.0,230.0,162.0,635.0,10-2-0,12
3,3641,33.0,232.0,150.0,270.0,610.0,9-3-0,12
4,4395,32.0,300.0,175.0,206.0,605.0,9-3-0,12
5,2771,30.0,298.0,100.0,363.0,600.0,10-2-0,12
6,3452,30.0,270.0,140.0,259.0,630.0,9-3-0,12
7,6093,29.0,312.0,155.0,121.0,655.0,8-4-0,12
8,6190,26.0,288.0,160.0,214.0,605.0,8-4-0,12
9,5204,26.0,256.0,235.0,91.0,585.0,8-4-0,12
10,3536,25.0,314.0,140.0,286.0,560.0,9-3-0,12
11,5853,25.0,272.0,160.0,86.0,615.0,7-5-0,12
12,5067,25.0,247.0,120.0,131.0,620.0,7-5-0,12
13,5194,24.0,298.0,125.0,202.0,630.0,7-5-0,12
14,6101,24.0,264.0,125.0,203.0,610.0,5-7-0,12
15,5524,23.0,256.0,130.0,104.0,610.0,7-5-0,12
16,66,23.0,238.0,120.0,180.0,560.0,7-5-0,12
17,5205,22.0,266.0,165.0,250.0,560.0,6-6-0,12
18,6150,21.0,280.0,140.0,117.0,575.0,6-6-0,12
19,6092,21.0,254.0,150.0,92.0,625.0,5-7-0,12
20,5523,21.0,240.0,135.0,122.0,600.0,6-6-0,12
21,6053,21.0,224.0,145.0,76.0,565.0,6-6-0,12
22,5197,21.0,194.0,125.0,94.0,530.0,5-7-0,12
23,5901,20.0,262.0,175.0,38.0,620.0,5-7-0,12
24,5697,19.0,308.0,145.0,134.0,615.0,5-7-0,12
25,5535,19.0,261.0,170.0,95.0,610.0,5-7-0,12
26,6208,19.0,256.0,125.0,69.0,625.0,5-7-0,12
27,1504,17.0,271.0,100.0,90.0,580.0,5-7-0,12
28,5577,17.0,262.0,115.0,78.0,595.0,4-8-0,12
29,4851,17.0,242.0,95.0,120.0,545.0,5-7-0,12
30,3322,17.0,222.0,110.0,104.0,530.0,5-7-0,12
31,4507,17.0,180.0,110.0,107.0,560.0,5-7-0,12
32,5008,16.0,268.0,150.0,105.0,595.0,4-8-0,12
33,2224,16.0,178.0,115.0,100.0,540.0,4-8-0,12
34,5225,16.0,152.0,130.0,102.0,440.0,6-6-0,12
35,4854,14.0,230.0,95.0,39.0,515.0,4-8-0,12
36,5533,13.0,250.0,100.0,102.0,540.0,3-9-0,12
37,6096,13.0,189.0,105.0,135.0,470.0,3-9-0,12
38,2673,12.0,218.0,115.0,109.0,555.0,3-9-0,12
39,5215,8.0,272.0,90.0,108.0,550.0,2-10-0,12
40,5065,7.0,180.0,85.0,80.0,465.0,2-10-0,12
