Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,225,142.25,160,468,400,311,392,12
2,316,116.08,24,480,300,211,378,12
3,2607,104.16,44,372,320,182,344,12
4,365,103.5,72,316,340,248,302,12
5,87,96.16,44,264,300,174,384,12
6,272,93.33,56,412,220,150,360,12
7,321,92.41,16,284,360,181,280,12
8,3929,91.66,32,272,360,188,278,12
9,5404,91.33,68,304,300,144,292,12
10,3974,91.0,46,272,320,194,266,12
11,484,87.25,52,280,320,127,286,12
12,708,86.08,10,256,340,189,256,12
13,4637,82.16,40,252,260,166,268,12
14,103,81.66,30,312,220,132,304,12
15,1143,78.58,36,184,340,199,208,12
16,5420,78.33,20,200,360,164,214,12
17,1712,78.25,20,180,340,149,256,12
18,433,78.25,32,248,280,111,286,12
19,4575,77.08,0,240,160,163,380,12
20,4954,76.08,0,224,320,95,298,12
21,4460,75.16,24,192,340,92,254,12
22,4750,73.91,8,176,200,257,246,12
23,5457,72.08,58,152,260,165,248,12
24,5401,71.5,24,180,280,156,236,12
25,423,71.33,16,156,260,108,328,12
26,1495,70.0,36,172,220,110,308,12
27,709,69.5,26,152,320,166,206,12
28,2539,69.16,48,208,180,126,274,12
29,1168,68.5,4,244,280,96,246,12
30,357,63.58,24,152,280,95,224,12
31,5733,62.16,12,152,320,108,196,12
32,1791,62.16,36,140,280,116,216,12
33,4454,61.33,30,52,260,186,226,12
34,1391,60.75,28,188,280,59,210,12
35,4342,57.16,30,180,160,130,228,12
