Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,624,18.00,248.00,190.00,355.00,9-0-0,0,9
2,4452,18.00,192.00,200.00,309.00,9-0-0,0,9
3,1261,16.00,174.00,180.00,314.00,8-1-0,0,9
4,281,16.00,90.00,180.00,178.00,8-1-0,0,9
5,2415,15.00,132.00,110.00,270.00,7-1-1,0,9
6,2974,14.00,144.00,140.00,346.00,7-2-0,0,9
7,4509,12.00,216.00,140.00,283.00,6-3-0,0,9
8,1648,12.00,206.00,120.00,243.00,6-3-0,0,9
9,1746,12.00,172.00,220.00,70.00,6-3-0,0,9
10,4026,12.00,168.00,110.00,170.00,6-3-0,0,9
11,1002,12.00,156.00,70.00,169.00,6-3-0,0,9
12,1319,12.00,150.00,190.00,273.00,6-3-0,0,9
13,1683,12.00,146.00,70.00,184.00,6-3-0,0,9
14,1127,12.00,134.00,100.00,120.00,6-3-0,0,9
15,3489,12.00,132.00,160.00,190.00,6-3-0,0,9
16,3139,12.00,118.00,120.00,146.00,6-3-0,0,9
17,3581,12.00,116.00,170.00,178.00,6-3-0,0,9
18,4749,12.00,116.00,90.00,201.00,6-3-0,0,9
19,4188,12.00,110.00,140.00,166.00,6-3-0,0,9
20,3091,12.00,90.00,40.00,109.00,6-3-0,0,9
21,2973,11.00,98.00,50.00,155.00,5-3-1,0,9
22,4080,10.00,160.00,150.00,216.00,5-4-0,0,9
23,3265,10.00,136.00,130.00,105.00,5-4-0,0,9
24,4701,10.00,120.00,70.00,252.00,5-4-0,0,9
25,1466,10.00,112.00,120.00,132.00,5-4-0,0,9
26,3329,10.00,112.00,110.00,185.00,5-4-0,0,9
27,3344,10.00,112.00,70.00,156.00,5-4-0,0,9
28,3573,10.00,106.00,80.00,119.00,5-4-0,0,9
29,4148,10.00,90.00,30.00,82.00,5-4-0,0,9
30,4516,10.00,66.00,80.00,87.00,5-4-0,0,9
31,4112,9.00,44.00,110.00,245.00,4-4-1,0,9
32,343,8.00,98.00,120.00,223.00,4-5-0,0,9
33,3600,8.00,92.00,120.00,123.00,4-5-0,0,9
34,4468,8.00,92.00,80.00,156.00,4-5-0,0,9
35,1311,8.00,82.00,150.00,129.00,3-4-2,0,9
36,3694,8.00,82.00,130.00,99.00,4-5-0,0,9
37,3651,8.00,68.00,60.00,78.00,4-5-0,0,9
38,1414,8.00,62.00,60.00,149.00,4-5-0,0,9
39,1877,7.00,84.00,50.00,105.00,3-3-1,2,9
40,4149,6.00,78.00,50.00,106.00,3-3-0,3,9
41,4566,6.00,66.00,50.00,142.00,3-6-0,0,9
42,3815,6.00,62.00,70.00,127.00,3-6-0,0,9
43,4730,6.00,56.00,110.00,178.00,3-4-0,2,9
44,4459,6.00,54.00,60.00,115.00,3-6-0,0,9
45,4195,6.00,38.00,80.00,199.00,3-6-0,0,9
46,4193,5.00,78.00,70.00,100.00,2-6-1,0,9
47,1795,5.00,70.00,140.00,158.00,2-6-1,0,9
48,4163,5.00,56.00,100.00,101.00,2-6-1,0,9
49,1379,5.00,56.00,90.00,66.00,2-6-1,0,9
50,2918,4.00,156.00,90.00,99.00,2-7-0,0,9
51,3318,4.00,104.00,70.00,96.00,2-7-0,0,9
52,4189,4.00,94.00,140.00,95.00,2-7-0,0,9
53,4510,4.00,88.00,70.00,123.00,2-5-0,2,9
54,590,4.00,80.00,20.00,75.00,2-7-0,0,9
55,832,4.00,56.00,60.00,123.00,2-7-0,0,9
56,4240,4.00,40.00,80.00,138.00,2-5-0,2,9
57,4621,4.00,38.00,70.00,134.00,2-6-0,1,9
58,3224,3.00,56.00,40.00,89.00,1-7-1,0,9
59,4235,3.00,48.00,80.00,121.00,1-7-1,0,9
60,3635,2.00,88.00,50.00,120.00,1-8-0,0,9
