Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1781,18.00,246.00,170.00,329.00,9-1-0,0,10
2,2338,18.00,170.00,160.00,509.00,9-1-0,0,10
3,111,17.00,352.00,220.00,398.00,8-1-1,0,10
4,1625,17.00,226.00,140.00,412.00,8-1-1,0,10
5,71,16.00,244.00,300.00,256.00,8-2-0,0,10
6,2512,16.00,228.00,120.00,541.00,8-2-0,0,10
7,3061,16.00,214.00,110.00,426.00,8-2-0,0,10
8,3067,16.00,188.00,220.00,355.00,8-2-0,0,10
9,101,16.00,178.00,170.00,227.00,7-1-2,0,10
10,4096,16.00,162.00,180.00,314.00,8-2-0,0,10
11,648,14.00,240.00,220.00,184.00,7-3-0,0,10
12,3940,14.00,164.00,260.00,212.00,7-3-0,0,10
13,3135,14.00,140.00,200.00,219.00,7-3-0,0,10
14,1091,13.00,160.00,140.00,206.00,6-3-1,0,10
15,4241,12.00,214.00,150.00,138.00,6-4-0,0,10
16,4302,12.00,192.00,210.00,290.00,6-4-0,0,10
17,2704,12.00,192.00,70.00,159.00,6-4-0,0,10
18,2905,12.00,170.00,150.00,175.00,6-4-0,0,10
19,2010,12.00,168.00,140.00,168.00,6-4-0,0,10
20,2194,10.00,178.00,150.00,173.00,4-4-2,0,10
21,677,10.00,166.00,180.00,202.00,5-5-0,0,10
22,2451,10.00,158.00,190.00,313.00,5-5-0,0,10
23,2358,10.00,158.00,90.00,224.00,5-5-0,0,10
24,4551,10.00,146.00,90.00,196.00,5-5-0,0,10
25,4292,10.00,136.00,190.00,195.00,5-5-0,0,10
26,3488,10.00,128.00,140.00,222.00,5-5-0,0,10
27,4324,10.00,98.00,130.00,123.00,5-5-0,0,10
28,4645,9.00,162.00,60.00,191.00,4-5-1,0,10
29,2709,9.00,128.00,130.00,135.00,4-5-1,0,10
30,3110,9.00,120.00,90.00,136.00,4-5-1,0,10
31,2039,8.00,186.00,120.00,147.00,4-6-0,0,10
32,2022,8.00,166.00,110.00,137.00,4-6-0,0,10
33,1739,8.00,140.00,80.00,300.00,4-6-0,0,10
34,2151,8.00,140.00,60.00,173.00,4-6-0,0,10
35,3695,8.00,128.00,150.00,145.00,4-6-0,0,10
36,3352,8.00,128.00,110.00,169.00,4-6-0,0,10
37,1850,8.00,114.00,120.00,91.00,4-6-0,0,10
38,3936,8.00,112.00,160.00,139.00,4-6-0,0,10
39,2781,8.00,90.00,170.00,121.00,4-6-0,0,10
40,4702,8.00,88.00,150.00,186.00,4-6-0,0,10
41,1675,7.00,144.00,90.00,223.00,3-6-1,0,10
42,3197,6.00,136.00,90.00,112.00,3-7-0,0,10
43,3177,6.00,120.00,80.00,204.00,3-6-0,1,10
44,4676,6.00,114.00,110.00,147.00,3-7-0,0,10
45,2115,6.00,88.00,80.00,145.00,3-7-0,0,10
46,4787,4.00,122.00,60.00,152.00,2-8-0,0,10
47,2725,4.00,114.00,70.00,158.00,2-8-0,0,10
48,3646,4.00,110.00,70.00,88.00,2-8-0,0,10
49,3390,4.00,102.00,100.00,78.00,2-8-0,0,10
50,2803,4.00,86.00,70.00,90.00,2-7-0,1,10
51,2136,4.00,82.00,70.00,139.00,2-8-0,0,10
52,2432,3.00,76.00,100.00,81.00,1-7-1,1,10
53,4081,2.00,132.00,60.00,66.00,1-9-0,0,10
