Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,118,22.00,790.00,572.00,170.00,556.00,11-0-0,0,11
2,1986,20.00,700.00,587.00,190.00,553.00,10-1-0,0,11
3,4522,20.00,530.00,467.00,350.00,730.00,10-1-0,0,11
4,1775,20.00,460.00,503.00,260.00,512.00,10-1-0,0,11
5,1806,18.00,580.00,408.00,230.00,193.00,9-2-0,0,11
6,3528,18.00,400.00,491.00,200.00,483.00,9-2-0,0,11
7,1730,16.00,570.00,427.00,270.00,472.00,8-3-0,0,11
8,1810,16.00,460.00,465.00,220.00,424.00,8-3-0,0,11
9,3928,16.00,370.00,435.00,220.00,423.00,8-3-0,0,11
10,5119,16.00,300.00,358.00,170.00,202.00,8-3-0,0,11
11,3612,16.00,190.00,438.00,130.00,643.00,8-3-0,0,11
12,1825,14.00,380.00,381.00,220.00,513.00,7-4-0,0,11
13,3172,14.00,340.00,277.00,70.00,395.00,7-4-0,0,11
14,2164,14.00,320.00,386.00,160.00,387.00,7-4-0,0,11
15,5013,14.00,310.00,352.00,90.00,397.00,7-4-0,0,11
16,1982,14.00,260.00,492.00,190.00,290.00,7-4-0,0,11
17,1997,14.00,220.00,321.00,130.00,374.00,7-4-0,0,11
18,1987,13.00,450.00,517.00,200.00,421.00,6-4-1,0,11
19,2410,12.00,430.00,258.00,160.00,485.00,6-5-0,0,11
20,2345,12.00,390.00,349.00,140.00,207.00,6-5-0,0,11
21,4646,12.00,380.00,298.00,180.00,447.00,6-5-0,0,11
22,1802,12.00,270.00,506.00,130.00,307.00,6-5-0,0,11
23,1769,12.00,250.00,453.00,160.00,373.00,6-5-0,0,11
24,5082,12.00,170.00,312.00,160.00,480.00,6-5-0,0,11
25,1785,10.00,300.00,377.00,130.00,161.00,5-6-0,0,11
26,2167,10.00,290.00,381.00,80.00,453.00,5-6-0,0,11
27,1764,10.00,280.00,326.00,110.00,311.00,5-6-0,0,11
28,2457,10.00,240.00,399.00,180.00,423.00,5-6-0,0,11
29,935,10.00,220.00,439.00,150.00,326.00,5-6-0,0,11
30,4959,10.00,220.00,327.00,50.00,390.00,5-6-0,0,11
31,4455,10.00,220.00,311.00,220.00,291.00,5-6-0,0,11
32,1777,10.00,200.00,336.00,100.00,342.00,5-6-0,0,11
33,2874,10.00,180.00,431.00,100.00,309.00,5-6-0,0,11
34,3973,10.00,180.00,316.00,90.00,366.00,5-6-0,0,11
35,2001,10.00,160.00,294.00,110.00,281.00,5-6-0,0,11
36,937,10.00,150.00,478.00,90.00,343.00,5-6-0,0,11
37,3485,10.00,110.00,448.00,70.00,193.00,5-6-0,0,11
38,5189,10.00,80.00,314.00,60.00,440.00,5-6-0,0,11
39,1939,8.00,300.00,360.00,140.00,319.00,4-7-0,0,11
40,1827,8.00,260.00,350.00,80.00,511.00,4-7-0,0,11
41,5268,8.00,210.00,312.00,110.00,325.00,4-7-0,0,11
42,2560,8.00,110.00,260.00,80.00,253.00,4-7-0,0,11
43,5126,8.00,100.00,277.00,60.00,305.00,4-7-0,0,11
44,2346,7.00,290.00,320.00,190.00,244.00,3-7-1,0,11
45,1737,7.00,170.00,286.00,100.00,240.00,3-7-1,0,11
46,2353,7.00,160.00,269.00,70.00,259.00,3-7-1,0,11
47,1984,7.00,80.00,249.00,20.00,330.00,3-7-1,0,11
48,1763,6.00,310.00,299.00,160.00,177.00,3-8-0,0,11
49,1847,6.00,240.00,350.00,120.00,172.00,3-8-0,0,11
50,5098,6.00,240.00,350.00,100.00,250.00,3-8-0,0,11
51,1723,6.00,220.00,361.00,150.00,280.00,3-8-0,0,11
52,2335,6.00,210.00,299.00,100.00,274.00,3-8-0,0,11
53,5141,6.00,200.00,195.00,50.00,386.00,3-8-0,0,11
54,4809,6.00,150.00,286.00,90.00,207.00,3-8-0,0,11
55,2357,6.00,130.00,404.00,70.00,273.00,3-8-0,0,11
56,938,6.00,130.00,261.00,60.00,361.00,3-8-0,0,11
57,932,5.00,120.00,359.00,70.00,313.00,2-8-1,0,11
58,1994,4.00,260.00,298.00,50.00,284.00,2-9-0,0,11
