Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,4988,33.0,338.0,180.0,191.0,660.0,9-3-0,12
2,3688,32.0,320.0,155.0,303.0,650.0,10-2-0,12
3,74,32.0,318.0,265.0,194.0,645.0,8-2-2,12
4,6075,31.0,346.0,190.0,150.0,680.0,9-2-1,12
5,5230,31.0,288.0,145.0,300.0,615.0,9-3-0,12
6,4956,31.0,264.0,160.0,109.0,645.0,8-2-2,12
7,5878,28.0,288.0,195.0,184.0,635.0,7-5-0,12
8,5086,28.0,282.0,140.0,148.0,645.0,8-4-0,12
9,6097,26.0,324.0,145.0,107.0,680.0,7-5-0,12
10,6121,26.0,290.0,160.0,126.0,680.0,6-5-1,12
11,4835,26.0,268.0,140.0,95.0,640.0,7-3-2,12
12,5505,25.0,314.0,230.0,265.0,610.0,7-4-1,12
13,4391,25.0,314.0,170.0,178.0,620.0,7-4-1,12
14,5072,24.0,318.0,170.0,124.0,665.0,6-6-0,12
15,5525,24.0,312.0,145.0,89.0,655.0,6-5-1,12
16,1896,24.0,274.0,165.0,147.0,620.0,5-5-2,12
17,5603,24.0,254.0,145.0,183.0,625.0,6-5-1,12
18,3767,24.0,216.0,140.0,199.0,625.0,5-5-2,12
19,3414,23.0,342.0,145.0,204.0,615.0,6-6-0,12
20,2246,22.0,312.0,150.0,148.0,640.0,5-6-1,12
21,5562,22.0,290.0,145.0,147.0,665.0,5-6-1,12
22,1711,21.0,288.0,120.0,113.0,610.0,6-5-1,12
23,5257,20.0,304.0,115.0,105.0,620.0,6-6-0,12
24,6005,20.0,286.0,150.0,110.0,595.0,5-7-0,12
25,5213,20.0,280.0,140.0,95.0,655.0,5-7-0,12
26,4398,20.0,278.0,185.0,83.0,640.0,5-7-0,12
27,3886,20.0,270.0,145.0,96.0,645.0,4-7-1,12
28,94,20.0,256.0,145.0,168.0,590.0,4-6-2,12
29,5709,19.0,254.0,130.0,154.0,585.0,4-6-2,12
30,6128,19.0,224.0,135.0,89.0,580.0,5-6-1,12
31,5714,19.0,218.0,145.0,106.0,570.0,3-7-2,12
32,5110,18.0,300.0,160.0,139.0,620.0,4-7-1,12
33,6033,18.0,270.0,140.0,148.0,620.0,4-8-0,12
34,6112,18.0,252.0,160.0,109.0,585.0,5-7-0,12
35,5982,17.0,294.0,125.0,82.0,625.0,3-8-1,12
36,6077,17.0,270.0,125.0,93.0,590.0,4-8-0,12
37,6122,17.0,226.0,150.0,103.0,595.0,4-7-1,12
38,6074,15.0,264.0,140.0,93.0,575.0,3-9-0,12
39,6100,14.0,288.0,100.0,97.0,600.0,3-9-0,12
40,5504,10.0,300.0,130.0,63.0,590.0,2-10-0,12
