Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2056,2.6600000000000001,3754.0,761.0,1460.0,1500.0,614.0,10-2-0,12
2,4907,1.8300000000000001,3160.0,606.0,1560.0,1250.0,120.0,9-3-0,12
3,4976,1.6599999999999999,3551.0,927.0,1740.0,1400.0,156.0,8-4-0,12
4,4039,1.6599999999999999,3482.0,794.0,1760.0,1200.0,87.0,8-4-0,12
5,5406,1.6599999999999999,3413.0,698.0,1540.0,1400.0,218.0,8-4-0,12
6,188,1.6599999999999999,3327.0,910.0,1840.0,1150.0,32.0,8-4-0,12
7,907,1.5,3276.0,629.0,1580.0,1450.0,81.0,8-4-0,12
8,6481,1.5,3208.0,618.0,1620.0,1300.0,73.0,8-4-0,12
9,1334,1.5,3183.0,692.0,1520.0,1250.0,98.0,8-4-0,12
10,5409,1.5,3035.0,492.0,1460.0,1200.0,25.0,8-4-0,12
11,6009,1.4099999999999999,3344.0,740.0,1660.0,1150.0,24.0,8-4-0,12
12,6323,1.4099999999999999,3024.0,511.0,1580.0,1200.0,74.0,7-5-0,12
13,854,1.3300000000000001,3185.0,852.0,1520.0,1350.0,105.0,7-5-0,12
14,6387,1.3300000000000001,3001.0,574.0,1560.0,1100.0,131.0,6-6-0,12
15,1360,1.25,3222.0,786.0,1760.0,1250.0,17.0,6-6-0,12
16,2852,1.25,3211.0,759.0,1500.0,1200.0,246.0,7-5-0,12
17,2386,1.25,3075.0,611.0,1700.0,1050.0,20.0,6-6-0,12
18,5288,1.25,3024.0,818.0,1640.0,1050.0,79.0,5-7-0,12
19,6135,1.25,3018.0,664.0,1480.0,1300.0,48.0,7-5-0,12
20,6070,1.25,2903.0,628.0,1540.0,1050.0,58.0,6-6-0,12
21,4992,1.25,2850.0,454.0,1420.0,1250.0,40.0,7-5-0,12
22,4943,1.25,2544.0,559.0,1280.0,900.0,64.0,7-5-0,12
23,2200,1.1599999999999999,3243.0,614.0,1460.0,1450.0,48.0,7-5-0,12
24,1310,1.1599999999999999,3102.0,917.0,1540.0,1150.0,137.0,6-6-0,12
25,4951,1.1599999999999999,3074.0,552.0,1400.0,1400.0,79.0,7-5-0,12
26,4939,1.0800000000000001,3138.0,711.0,1600.0,1200.0,113.0,5-7-0,12
27,6342,1.0800000000000001,3128.0,626.0,1500.0,1300.0,43.0,6-6-0,12
28,773,1.0800000000000001,2434.0,689.0,1400.0,750.0,44.0,6-6-0,12
29,2702,1.0,3143.0,693.0,1560.0,1250.0,73.0,5-7-0,12
30,3571,0.91000000000000003,2956.0,636.0,1420.0,1250.0,116.0,5-7-0,12
31,4777,0.91000000000000003,2667.0,458.0,1320.0,1050.0,77.0,5-7-0,12
32,6725,0.82999999999999996,3042.0,462.0,1480.0,1250.0,82.0,4-8-0,12
33,4519,0.82999999999999996,2979.0,817.0,1480.0,1200.0,74.0,4-8-0,12
34,771,0.82999999999999996,2632.0,543.0,1520.0,900.0,17.0,4-8-0,12
35,6330,0.82999999999999996,2582.0,376.0,1340.0,950.0,62.0,5-7-0,12
36,4618,0.75,3009.0,663.0,1480.0,1200.0,39.0,4-8-0,12
37,3161,0.75,2721.0,508.0,1420.0,1050.0,61.0,4-8-0,12
38,1374,0.75,2688.0,609.0,1420.0,1000.0,98.0,4-8-0,12
39,6537,0.5,2558.0,417.0,1360.0,900.0,58.0,2-10-0,12
40,6339,0.5,2522.0,492.0,1460.0,800.0,17.0,3-9-0,12
41,4902,0.5,2470.0,490.0,1380.0,800.0,50.0,3-9-0,12
42,6046,0.16,2149.0,527.0,1280.0,600.0,24.0,1-10-0,12
