Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,4488,88.58,0,516,40,125,400,12
2,2550,60.58,4,276,80,115,270,12
3,2471,59.66,0,164,240,72,246,12
4,3711,51.58,4,160,80,217,176,12
5,2521,51.25,6,220,40,159,190,12
6,2635,50.08,0,216,80,121,196,12
7,5468,48.5,4,172,160,128,160,12
8,956,47.25,0,116,200,87,188,12
9,4057,40.08,0,104,160,73,162,12
10,4051,40.08,0,144,80,113,162,12
11,3812,40.08,0,148,40,145,172,12
12,4132,40.0,6,136,120,71,156,12
13,997,39.75,6,128,80,83,186,12
14,5450,39.58,0,112,120,88,158,12
15,4043,39.41,0,92,80,151,150,12
16,2733,36.91,0,128,80,91,156,12
17,3636,34.91,0,148,40,111,132,12
18,4692,34.83,0,100,80,90,154,12
19,1540,34.08,0,100,120,85,140,12
20,3024,33.0,0,96,80,90,142,12
21,753,32.5,0,120,80,110,122,12
22,2811,32.5,0,116,40,78,162,12
23,2517,32.08,0,128,80,73,116,12
24,3192,29.75,0,84,40,81,182,12
25,3673,29.5,0,76,80,102,102,12
26,3131,29.25,0,76,120,52,118,12
27,1510,29.25,0,112,40,85,126,12
28,4662,26.75,0,40,120,39,136,12
29,1571,25.58,0,44,120,57,94,12
30,2411,25.5,0,48,120,46,104,12
31,2093,25.08,0,88,0,99,146,12
32,3674,25.0,0,88,40,70,144,12
