Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,190,36.0,280.0,175.0,167.0,625.0,10-1-1,12
2,228,35.0,304.0,170.0,182.0,645.0,11-1-0,12
3,1735,31.0,374.0,185.0,171.0,630.0,10-2-0,12
4,2067,31.0,334.0,165.0,197.0,640.0,8-3-1,12
5,5112,31.0,284.0,155.0,212.0,625.0,8-3-1,12
6,1058,30.0,280.0,255.0,159.0,625.0,8-3-1,12
7,125,28.0,366.0,145.0,266.0,615.0,8-3-1,12
8,4048,28.0,268.0,160.0,186.0,620.0,7-4-1,12
9,1350,27.0,346.0,165.0,127.0,640.0,8-4-0,12
10,2064,26.0,306.0,285.0,121.0,605.0,7-4-1,12
11,157,26.0,296.0,160.0,154.0,615.0,7-5-0,12
12,1768,26.0,286.0,190.0,162.0,595.0,8-3-1,12
13,4311,25.0,322.0,120.0,81.0,680.0,6-5-1,12
14,1277,25.0,294.0,160.0,100.0,665.0,6-5-1,12
15,4473,25.0,290.0,140.0,157.0,595.0,7-5-0,12
16,2648,24.0,308.0,155.0,183.0,585.0,8-4-0,12
17,4097,24.0,242.0,140.0,168.0,560.0,7-5-0,12
18,6224,22.0,296.0,140.0,65.0,615.0,6-6-0,12
19,2836,20.0,232.0,165.0,96.0,555.0,5-6-1,12
20,4169,19.0,298.0,145.0,86.0,615.0,5-6-1,12
21,5958,19.0,274.0,150.0,99.0,615.0,4-7-1,12
22,4761,19.0,250.0,170.0,98.0,600.0,4-8-0,12
23,3719,18.0,334.0,145.0,135.0,635.0,4-8-0,12
24,6153,18.0,288.0,120.0,73.0,640.0,4-8-0,12
25,2262,18.0,280.0,120.0,99.0,600.0,4-7-1,12
26,5846,18.0,264.0,130.0,74.0,595.0,5-7-0,12
27,1973,18.0,224.0,120.0,95.0,555.0,4-6-2,12
28,1517,18.0,192.0,175.0,129.0,525.0,5-7-0,12
29,5400,16.0,212.0,130.0,104.0,560.0,4-8-0,12
30,5163,16.0,212.0,130.0,65.0,515.0,4-8-0,12
31,97,15.0,292.0,120.0,95.0,605.0,3-7-2,12
32,1757,15.0,248.0,140.0,54.0,615.0,3-9-0,12
33,6172,14.0,210.0,80.0,73.0,550.0,2-10-0,12
34,1740,14.0,190.0,100.0,84.0,535.0,3-9-0,12
35,4474,13.0,258.0,135.0,36.0,595.0,2-10-0,12
36,4958,13.0,232.0,120.0,72.0,555.0,2-10-0,12
