Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1477,24.00,454.00,220.00,609.00,12-0-0,0,12
2,1939,21.00,322.00,340.00,665.00,10-1-1,0,12
3,3528,20.00,400.00,150.00,527.00,10-2-0,0,12
4,3284,18.00,424.00,230.00,543.00,9-3-0,0,12
5,3160,18.00,358.00,380.00,314.00,9-3-0,0,12
6,3593,18.00,336.00,160.00,426.00,9-3-0,0,12
7,3847,18.00,294.00,230.00,585.00,9-3-0,0,12
8,1421,18.00,170.00,550.00,521.00,9-3-0,0,12
9,1912,17.00,330.00,210.00,389.00,8-3-1,0,12
10,3937,17.00,308.00,220.00,428.00,8-3-1,0,12
11,3507,16.00,266.00,250.00,493.00,8-4-0,0,12
12,1927,14.00,346.00,180.00,434.00,7-5-0,0,12
13,2164,14.00,262.00,250.00,215.00,7-5-0,0,12
14,2410,14.00,226.00,240.00,568.00,7-5-0,0,12
15,1730,14.00,216.00,230.00,347.00,7-5-0,0,12
16,4553,14.00,188.00,230.00,291.00,7-4-0,1,12
17,2333,13.00,214.00,140.00,257.00,6-5-1,0,12
18,2461,12.00,228.00,210.00,502.00,6-5-0,1,12
19,4487,12.00,186.00,200.00,418.00,6-6-0,0,12
20,2723,12.00,132.00,110.00,161.00,6-3-0,3,12
21,3784,11.00,266.00,300.00,312.00,5-6-1,0,12
22,456,10.00,310.00,330.00,383.00,5-7-0,0,12
23,16,10.00,308.00,200.00,533.00,5-7-0,0,12
24,1810,10.00,226.00,390.00,249.00,5-7-0,0,12
25,4848,10.00,190.00,150.00,310.00,5-7-0,0,12
26,2080,10.00,188.00,200.00,335.00,5-7-0,0,12
27,4577,10.00,160.00,200.00,281.00,5-7-0,0,12
28,1723,10.00,122.00,390.00,210.00,5-7-0,0,12
29,4745,9.00,144.00,120.00,209.00,4-6-1,1,12
30,3612,8.00,250.00,210.00,299.00,4-8-0,0,12
31,4535,8.00,196.00,180.00,291.00,4-8-0,0,12
32,4037,8.00,178.00,170.00,208.00,4-8-0,0,12
33,4490,8.00,178.00,160.00,258.00,4-8-0,0,12
34,4477,8.00,174.00,150.00,252.00,4-7-0,1,12
35,4463,8.00,158.00,130.00,277.00,4-8-0,0,12
36,3942,8.00,104.00,180.00,217.00,4-7-0,1,12
37,4843,6.00,270.00,160.00,308.00,3-9-0,0,12
38,4849,4.00,200.00,170.00,206.00,2-10-0,0,12
39,1764,4.00,194.00,220.00,269.00,2-10-0,0,12
40,4090,4.00,160.00,210.00,261.00,2-10-0,0,12
41,4532,0,134.00,150.00,181.00,0-12-0,0,12
