Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,4539,1.6200000000000001,1847.0,234.0,920.0,750.0,17.0,6-2-0,8
2,3293,1.5,1899.0,408.0,860.0,850.0,4.0,6-2-0,8
3,3277,1.5,1865.0,273.0,640.0,900.0,210.0,6-2-0,8
4,2052,1.5,1843.0,349.0,880.0,800.0,33.0,6-2-0,8
5,4397,1.5,1785.0,113.0,720.0,900.0,30.0,6-2-0,8
6,2526,1.5,1603.0,200.0,800.0,600.0,28.0,6-2-0,8
7,4728,1.5,1592.0,300.0,780.0,650.0,47.0,6-2-0,8
8,2503,1.5,1589.0,163.0,860.0,600.0,4.0,6-2-0,8
9,2227,1.5,1555.0,243.0,680.0,650.0,35.0,6-2-0,8
10,4181,1.5,1552.0,170.0,700.0,650.0,42.0,6-2-0,8
11,2264,1.5,1526.0,217.0,640.0,750.0,6.0,6-2-0,8
12,3275,1.5,1507.0,165.0,820.0,550.0,7.0,6-2-0,8
13,5253,1.5,1345.0,162.0,700.0,500.0,30.0,6-1-0,8
14,6720,1.5,1333.0,100.0,600.0,550.0,38.0,6-2-0,8
15,5299,1.5,1321.0,406.0,660.0,500.0,26.0,6-2-0,8
16,3134,1.3700000000000001,1581.0,297.0,740.0,650.0,16.0,5-2-1,8
17,4480,1.3700000000000001,1550.0,280.0,900.0,550.0,0.0,5-3-0,8
18,3750,1.3700000000000001,1457.0,290.0,860.0,450.0,22.0,5-3-0,8
19,1816,1.3700000000000001,1396.0,172.0,700.0,550.0,26.0,5-2-1,8
20,3755,1.25,1817.0,351.0,840.0,800.0,12.0,5-3-0,8
21,6318,1.25,1810.0,305.0,980.0,650.0,30.0,5-3-0,8
22,3042,1.25,1791.0,279.0,740.0,800.0,16.0,5-3-0,8
23,6146,1.25,1627.0,135.0,760.0,700.0,27.0,5-3-0,8
24,4009,1.25,1511.0,154.0,740.0,650.0,11.0,5-3-0,8
25,4674,1.25,1467.0,105.0,800.0,500.0,7.0,5-3-0,8
26,4182,1.25,1465.0,168.0,700.0,650.0,5.0,5-3-0,8
27,5998,1.25,1436.0,325.0,720.0,600.0,1.0,5-3-0,8
28,3102,1.25,1403.0,221.0,720.0,550.0,3.0,5-3-0,8
29,6022,1.25,1226.0,353.0,760.0,350.0,6.0,5-3-0,8
30,6453,1.1200000000000001,1652.0,301.0,780.0,700.0,37.0,4-3-1,8
31,4741,1.1200000000000001,1576.0,221.0,720.0,700.0,11.0,4-3-1,8
32,3740,1.1200000000000001,1514.0,460.0,720.0,600.0,39.0,4-3-1,8
33,5913,1.0,1697.0,226.0,640.0,850.0,97.0,4-4-0,8
34,5658,1.0,1500.0,225.0,840.0,550.0,5.0,4-4-0,8
35,5464,1.0,1455.0,171.0,660.0,550.0,45.0,4-4-0,8
36,3294,1.0,1385.0,99.0,560.0,700.0,30.0,4-4-0,8
37,2538,0.87,1318.0,286.0,700.0,450.0,3.0,3-4-1,8
38,3840,0.75,1658.0,293.0,860.0,650.0,13.0,3-5-0,8
39,2977,0.75,1583.0,160.0,620.0,850.0,8.0,3-5-0,8
40,4511,0.75,1476.0,355.0,880.0,450.0,41.0,3-5-0,8
41,93,0.75,1473.0,153.0,780.0,600.0,3.0,3-5-0,8
42,4845,0.75,1469.0,98.0,760.0,550.0,4.0,3-5-0,8
43,6056,0.75,1433.0,282.0,780.0,550.0,3.0,3-5-0,8
44,3276,0.75,1373.0,168.0,740.0,450.0,48.0,3-5-0,8
45,4230,0.75,1356.0,277.0,700.0,550.0,6.0,3-5-0,8
46,1714,0.75,1348.0,281.0,740.0,450.0,28.0,3-5-0,8
47,4818,0.75,1331.0,215.0,680.0,500.0,16.0,3-5-0,8
48,4217,0.75,1290.0,185.0,760.0,450.0,15.0,3-5-0,8
49,3054,0.75,1280.0,155.0,620.0,500.0,45.0,3-5-0,8
50,4238,0.75,1207.0,135.0,780.0,250.0,2.0,3-5-0,8
51,6047,0.75,1124.0,216.0,600.0,400.0,4.0,3-5-0,8
52,5690,0.5,1629.0,225.0,840.0,650.0,4.0,2-6-0,8
53,6217,0.5,1568.0,282.0,860.0,550.0,3.0,2-6-0,8
54,3291,0.5,1284.0,168.0,660.0,450.0,14.0,2-6-0,8
55,6160,0.5,1241.0,290.0,620.0,500.0,6.0,2-6-0,8
56,4260,0.5,1124.0,200.0,680.0,350.0,9.0,2-6-0,8
57,2531,0.25,1139.0,169.0,580.0,400.0,49.0,1-7-0,8
58,4166,0.25,1092.0,165.0,620.0,350.0,7.0,1-7-0,8
59,2855,0.25,1088.0,192.0,600.0,400.0,18.0,1-7-0,8
60,5999,0.25,1084.0,214.0,680.0,300.0,14.0,1-7-0,8
61,6663,0.25,1083.0,202.0,720.0,250.0,8.0,1-7-0,8
62,4360,0.25,802.0,102.0,480.0,200.0,32.0,1-7-0,8
63,5542,0.0,1152.0,152.0,580.0,450.0,7.0,0-8-0,8
