Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1114,22.00,650.00,525.00,330.00,415.00,11-0-0,0,11
2,2056,20.00,450.00,593.00,370.00,584.00,10-1-0,0,11
3,1241,18.00,640.00,481.00,200.00,445.00,9-2-0,0,11
4,1285,18.00,440.00,345.00,160.00,432.00,9-2-0,0,11
5,2809,16.00,560.00,487.00,130.00,295.00,8-3-0,0,11
6,2252,16.00,400.00,481.00,320.00,428.00,8-3-0,0,11
7,4525,14.00,540.00,402.00,110.00,280.00,7-4-0,0,11
8,3117,14.00,510.00,506.00,200.00,372.00,7-4-0,0,11
9,555,14.00,380.00,361.00,190.00,314.00,7-4-0,0,11
10,3530,14.00,300.00,427.00,200.00,334.00,7-4-0,0,11
11,772,14.00,270.00,436.00,210.00,192.00,7-4-0,0,11
12,4936,14.00,260.00,392.00,140.00,226.00,7-4-0,0,11
13,4678,14.00,220.00,462.00,230.00,451.00,7-4-0,0,11
14,1325,12.00,400.00,480.00,160.00,415.00,6-5-0,0,11
15,451,12.00,320.00,418.00,230.00,425.00,6-5-0,0,11
16,3560,12.00,260.00,371.00,140.00,278.00,6-5-0,0,11
17,4519,12.00,240.00,407.00,190.00,330.00,6-5-0,0,11
18,4814,10.00,420.00,412.00,160.00,168.00,5-6-0,0,11
19,1559,10.00,360.00,476.00,200.00,282.00,5-6-0,0,11
20,1846,10.00,320.00,435.00,190.00,162.00,5-6-0,0,11
21,296,10.00,300.00,353.00,60.00,287.00,5-6-0,0,11
22,781,10.00,230.00,362.00,110.00,435.00,5-6-0,0,11
23,4932,10.00,200.00,271.00,150.00,340.00,5-5-0,1,11
24,5288,10.00,190.00,376.00,160.00,366.00,5-6-0,0,11
25,1305,8.00,350.00,331.00,120.00,238.00,4-7-0,0,11
26,141,8.00,340.00,398.00,120.00,235.00,4-7-0,0,11
27,4940,8.00,270.00,332.00,130.00,280.00,4-7-0,0,11
28,854,8.00,260.00,406.00,120.00,178.00,4-7-0,0,11
29,4716,8.00,260.00,341.00,100.00,226.00,4-7-0,0,11
30,5221,8.00,230.00,360.00,200.00,196.00,4-7-0,0,11
31,5024,8.00,180.00,392.00,210.00,412.00,4-7-0,0,11
32,4923,8.00,130.00,415.00,190.00,145.00,4-7-0,0,11
33,4921,8.00,130.00,411.00,140.00,282.00,4-7-0,0,11
34,4903,8.00,130.00,365.00,160.00,233.00,4-7-0,0,11
35,4595,8.00,120.00,407.00,150.00,246.00,4-7-0,0,11
36,4938,6.00,280.00,332.00,120.00,296.00,3-8-0,0,11
37,4917,6.00,240.00,341.00,200.00,262.00,3-8-0,0,11
38,4920,6.00,240.00,340.00,160.00,232.00,3-8-0,0,11
39,4015,4.00,190.00,257.00,110.00,334.00,2-9-0,0,11
40,4922,4.00,100.00,310.00,120.00,211.00,2-9-0,0,11
