Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2054,22.00,618.00,330.00,943.00,11-1-0,0,12
2,469,20.00,624.00,260.00,1109.00,10-2-0,0,12
3,1718,20.00,522.00,300.00,977.00,10-2-0,0,12
4,67,20.00,508.00,410.00,1124.00,10-2-0,0,12
5,2145,20.00,434.00,260.00,1113.00,10-2-0,0,12
6,2000,18.00,584.00,280.00,1051.00,9-3-0,0,12
7,1918,18.00,576.00,370.00,813.00,9-3-0,0,12
8,3414,18.00,564.00,320.00,827.00,9-3-0,0,12
9,2137,18.00,438.00,260.00,979.00,9-3-0,0,12
10,2612,16.00,606.00,280.00,867.00,8-4-0,0,12
11,2851,16.00,522.00,340.00,755.00,8-4-0,0,12
12,1189,16.00,516.00,300.00,1017.00,8-4-0,0,12
13,245,16.00,506.00,260.00,1005.00,8-4-0,0,12
14,862,16.00,504.00,310.00,1056.00,8-4-0,0,12
15,3539,16.00,502.00,280.00,1033.00,8-4-0,0,12
16,33,14.00,658.00,300.00,886.00,7-5-0,0,12
17,494,14.00,652.00,230.00,880.00,7-5-0,0,12
18,1701,14.00,546.00,250.00,700.00,7-5-0,0,12
19,314,14.00,540.00,190.00,1010.00,7-5-0,0,12
20,503,14.00,504.00,320.00,806.00,7-5-0,0,12
21,326,14.00,502.00,290.00,877.00,7-5-0,0,12
22,573,14.00,498.00,270.00,846.00,7-5-0,0,12
23,2959,14.00,474.00,280.00,800.00,7-5-0,0,12
24,3641,14.00,462.00,280.00,784.00,7-5-0,0,12
25,123,14.00,420.00,300.00,700.00,7-5-0,0,12
26,3688,14.00,404.00,270.00,904.00,7-5-0,0,12
27,2474,12.00,610.00,210.00,752.00,6-6-0,0,12
28,141,12.00,564.00,310.00,687.00,6-6-0,0,12
29,27,12.00,556.00,180.00,938.00,6-6-0,0,12
30,2619,12.00,512.00,230.00,912.00,6-6-0,0,12
31,70,12.00,504.00,260.00,809.00,6-6-0,0,12
32,2767,12.00,502.00,240.00,902.00,6-6-0,0,12
33,3572,12.00,498.00,430.00,918.00,6-6-0,0,12
34,51,12.00,486.00,280.00,792.00,6-6-0,0,12
35,2771,12.00,474.00,260.00,773.00,6-6-0,0,12
36,4325,10.00,522.00,270.00,911.00,5-7-0,0,12
37,1023,10.00,504.00,430.00,519.00,5-7-0,0,12
38,4381,10.00,486.00,280.00,641.00,5-7-0,0,12
39,1504,10.00,486.00,220.00,877.00,5-7-0,0,12
40,548,10.00,480.00,270.00,773.00,5-7-0,0,12
41,2673,10.00,474.00,270.00,860.00,5-7-0,0,12
42,217,10.00,474.00,250.00,861.00,5-7-0,0,12
43,910,10.00,474.00,210.00,629.00,5-7-0,0,12
44,3604,10.00,474.00,190.00,932.00,5-7-0,0,12
45,3656,10.00,462.00,320.00,810.00,5-7-0,0,12
46,2960,10.00,456.00,240.00,750.00,5-7-0,0,12
47,4130,10.00,428.00,300.00,817.00,5-7-0,0,12
48,3421,10.00,410.00,250.00,770.00,5-7-0,0,12
49,2611,10.00,384.00,330.00,684.00,5-7-0,0,12
50,3234,8.00,534.00,240.00,626.00,4-8-0,0,12
51,4384,8.00,504.00,260.00,711.00,4-8-0,0,12
52,2337,8.00,486.00,300.00,673.00,4-8-0,0,12
53,2834,8.00,478.00,180.00,705.00,4-8-0,0,12
54,68,8.00,450.00,290.00,885.00,4-8-0,0,12
55,1684,8.00,448.00,220.00,810.00,4-8-0,0,12
56,857,8.00,420.00,300.00,632.00,4-8-0,0,12
57,4391,8.00,374.00,340.00,754.00,4-8-0,0,12
58,107,6.00,444.00,230.00,588.00,3-9-0,0,12
59,4377,6.00,392.00,170.00,634.00,3-9-0,0,12
60,1025,6.00,344.00,400.00,554.00,3-9-0,0,12
61,3618,4.00,480.00,260.00,657.00,2-10-0,0,12
62,858,4.00,468.00,240.00,553.00,2-10-0,0,12
63,3602,4.00,450.00,240.00,692.00,2-10-0,0,12
64,280,2.00,450.00,200.00,547.00,1-11-0,0,12
