Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2175,26.0,188.0,110.0,221.0,420.0,7-1-0,8
2,3130,25.0,254.0,130.0,263.0,390.0,8-0-0,8
3,3633,22.0,164.0,115.0,116.0,425.0,6-2-0,8
4,2826,22.0,150.0,85.0,202.0,390.0,6-2-0,8
5,4778,22.0,150.0,85.0,93.0,445.0,7-1-0,8
6,2169,21.0,166.0,150.0,112.0,410.0,6-1-1,8
7,3926,21.0,166.0,120.0,83.0,440.0,7-1-0,8
8,3275,21.0,148.0,115.0,122.0,375.0,6-2-0,8
9,5826,21.0,144.0,100.0,96.0,415.0,6-2-0,8
10,5576,20.0,192.0,155.0,273.0,400.0,6-2-0,8
11,3883,20.0,176.0,105.0,184.0,410.0,6-1-1,8
12,2194,20.0,162.0,120.0,142.0,400.0,6-2-0,8
13,167,19.0,206.0,100.0,142.0,410.0,5-2-1,8
14,967,19.0,166.0,100.0,111.0,410.0,5-3-0,8
15,3928,18.0,192.0,90.0,243.0,350.0,5-3-0,8
16,2225,18.0,180.0,90.0,84.0,420.0,5-3-0,8
17,5626,17.0,168.0,115.0,138.0,400.0,3-5-0,8
18,4239,17.0,146.0,105.0,105.0,360.0,5-3-0,8
19,4215,17.0,142.0,90.0,134.0,375.0,4-4-0,8
20,3026,16.0,166.0,70.0,187.0,400.0,5-3-0,8
21,2667,16.0,148.0,90.0,67.0,395.0,5-3-0,8
22,3206,16.0,138.0,100.0,85.0,370.0,5-3-0,8
23,3134,16.0,130.0,125.0,58.0,380.0,4-4-0,8
24,2549,15.0,172.0,75.0,55.0,350.0,5-2-1,8
25,4674,15.0,164.0,65.0,88.0,400.0,4-3-1,8
26,3848,15.0,134.0,95.0,95.0,405.0,4-4-0,8
27,2491,14.0,196.0,80.0,67.0,400.0,4-4-0,8
28,3042,14.0,172.0,125.0,100.0,395.0,4-4-0,8
29,3277,14.0,158.0,145.0,79.0,380.0,5-3-0,8
30,4663,14.0,158.0,105.0,81.0,385.0,4-4-0,8
31,5339,14.0,146.0,100.0,50.0,380.0,5-3-0,8
32,3610,14.0,100.0,60.0,96.0,325.0,4-4-0,8
33,4687,13.0,214.0,80.0,97.0,435.0,4-4-0,8
34,5914,13.0,178.0,80.0,55.0,390.0,4-4-0,8
35,2177,13.0,144.0,65.0,57.0,400.0,4-4-0,8
36,3023,13.0,140.0,55.0,66.0,355.0,4-4-0,8
37,2129,13.0,122.0,50.0,108.0,280.0,4-4-0,8
38,3122,13.0,86.0,55.0,48.0,320.0,4-4-0,8
39,2143,12.0,176.0,100.0,121.0,360.0,4-4-0,8
40,2606,12.0,162.0,75.0,63.0,355.0,3-4-1,8
41,4648,12.0,112.0,70.0,88.0,350.0,2-6-0,8
42,2574,11.0,136.0,90.0,121.0,375.0,2-6-0,8
43,3090,11.0,136.0,75.0,50.0,355.0,3-5-0,8
44,4607,11.0,114.0,70.0,85.0,380.0,2-6-0,8
45,5991,11.0,88.0,70.0,87.0,325.0,3-5-0,8
46,4277,10.0,182.0,75.0,54.0,390.0,3-5-0,8
47,2239,10.0,168.0,65.0,68.0,380.0,3-5-0,8
48,3691,10.0,152.0,75.0,85.0,320.0,3-5-0,8
49,5541,10.0,112.0,60.0,73.0,310.0,3-5-0,8
50,2654,10.0,72.0,75.0,90.0,335.0,2-6-0,8
51,2450,9.0,124.0,85.0,66.0,325.0,2-6-0,8
52,5275,9.0,92.0,90.0,49.0,330.0,2-6-0,8
53,3871,8.0,118.0,80.0,49.0,355.0,2-6-0,8
54,4632,8.0,102.0,90.0,44.0,335.0,2-6-0,8
55,2472,7.0,134.0,55.0,21.0,365.0,1-7-0,8
56,4225,7.0,92.0,70.0,56.0,330.0,1-7-0,8
57,2525,6.0,156.0,55.0,49.0,340.0,1-7-0,8
58,2531,6.0,116.0,55.0,61.0,330.0,1-7-0,8
59,2207,6.0,86.0,40.0,37.0,290.0,1-7-0,8
60,4480,2.0,172.0,60.0,63.0,325.0,0-8-0,8
