Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1318,24.00,290.00,569.00,310.00,358.00,12-0-0,0,12
2,948,21.00,320.00,473.00,310.00,255.00,10-1-1,0,12
3,2927,20.00,350.00,441.00,230.00,215.00,10-2-0,0,12
4,3393,18.00,390.00,498.00,240.00,360.00,9-3-0,0,12
5,4911,18.00,330.00,492.00,280.00,291.00,9-3-0,0,12
6,1983,16.00,460.00,477.00,250.00,217.00,8-4-0,0,12
7,4450,16.00,410.00,506.00,200.00,262.00,8-4-0,0,12
8,4469,16.00,380.00,528.00,180.00,267.00,8-4-0,0,12
9,3663,15.00,340.00,373.00,260.00,187.00,7-4-1,0,12
10,2976,15.00,150.00,383.00,130.00,287.00,7-4-1,0,12
11,360,14.00,340.00,459.00,150.00,330.00,7-5-0,0,12
12,3576,14.00,340.00,313.00,190.00,277.00,7-5-0,0,12
13,3786,13.00,130.00,343.00,130.00,340.00,6-5-1,0,12
14,3574,12.00,340.00,419.00,220.00,240.00,6-6-0,0,12
15,2046,12.00,330.00,417.00,260.00,331.00,6-6-0,0,12
16,2906,12.00,280.00,303.00,130.00,280.00,6-6-0,0,12
17,4205,12.00,210.00,504.00,220.00,205.00,6-6-0,0,12
18,2929,12.00,190.00,438.00,150.00,280.00,6-6-0,0,12
19,4461,12.00,190.00,337.00,180.00,160.00,6-6-0,0,12
20,2907,11.00,370.00,459.00,220.00,263.00,5-6-1,0,12
21,4579,11.00,260.00,333.00,160.00,195.00,5-6-1,0,12
22,4060,10.00,370.00,248.00,130.00,169.00,5-7-0,0,12
23,3219,10.00,290.00,419.00,210.00,185.00,5-7-0,0,12
24,4772,10.00,140.00,301.00,190.00,383.00,5-7-0,0,12
25,3049,10.00,110.00,278.00,90.00,179.00,5-7-0,0,12
26,2555,10.00,100.00,377.00,110.00,181.00,5-7-0,0,12
27,2147,8.00,310.00,255.00,170.00,185.00,4-8-0,0,12
28,2922,8.00,240.00,321.00,160.00,195.00,4-8-0,0,12
29,4304,8.00,230.00,302.00,100.00,191.00,4-8-0,0,12
30,3218,8.00,190.00,423.00,200.00,173.00,4-8-0,0,12
31,3221,8.00,160.00,263.00,130.00,113.00,4-8-0,0,12
32,2942,8.00,120.00,307.00,160.00,355.00,4-8-0,0,12
33,3237,6.00,320.00,347.00,130.00,87.00,3-9-0,0,12
34,4180,6.00,180.00,264.00,90.00,150.00,3-9-0,0,12
35,3684,4.00,190.00,197.00,140.00,113.00,2-10-0,0,12
36,3826,4.00,160.00,331.00,160.00,171.00,2-10-0,0,12
